Gene = Spcs2
Position 1153: 0.0008093083120261138
Position 1855: 0.0007884235015717821
Position 405: 0.0007715552905886314
Position 17779: 0.0007587172228579733
Position 10213: 0.0006965035137888966
Position 10366: 0.000664860543222789
Position 2502: 0.0006641145541515756
Position 14668: 0.0006496528090496447
Position 11740: 0.0006377161595459126
Position 11146: 0.0005838213375184573
Position 17208: 0.0004933597542316452
Position 1839: 0.00043520689179841923
Position 13219: 0.00042901320448695683
Position 330: 0.00033843324641853463
Position 10083: 0.0003344194647816658
Position 11309: 0.0003023587032378413
Position 10351: 0.00026501859942177264
Position 1404: 0.0002649287369399797
Position 1263: 0.00026378938217562595
Position 1781: 0.0002477413087210394
Position 1369: 0.00024146868671431112
Position 10448: 0.0002279306457468736
Position 10096: 0.00021874201147259286
Position 885: 0.0001449676218608034
Position 12671: 0.0001321811836459074
Position 10204: 0.00012325881282208831
Position 11907: 0.00012136388600091261
Position 2427: 0.00010597754712588582
Position 495: 9.920436463875565e-05
Position 1309: 8.206120763380521e-05
Position 1809: 7.64796851053138e-05
Position 950: 6.979100777370296e-05
Position 10711: 6.63270356611852e-05
Position 1710: 5.4111244267030896e-05
Position 2333: 4.425667538645285e-05
Position 4170: 4.394435103195062e-05
Position 4045: 4.1994184230177905e-05
Position 3406: 3.385980353431461e-05
Position 1906: 3.1144281659217093e-05
Position 1679: 2.9321022035294256e-05
Position 1328: 2.7525369011393475e-05
Position 1773: 2.6468351682486333e-05
Position 3264: 2.53948315559743e-05
Position 1135: 2.523075610502763e-05
Position 2607: 2.4501782208850597e-05
Position 1864: 2.2534067738234653e-05
Position 3380: 2.1325546077693054e-05
Position 1374: 2.1031694859421117e-05
Position 3296: 2.0798769873330925e-05
Position 825: 1.9808132734093516e-05
Position 1715: 1.9544289793773462e-05
Position 1337: 1.8596473249902912e-05
Position 2244: 1.8538749798744798e-05
Position 317: 1.164433363316124e-05
Position 2604: 9.880854106427277e-06
Position 2527: 7.178946950741844e-06
Position 2148: 4.375780066362356e-06
Position 1278: 2.649027102804e-06
Position 409: 2.3701974652209776e-06
Position 2685: 1.1655735474818302e-06
Position 748: 3.4195409404528576e-07
Position 1411: 7.419244268732963e-08
Position 548: 4.755462879030562e-08
Position 862: 4.575882200066498e-08
Position 1354: 4.5400802667312905e-08
Position 894: 3.295622085384294e-08
Position 1222: 2.2997685718329438e-08
Position 1692: 1.903445833170165e-08
Position 571: 1.5990436205616563e-08
Position 558: 8.036210104459963e-09
Position 619: 5.7609608938327285e-09
Position 2518: 1.3306549800126716e-09
