Gene = Hrk
Position 13020: 0.09780743529001899
Position 4423: 0.07666083027443121
Position 10302: 0.07326248491173833
Position 2460: 0.07283792657780265
Position 2744: 0.060793170801383786
Position 2727: 0.05704582080873716
Position 2602: 0.054815410344419814
Position 8165: 0.05298926859979457
Position 1341: 0.042713247235243654
Position 1593: 0.04225665170620589
Position 7634: 0.038102698903807554
Position 2820: 0.03450874141703351
Position 4393: 0.03341800856589964
Position 1766: 0.03111417717034025
Position 1431: 0.030263251539695633
Position 12093: 0.026157120152313893
Position 1823: 0.01944749261543211
Position 1535: 0.01686113616246253
Position 1393: 0.01505083101358119
Position 9547: 0.014366274822606958
Position 9390: 0.012398481120673648
Position 6715: 0.00905840284494106
Position 2295: 0.008877026761084756
Position 7879: 0.00847857801197513
Position 7769: 0.008301398153249737
Position 6982: 0.007743611705816649
Position 6872: 0.007631744513675794
Position 1539: 0.007193612647090228
Position 1090: 0.00574413205097853
Position 1831: 0.0057001927342558234
Position 2570: 0.004255643039971623
Position 3170: 0.0022365425460907883
Position 2971: 0.0015920142168850198
Position 3548: 0.0012532230204341619
Position 1736: 0.0012501180620703442
Position 4397: 0.001116895285194067
Position 987: 0.0010751140679646463
Position 1046: 0.0010511475138130458
Position 2836: 0.0008239474879419559
Position 2115: 0.000709276702481717
Position 1233: 0.00048383339907613355
Position 1873: 0.00041802484585831494
Position 1721: 0.00027311316175237377
Position 1778: 0.00024491512607224965
Position 1440: 0.00020449102439377588
Position 1976: 0.00016403230873801615
Position 1509: 0.00014088628103769372
Position 1501: 5.206087115339115e-05
Position 1955: 4.378664435829037e-05
Position 1272: 4.324613418584504e-05
Position 1242: 4.169457206739363e-05
Position 496: 3.4330306039812e-05
Position 1278: 3.177800245243726e-05
Position 6369: 2.2824910063385698e-05
Position 268: 2.1507793537503285e-05
Position 2622: 2.0708498720022984e-05
Position 380: 1.923746328324501e-05
Position 1245: 1.322241394489304e-05
Position 300: 1.1118052012601682e-05
Position 1551: 3.6834097107348765e-06
Position 2006: 3.124553403890393e-06
Position 1350: 2.04201291420488e-06
Position 352: 1.8472956436051625e-06
Position 1515: 1.7412182350848377e-06
Position 148: 1.2885380965800144e-06
Position 306: 4.1375110516124436e-07
Position 1294: 4.0614691803581135e-07
Position 374: 2.4939356011891873e-08
Position 447: 2.246318523413444e-08
Position 357: 1.4666397269265517e-08
Position 363: 1.2789798339753125e-08
Position 313: 9.980937775411863e-09
Position 427: 7.430013172245133e-09
Position 127: 7.294847462769472e-09
Position 393: 4.073945934033746e-09
Position 411: 1.9296877877071406e-09
Position 417: 1.1992791812248784e-09
Position 423: 6.570575445841902e-10
Position 441: 3.128187524971449e-10
Position 403: 2.5074630952256773e-10
Position 405: 4.586911011720402e-11
Position 163: 1.4349273859821124e-11
Position 1291: 3.5159487961682622e-12
