Gene = Il18bp
Position 517: 0.03228354518785505
Position 365: 0.030814674204787028
Position 2938: 0.027989704622778264
Position 426: 0.02745949572016783
Position 1342: 0.027064608307360613
Position 2876: 0.022989829725968913
Position 238: 0.021438238098649743
Position 493: 0.019473080391694205
Position 2535: 0.018448374725062378
Position 1284: 0.017000002446163693
Position 1345: 0.012551959945126196
Position 2719: 0.011698899900729458
Position 1017: 0.011695556112634177
Position 2353: 0.011013943871381585
Position 520: 0.010313587225512668
Position 663: 0.008959171535978416
Position 2188: 0.008333892438767473
Position 474: 0.00611128203330967
Position 2994: 0.005197733385776117
Position 898: 0.004268400947499253
Position 2000: 0.004119006154729247
Position 2366: 0.0037063838127239716
Position 1567: 0.00364061705662817
Position 1038: 0.0035568763059258073
Position 1310: 0.0035371292273748394
Position 2372: 0.0034280193163555065
Position 805: 0.003330430651137527
Position 2436: 0.0031303710903128547
Position 666: 0.002730982478928674
Position 1976: 0.002604716203913321
Position 597: 0.002518447525082921
Position 2665: 0.0024053143875266384
Position 723: 0.002155563406479955
Position 3070: 0.00203618946242897
Position 2747: 0.0020008810829062846
Position 280: 0.001887752900084435
Position 523: 0.0017639768879409838
Position 455: 0.0017148708824597484
Position 2881: 0.0017006216055069727
Position 1192: 0.0013986834253805953
Position 951: 0.0013070239230333809
Position 1519: 0.001250667787331999
Position 702: 0.0012467936313482059
Position 2218: 0.0012106724106796486
Position 1267: 0.0011063110475186071
Position 558: 0.0009745405168291435
Position 2648: 0.0008280010049775501
Position 276: 0.0008224533468527065
Position 2227: 0.0008134402034518026
Position 1652: 0.0007902913592633866
Position 1220: 0.0007244024783959844
Position 211: 0.0007072962753751886
Position 2903: 0.0006935167227878046
Position 3093: 0.0006770590230565982
Position 2205: 0.00064832681786418
Position 979: 0.0006181414394072166
Position 1131: 0.000597400749188994
Position 2704: 0.0005968353208035087
Position 1041: 0.0005432385263105283
Position 2289: 0.0005307111916268112
Position 407: 0.0005142166675072472
Position 367: 0.0004997441010140202
Position 2795: 0.0004705555396674654
Position 2460: 0.000445071959385121
Position 264: 0.000425638000826831
Position 190: 0.0004151838432147342
Position 2256: 0.00037505835168510964
Position 2201: 0.00035530028456190097
Position 1516: 0.0003516902672890702
Position 1971: 0.00034148370614091246
Position 990: 0.00032328896052899654
Position 2923: 0.0002726827242326427
Position 2229: 0.00025721705036169367
Position 3031: 0.0002571850769374723
Position 378: 0.0002473728816814982
Position 2017: 0.00024480035130106494
Position 835: 0.00024090006022611617
Position 216: 0.00022961004131509196
Position 2106: 0.00022817976010685459
Position 285: 0.00022063635604800788
Position 3035: 0.0002166671475366607
Position 2759: 0.00018651585349509605
Position 2039: 0.00017692322014953014
Position 371: 0.0001700673902148482
Position 868: 0.00015474833919641132
Position 809: 0.00014621444782112955
Position 2262: 0.00011729761153766321
Position 759: 9.101574368246737e-05
Position 815: 8.156173678279705e-05
Position 142: 7.674587347800188e-05
Position 2479: 6.559860180635169e-05
Position 312: 5.5819707535773245e-05
Position 388: 4.7658326553472885e-05
Position 297: 4.4566882707629545e-05
Position 382: 4.292354836269745e-05
Position 628: 3.519968766927812e-05
Position 409: 3.514013577138921e-05
Position 3239: 3.2416254461010927e-05
Position 194: 3.105415690555141e-05
Position 675: 2.8261366008181746e-05
Position 2024: 2.7158156167899918e-05
Position 766: 2.6237799827196735e-05
Position 118: 2.3151323959729284e-05
Position 465: 1.7764888580757438e-05
Position 165: 1.731361646060636e-05
Position 880: 1.4903709980413229e-05
Position 739: 1.4331544834845871e-05
Position 400: 1.3087306779456827e-05
Position 369: 1.2454164858435075e-05
Position 865: 1.1757839145341914e-05
Position 2077: 1.1593520424204964e-05
Position 577: 9.09832363742748e-06
Position 689: 8.490168171404025e-06
Position 316: 7.262912448454382e-06
Position 640: 6.056285867882581e-06
Position 684: 4.823015373665644e-06
Position 563: 4.72985444753328e-06
Position 305: 2.959845050101263e-06
Position 151: 2.107314725097572e-06
Position 772: 1.720116480573742e-06
Position 1387: 1.2614150031934932e-06
Position 753: 9.76474123578943e-07
Position 851: 9.49251048296835e-07
Position 322: 9.073573965872568e-07
Position 778: 6.116810277060094e-07
Position 159: 5.82743786439636e-07
Position 822: 3.295624618393906e-07
Position 167: 2.1164541814360003e-07
Position 331: 3.3443129141896695e-08
