Gene = Kcne4
Position 506: 3.1439930372153928e-06
Position 388: 2.88599534427676e-06
Position 259: 1.6922528743895234e-06
Position 738: 1.2613761635862126e-06
Position 339: 2.847952295971877e-07
Position 862: 5.5903009014786345e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1295: 0.9321757652913658
Position 852: 0.9245965995838304
Position 2607: 0.3822587290792371
Position 1721: 0.2661287603859385
Position 2974: 0.1410341784795911
Position 1795: 0.08439779637397213
Position 2500: 0.07917038854970707
Position 1684: 0.07651504936483931
Position 1779: 0.05631201191148286
Position 1704: 0.05428263339154659
Position 2022: 0.05396168086460847
Position 2241: 0.03315946474845293
Position 2452: 0.033015957120294
Position 2045: 0.030434283348036342
Position 2112: 0.027533988426879995
Position 2014: 0.022073043682557313
Position 1951: 0.021793867278456912
Position 1870: 0.016575603653815815
Position 1845: 0.015960438729794975
Position 820: 0.014184299967999997
Position 2746: 0.013230274022889734
Position 1301: 0.011537997918121896
Position 2000: 0.009567121532059629
Position 2647: 0.0066588568630702154
Position 1648: 0.006568383095291557
Position 1196: 0.005603561950735825
Position 2908: 0.00543125013075989
Position 754: 0.005192420543908678
Position 1498: 0.005133447980801287
Position 1851: 0.005048468964649318
Position 2178: 0.0046491754618556225
Position 1101: 0.004596369437405301
Position 3083: 0.004345061454783132
Position 330: 0.0039805737598201385
Position 1298: 0.003717257168437677
Position 1918: 0.0036687577525184134
Position 1061: 0.0028469404128403566
Position 2165: 0.002838357956428673
Position 2556: 0.002830473409228987
Position 1738: 0.0027717877510042045
Position 2730: 0.0019541528964303104
Position 1743: 0.0018960318874898558
Position 2049: 0.0018005097665051099
Position 2183: 0.0014637939167334482
Position 1877: 0.0012580039316706685
Position 1070: 0.001254778825899748
Position 2749: 0.0011485325567719626
Position 1063: 0.0007450345136545505
Position 1847: 0.0007229338906693833
Position 1242: 0.000565292512184942
Position 506: 0.0005098206028379865
Position 1585: 0.0004736500764067995
Position 1076: 0.00045589428297609545
Position 1591: 0.0004288452217317924
Position 1073: 0.0004267803472940682
Position 2527: 0.000415188555803037
Position 394: 0.00040866774086876915
Position 2400: 0.0003523520930280962
Position 1781: 0.00034016242304798746
Position 1526: 0.00033719484259774084
Position 1898: 0.0003075477794754931
Position 2266: 0.00026850196885007074
Position 1249: 0.0002479296279068056
Position 672: 0.0002462070218006293
Position 1159: 0.0002284444408338905
Position 419: 0.00022019240135525304
Position 1881: 0.00020319537806051484
Position 827: 0.00014652683617432286
Position 348: 0.00011676923030988204
Position 1354: 0.00010226410492094394
Position 1351: 9.652777422772836e-05
Position 354: 9.640969908076003e-05
Position 1322: 9.265409016213726e-05
Position 1532: 6.52050974090003e-05
Position 134: 4.518419349574397e-05
Position 1510: 4.098323630595304e-05
Position 1504: 3.634345001095788e-05
Position 784: 2.9995575022318288e-05
Position 1530: 2.6688953298741232e-05
Position 1164: 2.5533396473313914e-05
Position 1549: 2.4397306793063786e-05
Position 893: 2.149433357836363e-05
Position 1750: 1.97010367317134e-05
Position 1106: 1.8239190882810622e-05
Position 916: 1.8086003782283554e-05
Position 1325: 1.5612886602398627e-05
Position 720: 1.4280231379443072e-05
Position 1133: 1.420931390062746e-05
Position 868: 1.3223866566959761e-05
Position 904: 1.2868370502988188e-05
Position 464: 1.080910378501327e-05
Position 375: 1.0274812575497948e-05
Position 924: 1.0230137038145058e-05
Position 964: 9.970400679349841e-06
Position 1316: 9.816099193323e-06
Position 1543: 9.67702748978681e-06
Position 1199: 9.081163973357295e-06
Position 958: 8.76468666146239e-06
Position 1601: 8.347665838450175e-06
Position 1537: 7.481366274035697e-06
Position 469: 7.0059055850945775e-06
Position 1081: 6.721864456324866e-06
Position 1334: 5.399773989515414e-06
Position 1111: 4.679654333796601e-06
Position 1593: 4.3117087196212865e-06
Position 1201: 4.2909473140017866e-06
Position 1262: 4.286738404357097e-06
Position 142: 3.7575928564003956e-06
Position 886: 2.140015674137887e-06
Position 400: 1.9503178378599405e-06
Position 154: 1.805132933139837e-06
Position 139: 1.0106279672733397e-06
Position 205: 8.13210467137775e-07
Position 1169: 7.864335793651623e-07
Position 190: 7.520151277464964e-07
Position 161: 3.991760278617003e-07
Position 471: 2.3472036326775772e-07
Position 171: 2.1180060579545455e-07
Position 482: 2.0104884661969257e-07
Position 178: 7.539019219183966e-08
Position 163: 7.22227142744411e-08
Position 156: 6.879668603180283e-08
Position 176: 4.758314584885196e-08
Position 1382: 1.1612304710713254e-08
Position 931: 1.1058801975201457e-08
Position 1401: 1.0526647902381034e-08
Position 967: 7.1855648764660615e-09
Position 705: 4.561655439689466e-09
Position 934: 4.252625980877239e-09
Position 1109: 1.7914920536816353e-09
Position 681: 1.0094502373515098e-09
Position 304: 5.874955166590158e-10
Position 207: 3.002898945408764e-10
Position 232: 2.9718419212908365e-10
