Gene = Plet1
Position 2066: 1.5528424463601739e-06
Position 1389: 1.0285037827979685e-06
Position 1769: 5.82171636192547e-07
Position 1149: 5.79994393367431e-07
Position 1682: 5.06335620991262e-07
Position 1067: 3.880956898136795e-07
Position 319: 2.0977509417084219e-07
Position 1002: 4.90328093227691e-08
Position 893: 3.3322404615393976e-08
Position 624: 1.229880555216252e-08
Position 359: 7.4648072772032e-09
Position 678: 6.963212484465521e-09
Position 180: 6.08609530209385e-09
Position 455: 5.610835811776875e-09
Position 423: 5.600900513863935e-09
Position 548: 4.968848842816255e-09
Position 346: 4.933906836349645e-09
Position 6711: 9.809692461396154e-10
