Gene = Pts
Position 5246: 0.00813016640450142
Position 6322: 0.0076490540951846455
Position 3105: 0.0070641411511058825
Position 3790: 0.006147971826384345
Position 1859: 0.0058545758348287945
Position 4779: 0.005719985102672715
Position 5659: 0.0050641468597878
Position 2695: 0.00501765456289908
Position 3443: 0.004310435485143121
Position 3598: 0.0038888827773428647
Position 6490: 0.0037665446602459566
Position 4274: 0.0037394249366129633
Position 929: 0.0037314883226922833
Position 6459: 0.0035858407467972667
Position 3734: 0.0035818633743119536
Position 4109: 0.0034773977952303886
Position 6331: 0.0033841446906483284
Position 2412: 0.003344414060886166
Position 1620: 0.0033230071731720364
Position 944: 0.003023423449308449
Position 5419: 0.002683119932444346
Position 2610: 0.0024786740680227104
Position 178: 0.0024541559881618388
Position 6350: 0.002387439797311067
Position 6591: 0.0023369700435604815
Position 421: 0.002326203282047376
Position 2943: 0.002323321558672528
Position 6645: 0.0022343910538034704
Position 1551: 0.002225200155264842
Position 2982: 0.001958118272276358
Position 2959: 0.0018869383542814253
Position 879: 0.0017175053514150106
Position 5080: 0.0015230310699465277
Position 3176: 0.0014778267425448943
Position 6370: 0.001477740580324038
Position 2430: 0.0014454707101178208
Position 1340: 0.0014236414993257617
Position 1167: 0.0013614016417452016
Position 2865: 0.0011784332522349799
Position 6782: 0.0010944026979876472
Position 400: 0.0010903291192358722
Position 6054: 0.001041286750596421
Position 4182: 0.001002754674795159
Position 3378: 0.0009983067391568636
Position 1963: 0.000984717699317185
Position 5851: 0.0009393614567379152
Position 7007: 0.0009028404118037579
Position 5926: 0.00082251081023841
Position 2747: 0.0007843416874131357
Position 6823: 0.0007815405678419484
Position 5912: 0.0007814058704795855
Position 6904: 0.0007305756282966709
Position 302: 0.0007287004869931679
Position 1033: 0.0007161838426093176
Position 6843: 0.0007099896850478021
Position 2788: 0.0006951798614854619
Position 2742: 0.000652084041407194
Position 1103: 0.0006334354457902305
Position 1882: 0.0006258179000748893
Position 571: 0.0006063030592595356
Position 185: 0.0005858001188071244
Position 826: 0.0005818947427731908
Position 3423: 0.0005672449492246285
Position 1898: 0.0005344738225538182
Position 2892: 0.0005306542197109838
Position 781: 0.0004910473410289403
Position 3519: 0.00048404924327029016
Position 6357: 0.00046090512296147456
Position 882: 0.0004592172970103742
Position 505: 0.0004500201115256346
Position 447: 0.00043974187628272786
Position 3199: 0.0004357076832738343
Position 2917: 0.00039890022909675973
Position 2909: 0.0003956868813318643
Position 2828: 0.00037618151616255254
Position 429: 0.0003705241350178971
Position 2951: 0.0003327151908948491
Position 6716: 0.00030993093011689
Position 4278: 0.0002995734987907411
Position 361: 0.0002933535618235941
Position 180: 0.00028333275773161667
Position 652: 0.0002793413107530812
Position 6421: 0.0002790165235629585
Position 537: 0.0002783603658376591
Position 1991: 0.000273184748819835
Position 734: 0.00026746712575745167
Position 4501: 0.00025410419443750094
Position 215: 0.00025035814771711583
Position 1325: 0.0002444578040807688
Position 2989: 0.00020850464940885005
Position 201: 0.00020532768695415485
Position 623: 0.00019784219108559398
Position 2204: 0.00018642479899726243
Position 249: 0.0001817246304633091
Position 203: 0.0001634061313739454
Position 5802: 0.00013592073446339517
Position 783: 0.00013575663506334423
Position 2300: 0.00013558625694234477
Position 1560: 0.00011786942605032553
Position 456: 0.00011605369322826466
Position 319: 0.00011018177362148902
Position 1865: 0.00010011894371000843
Position 3187: 7.023419712293404e-05
Position 2727: 6.03307857018419e-05
Position 482: 4.953657949567287e-05
Position 3287: 4.367622718156741e-05
Position 5693: 3.755555306797814e-05
Position 2454: 3.0761038863935994e-05
Position 2534: 2.9589007658365913e-05
Position 2704: 2.430819768516036e-05
Position 2569: 2.1126236581183044e-05
Position 1894: 2.1123995508885627e-05
Position 1844: 2.1103268610613713e-05
Position 261: 2.0700918402153188e-05
Position 2491: 1.9564162540095628e-05
Position 1966: 1.4036781742488787e-05
Position 5747: 1.366907421645552e-05
Position 251: 1.2407147545257233e-05
Position 275: 1.2250114543542846e-05
Position 333: 7.370442052221347e-06
Position 304: 6.144787707123799e-06
Position 4705: 6.080741428944151e-06
Position 4748: 6.055959146833315e-06
Position 1808: 5.557644129779754e-06
Position 449: 5.209896119605324e-06
Position 3651: 4.725462826765475e-06
Position 4963: 4.60943739757378e-06
Position 1279: 4.108054960530045e-06
Position 365: 3.477826719444416e-06
Position 3670: 3.131459206459235e-06
Position 470: 1.4222221863049733e-06
Position 289: 8.356696732026248e-07
Position 321: 7.400141445727598e-07
Position 4288: 2.8610686806526053e-07
Position 676: 2.0608458153311713e-07
Position 1900: 1.3362047252568955e-07
Position 633: 9.560067481611822e-08
Position 2283: 4.6277902395858394e-08
Position 2181: 4.3417077464934134e-08
Position 2225: 4.2411542290588406e-08
Position 800: 1.4760052220787376e-08
