Gene = Zwilch
Position 291: 0.00014740199049619095
Position 831: 0.00014192499786359046
Position 4554: 0.00012485945160567606
Position 810: 0.00010500418452833825
Position 7998: 8.253432053712528e-05
Position 65: 7.66033755058175e-05
Position 24527: 7.095237615308159e-05
Position 493: 6.049325773767674e-05
Position 2196: 2.9391663758929805e-05
Position 139: 2.758929550178364e-05
Position 773: 2.618287576629215e-05
Position 239: 2.396109334481237e-05
Position 4659: 2.1082651317640533e-05
Position 652: 1.8560857097911245e-05
Position 507: 1.4190761605672662e-05
Position 109: 1.2949215793762377e-05
Position 693: 1.1847630498040596e-05
Position 266: 1.1003204929911961e-05
Position 134: 1.0651619678997628e-05
Position 21: 8.90020988646781e-06
Position 192: 7.83388254893721e-06
Position 114: 7.80260638454145e-06
Position 334: 7.68223428417012e-06
Position 641: 7.3407821520092925e-06
Position 784: 6.786107792634888e-06
Position 625: 6.1083796895245245e-06
Position 197: 5.683669171474242e-06
Position 643: 5.0350173691688305e-06
Position 294: 4.995263993319303e-06
Position 236: 4.949941136537881e-06
Position 679: 4.86974153666746e-06
Position 681: 4.460074154329711e-06
Position 158: 3.673509064691254e-06
Position 142: 3.6230687388585865e-06
Position 16018: 1.657276717859259e-06
Position 724: 1.2813419302537124e-06
Position 103: 1.0050654802686575e-06
Position 662: 9.47126228108704e-07
Position 101: 3.1302474116982007e-07
Position 173: 2.011480857460323e-07
Position 9934: 1.819981502306044e-07
Position 9808: 1.804332720110904e-07
Position 7772: 9.947075511280348e-08
Position 474: 6.591515825107042e-08
Position 337: 5.879061045749727e-08
Position 319: 2.270779571455522e-08
Position 179: 1.6258111314319818e-09
Position 339: 1.0183434279320424e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7645: 0.9948598429193142
Position 33087: 0.9568366340056237
Position 8638: 0.946930370337358
Position 20139: 0.935659730364097
Position 12127: 0.9338246759359871
Position 22791: 0.8942086588969625
Position 26183: 0.7637492806508548
Position 11662: 0.7455589747997032
Position 23098: 0.7080033438936528
Position 6220: 0.6841351861088412
Position 10340: 0.5496958530362067
Position 4439: 0.5292116306762501
Position 35122: 0.4124766234380856
Position 5715: 0.3789352777919661
Position 17734: 0.3436554077117615
Position 12373: 0.31623269708672547
Position 19453: 0.28615148737221197
Position 28911: 0.2490006524754669
Position 35119: 0.2045199788109704
Position 8391: 0.19508201440295758
Position 8376: 0.1690658673742375
Position 10187: 0.1650912235682909
Position 17884: 0.15027351205966374
Position 954: 0.08623190730793788
Position 35044: 0.08612608702036786
Position 12353: 0.07657777423721063
Position 14337: 0.06729292267843826
Position 34504: 0.06286025702335477
Position 12396: 0.05899176646424283
Position 4320: 0.058777137621973424
Position 2508: 0.04766509296836577
Position 2668: 0.04113330302127661
Position 6436: 0.029901574777446704
Position 4827: 0.025155672677252047
Position 12058: 0.02413244252102682
Position 2695: 0.024092952603401295
Position 35084: 0.023642360853394034
Position 4170: 0.023502081869830955
Position 349: 0.022329809981592036
Position 4005: 0.022272290670897314
Position 33612: 0.020023466237388723
Position 10395: 0.019716230036628497
Position 12032: 0.016877252919793508
Position 3785: 0.01615911274708289
Position 2024: 0.014933501694953558
Position 33296: 0.014755548228600708
Position 29698: 0.014660430823010516
Position 1898: 0.014590234248455467
Position 12310: 0.014465176861109019
Position 10344: 0.014370147259304493
Position 34342: 0.012779575722258853
Position 7851: 0.012208082255489602
Position 10575: 0.01129188463881167
Position 527: 0.010203546034554502
Position 12432: 0.009895951762257098
Position 923: 0.009815357622764632
Position 14264: 0.00976740304294802
Position 593: 0.009641158861274386
Position 33599: 0.009542144886506211
Position 510: 0.009377988431037402
Position 33928: 0.00920248740246892
Position 25697: 0.0089075989457504
Position 8331: 0.007750621810661445
Position 8616: 0.007005735771713474
Position 11421: 0.006814028766184934
Position 6048: 0.006687682360132641
Position 12410: 0.006485378157387722
Position 11683: 0.0061064624083185266
Position 553: 0.005967868922680929
Position 7135: 0.005485840522549538
Position 10802: 0.0053483147682098
Position 10607: 0.005041255874875455
Position 11341: 0.004887822817428058
Position 6843: 0.004663299559931107
Position 5623: 0.004614781933385727
Position 8180: 0.004557023308627018
Position 6889: 0.0044290774895070955
Position 2635: 0.004396075138745081
Position 958: 0.004271120960232925
Position 12209: 0.004239321018100446
Position 9556: 0.0036844750323639427
Position 12094: 0.0036200413692772638
Position 9589: 0.003571684389653534
Position 7215: 0.003418300191237946
Position 3455: 0.0034157793329388244
Position 4971: 0.003390996879267614
Position 1880: 0.0032270052329306576
Position 7981: 0.0031201194905536387
Position 411: 0.002720966456583337
Position 24391: 0.002695828609376806
Position 2692: 0.0026613962122522383
Position 1635: 0.0025918530789987787
Position 1917: 0.0024978655225604603
Position 4409: 0.0024807930015462707
Position 2722: 0.002408560567815148
Position 1958: 0.0023524077550940822
Position 4250: 0.0023228079890400977
Position 8650: 0.0022749618977554783
Position 28704: 0.002206253128472113
Position 8125: 0.0021172512361886946
Position 7925: 0.002080943749549558
Position 4591: 0.0019167099971653834
Position 10450: 0.0018500358700398616
Position 9550: 0.0017324943588607152
Position 6947: 0.0017255649755616304
Position 4916: 0.0017006218954789217
Position 2575: 0.0015569396562031487
Position 23781: 0.0012914006665650693
Position 11487: 0.0012521298427451292
Position 2750: 0.0012277088006427555
Position 6529: 0.0012173592582140022
Position 26417: 0.001156163431177302
Position 23676: 0.0011484771557832233
Position 6680: 0.0011297886466547138
Position 1429: 0.0011050127348089867
Position 3757: 0.001099043071263057
Position 2119: 0.0010700428742039796
Position 26868: 0.0010434809274837528
Position 7988: 0.0010309124602390198
Position 2732: 0.0010165769342102724
Position 10510: 0.0009971078856787926
Position 2776: 0.0009234682154431902
Position 529: 0.0009202145583811702
Position 30101: 0.0009144954557316038
Position 1576: 0.0009141809491609774
Position 558: 0.0008688247577109685
Position 512: 0.0008208559224798886
Position 8356: 0.0007778872772947375
Position 998: 0.0007373467438652746
Position 1840: 0.0007182398210873346
Position 7834: 0.0007114255981020861
Position 24007: 0.0006134973753329733
Position 507: 0.0005660994240718282
Position 8571: 0.0005491749739882745
Position 8487: 0.0004779914197657304
Position 8851: 0.000475098013685117
Position 901: 0.0004705130404338731
Position 10281: 0.00046253207301382587
Position 23329: 0.0003898017376089161
Position 3226: 0.0003792495112881228
Position 3499: 0.00037444835876000303
Position 898: 0.00034854750584976637
Position 535: 0.0003356788175840951
Position 2258: 0.00031668300100766076
Position 2599: 0.00031666287441593083
Position 453: 0.0003029266125593286
Position 3182: 0.0002972020820412828
Position 10877: 0.00026825862366947653
Position 8025: 0.000261677236004155
Position 8468: 0.00025995328547477
Position 9120: 0.00022805941045235805
Position 7895: 0.0002261589945509499
Position 389: 0.00019612383794012344
Position 12278: 0.0001903981882438604
Position 23728: 0.00018983886829392874
Position 809: 0.00018126171064828972
Position 568: 0.00017515703710831954
Position 462: 0.00017460197237029515
Position 1337: 0.0001710215447938043
Position 8654: 0.0001700148910558255
Position 1171: 0.00015751093575510928
Position 652: 0.00015165166730653616
Position 9388: 0.00013308832998957127
Position 385: 0.00012774909738652433
Position 16997: 0.00012595784868388792
Position 8186: 0.0001237627210752876
Position 26395: 0.00010734936300662987
Position 24219: 9.976468608918678e-05
Position 11913: 9.688606939212332e-05
Position 12061: 7.716328445251984e-05
Position 9603: 5.70084657915271e-05
Position 8209: 4.5175614883441256e-05
Position 23373: 3.935736090762018e-05
Position 8880: 3.674850007063833e-05
Position 9774: 2.5456020717951675e-05
Position 776: 2.4876575246838116e-05
Position 9462: 2.3979380047030964e-05
Position 9134: 2.3237401249433596e-05
Position 722: 1.559597168117222e-05
Position 531: 1.3935232441524617e-05
Position 8524: 1.3609041779811405e-05
Position 192: 1.2865587071903513e-05
Position 1691: 1.0829859816818737e-05
Position 383: 1.0421393814453857e-05
Position 7995: 1.0183182967694288e-05
Position 10540: 7.440729121440751e-06
Position 431: 5.28215227613577e-06
Position 1381: 5.230463659161797e-06
Position 457: 4.886320902243845e-06
Position 18671: 4.353749846175232e-06
Position 210: 4.091144729172098e-06
Position 16439: 3.2223682688320044e-06
Position 10232: 2.830780459871554e-06
Position 15662: 2.694436664803188e-06
Position 443: 2.2318356788469753e-06
Position 14677: 2.18697016242011e-06
Position 405: 2.0289728566455172e-06
Position 710: 1.8490440471738571e-06
Position 752: 1.4762714797780497e-06
Position 393: 1.4280078175890288e-06
Position 474: 1.3523163864061547e-06
Position 7401: 1.2799433635200582e-06
Position 13084: 1.2305670597412362e-06
Position 15866: 1.2302244214395987e-06
Position 197: 1.109619311244346e-06
Position 693: 1.0933005135420323e-06
Position 964: 8.342382982943908e-07
Position 608: 6.196877824071277e-07
Position 13377: 6.183587756371005e-07
Position 12751: 3.6823698252768695e-07
Position 12602: 3.5062725485041256e-07
Position 14538: 3.5009127952446773e-07
Position 16256: 2.791726598469841e-07
Position 615: 2.0907535909744727e-07
Position 613: 8.555952015477315e-08
Position 9885: 8.089148521236799e-08
Position 132: 7.819574018118823e-08
Position 96: 7.394820258944822e-08
Position 13541: 5.652641745582512e-08
Position 697: 2.344976550870222e-08
Position 8953: 2.118676450823287e-08
Position 8395: 1.8395096648799942e-08
Position 14390: 5.271317798729264e-10
Position 12442: 3.6933607610845555e-10
