Gene = Dspp
Position 2980: 0.13566265287414814
Position 2451: 0.1330278199218253
Position 4587: 0.11795152192438907
Position 6146: 0.10456740302819682
Position 4032: 0.08456615679046507
Position 6597: 0.07268071032217625
Position 4577: 0.07164014262170423
Position 5190: 0.06781545293428484
Position 8575: 0.05880339130156649
Position 2708: 0.055381425291509426
Position 5181: 0.05077836854763716
Position 8589: 0.04688376595098249
Position 8592: 0.03916255343096128
Position 9044: 0.035514997860487944
Position 2295: 0.03182236016905483
Position 2389: 0.031326871056867066
Position 5187: 0.026864161617003456
Position 3869: 0.02238136761907449
Position 8771: 0.022368103121885315
Position 2277: 0.02006402433911244
Position 5596: 0.018121022788984496
Position 3032: 0.01796388672483633
Position 4444: 0.017256823181566235
Position 4817: 0.015440176185597714
Position 2501: 0.015319371644407087
Position 4913: 0.014806399194151096
Position 4598: 0.013779700681812012
Position 3207: 0.013762380131463865
Position 4977: 0.011601251070921359
Position 5140: 0.011061989111019885
Position 2352: 0.009872748589281383
Position 4390: 0.00977017219039538
Position 2504: 0.009639158195346054
Position 531: 0.00899770347413017
Position 1569: 0.007564916091708658
Position 3183: 0.007426545201013386
Position 411: 0.007085434140784309
Position 3972: 0.006927193674108158
Position 5247: 0.006823013506286308
Position 4137: 0.006450700165301294
Position 2933: 0.005954290432550671
Position 2996: 0.0058459441005033475
Position 8407: 0.005786650986365389
Position 2211: 0.004733370945756659
Position 2375: 0.004682943282758425
Position 2468: 0.00463161774763436
Position 2401: 0.004497446971027596
Position 2002: 0.0043671986611717615
Position 1302: 0.0042652791072979555
Position 2177: 0.0035394414298660147
Position 2131: 0.00345767013715181
Position 3000: 0.003420617444061503
Position 4316: 0.002686564838803995
Position 5221: 0.002493522005255795
Position 5763: 0.002358701036561432
Position 1811: 0.0021781152932538067
Position 4614: 0.002128224692880548
Position 2287: 0.0018473972749871081
Position 2938: 0.001640232084488057
Position 6102: 0.0015933553670899095
Position 527: 0.0014397595402531492
Position 4008: 0.0013935090203004766
Position 7983: 0.0013877950089054949
Position 4629: 0.001359214278699267
Position 6628: 0.0013355132617107787
Position 2239: 0.0013155317111759033
Position 4473: 0.0012653509004491642
Position 457: 0.0012599335166299226
Position 4192: 0.0011821491439244288
Position 4920: 0.0011345692062109908
Position 3094: 0.0011060813830662947
Position 3147: 0.0009810567782313484
Position 2454: 0.000944654152189
Position 6382: 0.0009197084750382688
Position 4256: 0.0008987413696216468
Position 3460: 0.0008894884807915112
Position 3897: 0.0007950874946175659
Position 1093: 0.0007667383491356595
Position 6058: 0.0007626971432606491
Position 2245: 0.0007490370032639524
Position 4100: 0.000740234805590888
Position 158: 0.0007289000747354831
Position 1357: 0.0007077215714077681
Position 4453: 0.0006907824975919546
Position 3326: 0.0006833112865910737
Position 3509: 0.0005247971777010762
Position 2471: 0.0004845808137965326
Position 2151: 0.00045923207941988653
Position 2032: 0.00032211970418833064
Position 3622: 0.00032176929273334886
Position 1459: 0.0002912766323090094
Position 2739: 0.0002695534215502411
Position 1505: 0.00023498477709087956
Position 1230: 0.00019909526055839814
Position 4748: 0.000156272878121163
Position 911: 0.00015376442983370536
Position 4430: 0.00014364478579148522
Position 1141: 0.00013226991338856041
Position 194: 0.00011499711333645502
Position 2065: 0.00010597579974596482
Position 533: 9.210179152899798e-05
Position 890: 7.986580908943611e-05
Position 1603: 7.588075757074501e-05
Position 1534: 6.3378128491915e-05
Position 4662: 5.7312781944509586e-05
Position 4672: 4.7504848064130014e-05
Position 178: 4.098887675074872e-05
Position 4459: 1.58053268615038e-05
Position 300: 1.486986581661273e-05
Position 1823: 8.984291891182029e-06
Position 1000: 7.168253973378164e-06
Position 4665: 5.733838506306576e-06
Position 917: 4.04704321303645e-06
Position 501: 3.3645871807413004e-06
Position 626: 3.218067846354628e-06
Position 684: 2.548294359709191e-06
Position 4690: 1.9628136329509562e-06
Position 761: 1.89231150516864e-06
Position 2009: 3.140450319386427e-07
Position 1192: 1.6593445842474856e-08
Position 446: 1.4634714002149412e-08
Position 651: 3.1691481856900816e-10
Position 942: 2.523688049731074e-10
Position 376: 1.880343349610132e-10
Position 548: 1.5511985657275541e-10
Position 562: 1.5303638099368258e-10
Position 198: 1.4061925644001794e-10
