Gene = Ppat
Position 7905: 0.0013320562186071797
Position 2032: 0.0012155675759680424
Position 1461: 0.0012014191206197928
Position 4139: 0.0011792708387374485
Position 5685: 0.001137445365274963
Position 5720: 0.001101961346613863
Position 7778: 0.0010967115999469198
Position 341: 0.001066861500156113
Position 466: 0.0010484620110729039
Position 3613: 0.0010446662455091478
Position 2681: 0.0009872957036441198
Position 2016: 0.0009145893634096947
Position 1778: 0.0008656164371955674
Position 1048: 0.0008250893847911252
Position 463: 0.0007396603920623437
Position 6344: 0.0007264045487539629
Position 7075: 0.0006982862134978379
Position 2546: 0.0004779368141029146
Position 2072: 0.000430105700895659
Position 3697: 0.00038248306936414244
Position 1346: 0.00037304877419290034
Position 2763: 0.00036857021711803306
Position 3205: 0.00036066841563414995
Position 5821: 0.00035924030422745257
Position 3424: 0.0002918873620284746
Position 1433: 0.0002849454834790418
Position 3572: 0.00028413745641192015
Position 2441: 0.000282024466909091
Position 3736: 0.00027672535714953327
Position 1553: 0.0002685259479803492
Position 691: 0.00026228852949198526
Position 3575: 0.00024968084171900733
Position 1094: 0.00024234356154611455
Position 3546: 0.0002123195469254127
Position 1272: 0.00020282793620123116
Position 3058: 0.00020012051320594297
Position 1511: 0.00019169361275167448
Position 2658: 0.00019079012834925221
Position 922: 0.000185877379477032
Position 947: 0.00018405833985476178
Position 3376: 0.00017236498030662685
Position 839: 0.0001702611607371496
Position 987: 0.00016875198752440803
Position 2549: 0.0001437532664569268
Position 3364: 0.0001389362399504214
Position 2412: 0.00013610296653281231
Position 557: 0.00011879554573316371
Position 3131: 0.0001174535607950458
Position 3711: 0.0001124704120355531
Position 1109: 0.00011009873310736662
Position 2730: 0.00010736603140180188
Position 421: 0.00010657842316811045
Position 851: 9.583290695900338e-05
Position 3256: 8.465945634097819e-05
Position 2678: 8.124612454452678e-05
Position 1030: 7.708385493461858e-05
Position 871: 7.390165662159905e-05
Position 2816: 6.997779618420076e-05
Position 951: 6.965531784319901e-05
Position 505: 6.895791996931554e-05
Position 1114: 6.890463566296288e-05
Position 616: 6.564036759646462e-05
Position 216: 6.284362058201154e-05
Position 381: 6.014007979857451e-05
Position 499: 5.731146579238737e-05
Position 1296: 5.691823858761096e-05
Position 433: 5.678013360823403e-05
Position 998: 5.477926655239873e-05
Position 2766: 5.467944357364126e-05
Position 2826: 4.2889375635822424e-05
Position 714: 3.948852769018329e-05
Position 571: 3.7495879779806216e-05
Position 354: 3.690770328908214e-05
Position 1014: 2.9810056823382738e-05
Position 2863: 1.5795995159677276e-05
Position 888: 1.3758028131792912e-05
Position 1096: 1.2656596404173767e-05
Position 2945: 1.2385249582592441e-05
Position 752: 5.673853896673407e-06
Position 671: 5.607450703344409e-06
Position 971: 5.4227606435265034e-06
Position 384: 5.163090217480667e-06
Position 426: 4.161134686059219e-06
Position 357: 3.213331487290066e-06
Position 1116: 2.982606461231058e-06
Position 306: 2.4796505925607024e-06
Position 575: 2.3751412584659057e-06
Position 523: 2.2926085100922724e-06
Position 632: 2.2731280347480992e-06
Position 797: 2.1108283334129793e-06
Position 1127: 1.694333033633434e-06
Position 312: 1.2419445454634279e-06
Position 1917: 6.059233414817275e-07
Position 1463: 4.5586940533091087e-07
Position 1362: 2.0116936220639507e-07
Position 1855: 1.2997385191973912e-07
Position 508: 9.855575317152989e-09
Position 361: 8.379603420351357e-09
Position 388: 8.16513926375641e-09
Position 410: 6.540720262150372e-09
Position 2187: 5.101159415227241e-09
Position 368: 4.620477045182134e-09
Position 222: 4.175760460635472e-09
Position 316: 3.806695317270111e-09
Position 154: 1.4182057367252437e-09
Position 225: 1.0583202605481774e-09
