Gene = Ngrn
Position 1387: 6.0374408615926856e-05
Position 969: 5.638214365054444e-05
Position 479: 5.547870750201393e-05
Position 887: 5.5181996438984586e-05
Position 3175: 5.207174563254818e-05
Position 348: 4.896324705453159e-05
Position 1146: 4.843172810848263e-05
Position 1411: 4.4313768575510405e-05
Position 1134: 4.113203289371799e-05
Position 319: 3.572849303129326e-05
Position 393: 3.3222926979310337e-05
Position 683: 3.062948453325496e-05
Position 1008: 2.810689670448892e-05
Position 3581: 2.5027071725542805e-05
Position 532: 2.4901157392793017e-05
Position 998: 2.4426643454948157e-05
Position 1367: 2.3540225143879748e-05
Position 1406: 2.281260862787655e-05
Position 3543: 2.1832081297037326e-05
Position 937: 2.0823085476922785e-05
Position 922: 1.4450587797906027e-05
Position 145: 1.4362481404878142e-05
Position 2086: 1.3637803209829328e-05
Position 1970: 1.280272424058174e-05
Position 456: 1.180531419964789e-05
Position 1054: 1.12272057034286e-05
Position 1067: 8.152500712952814e-06
Position 983: 7.858336721131646e-06
Position 3204: 7.65991561517018e-06
Position 152: 6.155836581117429e-06
Position 176: 5.649104639568441e-06
Position 3057: 5.31516580463377e-06
Position 3583: 5.117398258507349e-06
Position 947: 4.845467331612576e-06
Position 914: 4.54426975501331e-06
Position 3246: 4.479394013182834e-06
Position 509: 4.1514155463698045e-06
Position 3548: 3.670437953731167e-06
Position 182: 2.96680972699394e-06
Position 418: 1.9275174875091585e-06
Position 3633: 1.6359338178447663e-06
Position 355: 1.2738261797682898e-06
Position 185: 1.132226538126179e-06
Position 3665: 8.310613605716461e-07
Position 516: 7.872026275993881e-07
Position 663: 4.567519817559725e-07
Position 197: 4.1014807524821476e-07
Position 956: 2.723542404681533e-07
Position 3452: 2.722136454592426e-07
Position 987: 2.3113299442978458e-07
Position 3008: 1.9946369172890095e-07
Position 523: 1.9057076102128607e-07
Position 3770: 1.808444032295322e-07
Position 711: 5.865613206805439e-08
Position 420: 2.7236907183286185e-08
Position 362: 2.4513853634815565e-08
Position 700: 2.0787198413452504e-08
Position 234: 1.8924201952509906e-08
Position 227: 9.674560444139687e-09
Position 191: 3.973924880387309e-09
Position 764: 3.6672851366274836e-09
Position 1491: 3.5772741005445546e-09
Position 1276: 2.472589536161579e-09
Position 245: 4.779205004985616e-11
Position 206: 2.41232457279241e-12
Position 200: 8.879313089685326e-13
