Gene = Faap24
Position 2697: 0.03185436347577706
Position 1517: 0.031075832534802242
Position 268: 0.03053208616721194
Position 3832: 0.015697683345040122
Position 377: 0.01386339885385705
Position 3885: 0.01348435983895886
Position 451: 0.011935492076498945
Position 1724: 0.01169980578224303
Position 1775: 0.010966669670017309
Position 3005: 0.010499489986486229
Position 3569: 0.00944326855077718
Position 4064: 0.007835572857650571
Position 478: 0.007419124918990739
Position 566: 0.006556606876156055
Position 4646: 0.004761246465661354
Position 466: 0.004691484547120566
Position 4207: 0.004541306107954654
Position 1549: 0.003899385346165491
Position 1736: 0.003542895983116159
Position 1546: 0.0032981766155649383
Position 1820: 0.003047494225294132
Position 2231: 0.002560181883133329
Position 4023: 0.002269239253733865
Position 3984: 0.002150896311930259
Position 1059: 0.0018732220657164333
Position 1984: 0.0018134054527137017
Position 4155: 0.0017135121245040478
Position 2729: 0.0016421093684783844
Position 2944: 0.0016057424918131942
Position 2131: 0.0014850291090497774
Position 2981: 0.0014595202405686839
Position 1772: 0.0014362067764603398
Position 4061: 0.0014237600722126992
Position 1093: 0.0013251882796148163
Position 1796: 0.001148364089048863
Position 3788: 0.001140097801956755
Position 1687: 0.0010697628389685736
Position 918: 0.000954722584175005
Position 4371: 0.0009443400388006663
Position 4237: 0.0008896251146074568
Position 896: 0.0008605477317708366
Position 2918: 0.0008466189116784207
Position 3070: 0.0008081008549680742
Position 393: 0.0007863193095459121
Position 236: 0.0007446579412106275
Position 3705: 0.000692155597059992
Position 1501: 0.0006839009851887883
Position 2081: 0.000683312748779511
Position 1317: 0.0006821446265257356
Position 2667: 0.0006624193889319101
Position 3925: 0.0006570711809467072
Position 1050: 0.000646372594989399
Position 2032: 0.0006000241127416987
Position 662: 0.0005842694746969928
Position 4070: 0.00047248159647224466
Position 390: 0.00043063912504534693
Position 1482: 0.0004074049277456093
Position 482: 0.0003978257449822413
Position 2170: 0.00039235134337009796
Position 2841: 0.0003855184710216253
Position 2986: 0.000365472386466209
Position 3751: 0.0003622974932319681
Position 1750: 0.00033768151100757837
Position 4363: 0.0003375684305938102
Position 525: 0.000324793691690408
Position 4251: 0.00031932632428619435
Position 4213: 0.0003187677574795824
Position 1762: 0.00031214068756366185
Position 2733: 0.0003090695222124302
Position 722: 0.0003049728578584187
Position 1895: 0.0003001382082931773
Position 4037: 0.0002931835695636723
Position 4425: 0.00028936232979148973
Position 1107: 0.0002637602030824747
Position 2593: 0.0002243460029061322
Position 1498: 0.00021343278298417383
Position 1287: 0.0001986267311191848
Position 4475: 0.00019534094445050143
Position 2617: 0.00018807176693946186
Position 432: 0.000156658337315265
Position 4629: 0.00014460092670612296
Position 2355: 0.00014169161929536092
Position 1924: 0.0001405936337166171
Position 2515: 0.00014020961187731395
Position 1064: 0.0001348722758300687
Position 978: 0.0001283612431353877
Position 1485: 0.0001266411699189398
Position 1595: 0.00012660315596790245
Position 2358: 0.00012436727077353555
Position 4596: 0.00011817230831590573
Position 4357: 0.00010874251553154566
Position 2893: 0.00010600696966272811
Position 1574: 0.00010349541750210782
Position 1053: 0.0001025383501958485
Position 2093: 9.988166010013258e-05
Position 1827: 9.982692709768061e-05
Position 3955: 9.769700610997083e-05
Position 1255: 9.402455236951632e-05
Position 3900: 8.327006363379812e-05
Position 3795: 7.725054820989601e-05
Position 3840: 7.694042896033967e-05
Position 3624: 6.66880295419414e-05
Position 3544: 6.619327253771312e-05
Position 2105: 6.604951249023034e-05
Position 826: 6.237996849810991e-05
Position 1149: 6.10530371991944e-05
Position 1651: 5.8716404222280524e-05
Position 1465: 5.782802816260742e-05
Position 1989: 5.414578078773589e-05
Position 3030: 5.3569077000819344e-05
Position 2761: 4.815448128122942e-05
Position 2957: 4.62187449266937e-05
Position 398: 3.227674373027096e-05
Position 582: 2.5416553840015457e-05
Position 613: 2.2902287383985866e-05
Position 290: 2.2804169551635312e-05
Position 434: 1.3497068903896902e-05
Position 110: 1.3082925433167428e-05
Position 317: 1.2507240703387508e-05
Position 996: 1.1611292096110797e-05
Position 312: 9.440029652826428e-06
Position 1290: 9.203726976731654e-06
Position 1390: 8.359227533932118e-06
Position 1780: 4.874349827779643e-06
Position 121: 2.7680340533808597e-06
Position 166: 2.682306326028062e-06
Position 129: 2.0537965919040215e-06
Position 1664: 1.3775321652752699e-06
Position 1783: 1.0081657944467963e-06
Position 124: 9.964762510520835e-07
Position 1625: 9.208262506021065e-07
Position 174: 8.491165670293484e-07
Position 1831: 7.734814352498203e-07
Position 219: 7.714066869975087e-07
Position 246: 6.12111892019328e-07
Position 100: 5.023632501826087e-07
Position 295: 4.044671241462731e-07
Position 284: 2.609955761477414e-07
Position 143: 1.7296100191408112e-07
Position 336: 1.2544229224813446e-07
Position 301: 6.469477763336892e-08
Position 319: 4.783043796887646e-08
Position 145: 4.5458115518053466e-08
Position 155: 1.4003585651795756e-08
Position 938: 4.728233161181625e-09
Position 342: 2.910245179970815e-09
Position 197: 1.3020290185650837e-09
Position 207: 8.890636732651847e-10
Position 176: 5.652150279190307e-10
Position 616: 3.392623048488639e-10
Position 181: 2.403932909008374e-10
Position 79: 2.183624075123687e-10
