Gene = C2cd6
Position 6359: 0.00010650912616887802
Position 3036: 9.175818799982277e-05
Position 1508: 8.627460372405314e-05
Position 6151: 8.048908962759142e-05
Position 8080: 7.683130182583133e-05
Position 11418: 7.600237119413525e-05
Position 791: 7.542213502746292e-05
Position 6519: 7.088610736965653e-05
Position 7350: 6.977242001800057e-05
Position 4673: 6.573878007365769e-05
Position 7905: 6.0719471083090294e-05
Position 4358: 5.9853460617077925e-05
Position 5327: 5.70922339505061e-05
Position 4651: 4.554440908026064e-05
Position 6281: 4.5002258819036726e-05
Position 2848: 4.2420671605635475e-05
Position 5417: 4.071207496540362e-05
Position 1422: 4.054759134795708e-05
Position 4182: 4.0498152147489293e-05
Position 7740: 4.032600329556732e-05
Position 6937: 3.673108440231399e-05
Position 7995: 3.6061430453152105e-05
Position 817: 3.428582165244569e-05
Position 4217: 3.3210209781030447e-05
Position 3082: 3.183448230580656e-05
Position 5217: 3.048038076111457e-05
Position 2368: 2.7290860355416906e-05
Position 519: 2.4714774110112e-05
Position 2693: 2.4484356514723005e-05
Position 4756: 2.4401480548162226e-05
Position 179: 2.317595314310891e-05
Position 2305: 2.2489824166474576e-05
Position 301: 1.634209049568277e-05
Position 4593: 1.593840644327578e-05
Position 3383: 1.4491159751652611e-05
Position 7686: 1.396549117706375e-05
Position 5675: 1.2988872087812143e-05
Position 6771: 1.2877420505339065e-05
Position 7098: 1.1693236714026767e-05
Position 1643: 1.0700480957856721e-05
Position 7072: 9.69359788603422e-06
Position 5373: 9.670869578666776e-06
Position 3337: 8.024004566278103e-06
Position 636: 7.702730915762495e-06
Position 6731: 7.535612459078657e-06
Position 276: 7.404187942269611e-06
Position 5908: 7.293006322891156e-06
Position 1558: 7.156008804192514e-06
Position 3173: 6.9965864885937855e-06
Position 4402: 6.529021507145054e-06
Position 582: 6.46475855515487e-06
Position 3320: 6.319812194687238e-06
Position 6687: 5.823914628050323e-06
Position 3108: 5.622374290427894e-06
Position 3211: 5.461824892354615e-06
Position 5921: 5.2790337577478625e-06
Position 822: 5.109387767489516e-06
Position 5047: 4.1224930245696805e-06
Position 3800: 3.6421599796588818e-06
Position 5848: 3.5782968854522916e-06
Position 5457: 3.546316974306421e-06
Position 4828: 3.5090316692720676e-06
Position 5618: 3.3835843920123436e-06
Position 667: 3.3315210940545695e-06
Position 4494: 3.1835652459858806e-06
Position 5621: 3.1179845363308077e-06
Position 3741: 2.762324090452466e-06
Position 3296: 2.5278625822901583e-06
Position 1043: 2.400554637310932e-06
Position 2312: 2.3569217897150334e-06
Position 2893: 1.9427975176032895e-06
Position 2608: 1.8581022539064973e-06
Position 4908: 1.8450708067411374e-06
Position 4806: 1.724566860904349e-06
Position 2336: 1.6442724643634287e-06
Position 2665: 1.5469762760976975e-06
Position 865: 1.3970444738568433e-06
Position 3751: 1.332366945774881e-06
Position 1572: 1.2189030449495952e-06
Position 3230: 1.1752725132683658e-06
Position 138: 9.727932588497535e-07
Position 1388: 9.018186210834811e-07
Position 3234: 8.272009701259263e-07
Position 1406: 8.157661061421759e-07
Position 2755: 8.146128512418949e-07
Position 480: 6.445013208879175e-07
Position 764: 6.291970105990679e-07
Position 1017: 5.587863241901173e-07
Position 243: 5.09103739943969e-07
Position 1675: 5.087642422401814e-07
Position 2244: 4.955769975825779e-07
Position 2223: 4.4741521234905986e-07
Position 246: 3.777778436447072e-07
Position 1354: 3.701575605723573e-07
Position 642: 3.689690176115805e-07
Position 1333: 3.507262517044036e-07
Position 159: 3.335833437757637e-07
Position 1645: 2.9361645477435006e-07
Position 1046: 2.59750815868365e-07
Position 992: 2.3918672301997207e-07
Position 121: 1.3629316932606977e-07
Position 147: 1.339998115140559e-07
Position 203: 1.3235908054392276e-07
Position 2854: 1.1616075121347861e-07
Position 755: 3.614260276245968e-08
Position 944: 2.4388631559768346e-08
Position 348: 2.2768172819958662e-08
Position 322: 1.8528560208612335e-08
Position 319: 1.6882999847362846e-08
Position 342: 1.45672902049899e-08
Position 608: 1.2259299940994646e-08
Position 208: 8.38385387488767e-09
Position 605: 8.177978603377726e-09
Position 104: 7.586703619743544e-09
Position 717: 6.26913182919615e-09
Position 999: 5.258050473046683e-09
Position 278: 4.333338637918614e-09
Position 947: 3.7243016383092597e-09
Position 532: 1.652410784502888e-09
Position 91: 1.1932566031353795e-09
Position 194: 8.005841576543708e-10
Position 541: 7.580365176785859e-10
Position 592: 7.548563569272738e-10
Position 372: 7.068562112448321e-10
Position 230: 6.650927770262074e-10
Position 327: 5.456924995364589e-10
Position 216: 4.1913286449049223e-10
Position 602: 4.0581640398102724e-10
Position 93: 3.059587876847331e-10
Position 615: 2.802675861449815e-10
Position 501: 2.1815462993893938e-10
Position 360: 2.1012288152309904e-10
Position 407: 1.9166624952560953e-10
Position 647: 1.6211944465026177e-10
Position 365: 1.6098530305175427e-10
Position 355: 1.4349920304508148e-10
Position 211: 5.2993735565565157e-11
Position 385: 4.81823438955422e-11
Position 379: 4.393877187419296e-11
Position 872: 4.145351642225396e-11
Position 448: 3.95641714350948e-11
Position 68: 3.1400337805938695e-11
Position 690: 1.9753660237674192e-11
Position 421: 1.1092906367788643e-11
Position 440: 8.578795115270627e-12
