Gene = Myd88
Position 1245: 3.599447249076395e-05
Position 337: 3.2444181674173463e-05
Position 1737: 3.142627648487034e-05
Position 1482: 2.2181689018237986e-05
Position 1374: 2.0513121585411188e-05
Position 1522: 1.9797523576627018e-05
Position 1649: 1.910805125595827e-05
Position 2308: 1.7263173376698137e-05
Position 2407: 1.51669604197207e-05
Position 2438: 1.514672173489022e-05
Position 999: 1.4710208930578833e-05
Position 435: 1.408956430817121e-05
Position 956: 1.3620172234842465e-05
Position 615: 1.3232277294148583e-05
Position 1633: 1.2376303325194295e-05
Position 2215: 1.1699012497017494e-05
Position 1682: 1.1590606666280342e-05
Position 208: 9.678766264547747e-06
Position 2209: 6.8878188433145366e-06
Position 3189: 4.786453408782166e-06
Position 186: 2.830052008113718e-06
Position 2673: 8.68313614867141e-07
Position 2719: 7.037219101922103e-07
Position 3301: 4.501734286047184e-07
Position 513: 4.2841525243554996e-07
Position 3427: 3.603667574181436e-07
Position 2752: 2.3799175988713133e-07
Position 567: 6.998609692167096e-09
Position 2804: 2.8142822135884864e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1854: 0.9844109139370871
Position 1330: 0.9695285748969567
Position 2530: 0.8950059236276715
Position 3141: 0.6791084383675052
Position 2195: 0.5523202160557352
Position 2166: 0.32082496006078065
Position 2784: 0.21689299258178202
Position 657: 0.08941383220629626
Position 2490: 0.04675988585108652
Position 848: 0.030509093604534916
Position 3018: 0.02489651602961044
Position 3588: 0.021426208856476604
Position 344: 0.020146142057566475
Position 2568: 0.0188113301149462
Position 2141: 0.018500038763217635
Position 3360: 0.013256232216708068
Position 874: 0.012188724590665114
Position 542: 0.011885190547788107
Position 535: 0.01097211498663963
Position 2238: 0.009690207207341834
Position 501: 0.009623360877565929
Position 1094: 0.009566745302897948
Position 739: 0.008073417523600383
Position 1151: 0.006317980355346682
Position 3771: 0.004449529363076752
Position 3841: 0.004382398951635303
Position 3817: 0.003386554353129255
Position 2179: 0.003346485998299544
Position 2112: 0.0029769770467797025
Position 3649: 0.002788026524420513
Position 3774: 0.0027418336630460065
Position 1335: 0.0023161497630491763
Position 3446: 0.0021615977874929935
Position 666: 0.0018719058429673202
Position 3328: 0.0018578509299851196
Position 2755: 0.0017806692745662934
Position 2374: 0.0016776001758985715
Position 2794: 0.0015128098809481388
Position 1332: 0.0014393309934229545
Position 3146: 0.001270566921370377
Position 2170: 0.0012676120741469728
Position 2541: 0.0011115974951066028
Position 299: 0.0010871867692694068
Position 938: 0.0010865516515182571
Position 1532: 0.0010668659281724566
Position 1116: 0.0010427656828970388
Position 2816: 0.0010398703719563056
Position 2947: 0.0008750182282233005
Position 3694: 0.0007785893045813189
Position 3175: 0.0007353792259227408
Position 3533: 0.000734033084402436
Position 2410: 0.000702142808692731
Position 1084: 0.0006860815520482587
Position 318: 0.0006630276291012676
Position 1074: 0.0006555156532940594
Position 1103: 0.0006235744506993442
Position 3274: 0.0005455227427963985
Position 1795: 0.00047859544268718314
Position 1811: 0.00042826108816233484
Position 3778: 0.00041499198361997277
Position 370: 0.0004060774580009777
Position 1766: 0.0003806182427962138
Position 2967: 0.0003466806039748713
Position 1910: 0.00032118292061122434
Position 1491: 0.00031402751590521854
Position 1919: 0.0003065178544093326
Position 615: 0.0003039169459417803
Position 2591: 0.0002919466983539499
Position 586: 0.0002889161786202562
Position 4103: 0.0002766839903209183
Position 2831: 0.00026868168955994907
Position 547: 0.00025467871443908454
Position 3741: 0.00025147666682489526
Position 237: 0.00023464997111532942
Position 876: 0.00022937894781346055
Position 1821: 0.00020143157087705298
Position 2544: 0.00019817117781952345
Position 2287: 0.00016254118756040705
Position 2640: 0.00015242254547315388
Position 3744: 0.00014776232081202843
Position 4003: 0.0001435004624943124
Position 714: 0.00013709211662576588
Position 2797: 0.0001366558534699869
Position 3954: 0.00013665557875021403
Position 3148: 0.00013487048629139006
Position 2467: 0.00013396790380928796
Position 2687: 0.00013197553133227993
Position 1727: 0.00013153988450198168
Position 2580: 0.00011702293856212633
Position 3301: 0.00011454250952832845
Position 1354: 0.00011300111255755061
Position 627: 0.00011007876371084443
Position 3889: 0.00010999975702982078
Position 3964: 0.00010808963340884531
Position 625: 0.00010225223793132676
Position 2868: 9.419171037383435e-05
Position 856: 8.771322990157952e-05
Position 1682: 8.373416887884425e-05
Position 1922: 7.438311114968521e-05
Position 3654: 7.430235279202013e-05
Position 632: 7.151720030134617e-05
Position 240: 6.990138530583905e-05
Position 3750: 6.558071962061969e-05
Position 3082: 6.53593625359957e-05
Position 3679: 6.506112345014662e-05
Position 2366: 6.391885509052513e-05
Position 2667: 6.220398606981039e-05
Position 1304: 6.215832913125027e-05
Position 4099: 6.098440578505053e-05
Position 4005: 6.094797663175436e-05
Position 552: 5.987461100102173e-05
Position 1615: 5.967839607979329e-05
Position 2577: 5.9183793574302516e-05
Position 3256: 5.277131505082874e-05
Position 170: 5.2527044062060594e-05
Position 1230: 5.112562347382733e-05
Position 3021: 5.0796774883114074e-05
Position 601: 5.035710508825339e-05
Position 607: 5.0235904027885065e-05
Position 1344: 3.9060927879360534e-05
Position 352: 3.8335957036542915e-05
Position 1108: 3.7247828496104266e-05
Position 1938: 3.1563932444514134e-05
Position 1554: 2.9837421179693683e-05
Position 1644: 2.6190789317173066e-05
Position 2240: 2.5733460554050662e-05
Position 1392: 2.5551023125824152e-05
Position 1365: 2.4894317693944688e-05
Position 2314: 2.4207614386527646e-05
Position 581: 2.4082880095979202e-05
Position 2350: 2.361287523810641e-05
Position 2017: 2.3084938815533215e-05
Position 519: 2.1231679565237315e-05
Position 1788: 1.851704748001179e-05
Position 1465: 1.8327195256725264e-05
Position 2259: 1.3837802848996873e-05
Position 1772: 1.3331024976673444e-05
Position 882: 1.329364745316164e-05
Position 505: 1.2294880997436805e-05
Position 564: 1.0766251683870317e-05
Position 511: 1.0195313780946352e-05
Position 594: 9.698122932783988e-06
Position 1943: 8.825757960381548e-06
Position 509: 7.289241176641586e-06
Position 1823: 5.664689362593062e-06
Position 3368: 4.921057903313236e-06
Position 442: 1.3840638209527758e-06
Position 390: 1.0353407481144766e-06
Position 378: 9.196712123089118e-07
Position 3698: 8.555822763607979e-07
Position 513: 8.36732709975751e-07
Position 2475: 7.553385905441311e-07
Position 166: 5.710142683347014e-07
Position 681: 5.674072365374385e-07
Position 399: 3.120198665579806e-07
Position 261: 2.545148311543988e-07
Position 268: 2.3002930318509548e-07
Position 562: 2.1706879485739456e-07
Position 596: 1.6714252411179522e-07
Position 354: 1.3113930099223948e-07
Position 94: 1.1915093005045688e-07
Position 252: 9.46665828756846e-08
Position 757: 7.10642248391583e-08
Position 902: 6.54863257071261e-08
Position 685: 5.02888739251516e-08
Position 393: 4.2142383538159446e-08
Position 1298: 1.6345880065262887e-08
Position 1250: 1.2725566772325493e-08
Position 1253: 1.1920352064710275e-08
Position 1301: 6.532476163865257e-09
Position 270: 6.2938597864250976e-09
Position 2276: 4.974313536042415e-09
Position 1201: 4.241591543253566e-10
