Gene = St5
Position 1146: 0.0017300027725225618
Position 620: 0.0015953569255708455
Position 715: 0.0015026584299733118
Position 6879: 0.0014803274946049692
Position 5678: 0.0014130619735069786
Position 290: 0.0013961566011800803
Position 1923: 0.0009572425538818389
Position 2819: 0.0008852050420309649
Position 718: 0.0008686164211576411
Position 2143: 0.0007981144911168493
Position 5545: 0.0007462849388741738
Position 1122: 0.0006609911403998043
Position 4130: 0.0006607522245765774
Position 669: 0.0005399988165838639
Position 3524: 0.0004993258339914635
Position 1182: 0.00046134148319892384
Position 693: 0.00040779852256598063
Position 3471: 0.0003791587114872809
Position 1024: 0.00036106762775429805
Position 1517: 0.0003482354189587438
Position 2575: 0.00032193163059204117
Position 6882: 0.0003029289635526579
Position 229: 0.0003009924279134006
Position 5764: 0.0002781638112705747
Position 1496: 0.00023876262210787834
Position 1631: 0.00017877629034253206
Position 1314: 0.00017009864348845147
Position 4887: 0.00016832163802536258
Position 5958: 0.0001504956801242063
Position 2098: 0.0001228203898140828
Position 1110: 0.0001146048981882194
Position 1980: 0.00011165391511015247
Position 2021: 0.00010621448671083637
Position 960: 9.962096096400817e-05
Position 1421: 9.68587457581053e-05
Position 2180: 7.839322075324322e-05
Position 926: 6.364982206753777e-05
Position 2863: 5.160044413947183e-05
Position 3093: 5.074371607969952e-05
Position 2115: 4.922417488914196e-05
Position 3101: 4.0538795888426226e-05
Position 974: 2.7658168677155422e-05
Position 898: 1.6775403330454228e-05
Position 753: 1.5345648233539474e-05
Position 169: 1.4447378947131618e-05
Position 573: 1.4265963114295206e-05
Position 630: 1.3782806534127593e-05
Position 1157: 1.2824904480678456e-05
Position 261: 1.2575985696623134e-05
Position 849: 1.0357187236402258e-05
Position 4041: 8.066933275681268e-06
Position 757: 4.86482973956342e-06
Position 822: 3.7544121331350555e-06
Position 387: 3.3241070134895944e-06
Position 2046: 3.289968281307319e-06
Position 548: 2.999338298852991e-06
Position 1588: 2.8694329664436504e-06
Position 579: 1.798650780898778e-06
Position 747: 1.7705442562485136e-06
Position 497: 1.7242875881093533e-06
Position 728: 1.5068953904925866e-06
Position 425: 1.462161034563697e-06
Position 268: 1.101775566376187e-06
Position 181: 1.0837594594148807e-06
Position 1179: 9.82060779075845e-07
Position 1058: 8.436920089137043e-07
Position 394: 7.237039243694658e-07
Position 989: 6.163475294871159e-07
Position 800: 6.116827367170768e-07
Position 1254: 5.414990038699231e-07
Position 472: 5.108176972700662e-07
Position 303: 4.887916680209681e-07
Position 190: 3.186841448908709e-07
Position 340: 2.6983395375331237e-07
Position 461: 2.675401475263607e-07
Position 200: 2.2740259281021062e-07
Position 601: 2.1427280606791353e-07
Position 324: 1.998241752064818e-07
Position 400: 1.7557663731560624e-07
Position 1251: 1.6459816314106813e-07
Position 429: 1.6119390967201063e-07
Position 312: 1.5668749154052422e-07
Position 586: 1.3531271433946736e-07
Position 1087: 1.3401329224439682e-07
Position 272: 1.2052680641045582e-07
Position 331: 1.1484821726115155e-07
Position 433: 9.687037864725062e-08
Position 518: 8.174155336418829e-08
Position 577: 7.715370325416661e-08
Position 815: 6.634317053559486e-08
Position 186: 5.023389537431636e-08
Position 236: 4.561343451092696e-08
Position 436: 4.2742955146683385e-08
Position 238: 2.25296494277853e-08
Position 326: 9.90599796887855e-09
Position 515: 7.938043454706856e-09
Position 439: 7.462544026836339e-09
Position 504: 7.264670185534055e-09
Position 317: 4.4947573005816414e-09
Position 597: 3.3483333974374515e-09
Position 1131: 3.3105056054499744e-09
Position 242: 2.191681144665404e-09
Position 123: 6.378070793700723e-14
Position 111: 1.2666659872025354e-14
Position 106: 4.707637857190057e-15
Position 97: 2.1788547335983423e-15
Position 116: 1.3261911824936405e-15
Position 101: 5.470838208612518e-16
Position 99: 6.640683439677689e-17
