Gene = Treh
Position 8112: 0.0024620353302063067
Position 4617: 0.0024268204913179088
Position 11797: 0.002258449657928432
Position 9933: 0.002222388739046388
Position 12404: 0.002218213289660592
Position 8246: 0.0021175088308922857
Position 12361: 0.0020350477887020593
Position 4698: 0.0020347940628337095
Position 9675: 0.0019800170449265062
Position 8468: 0.001964396322498304
Position 9998: 0.0019337869617056843
Position 10090: 0.0018514024952404962
Position 8053: 0.001710097145800838
Position 4085: 0.0017064678624463983
Position 8908: 0.0016995488241696524
Position 8510: 0.0016312976302370206
Position 12421: 0.0015976726707768374
Position 8502: 0.0015489387899839955
Position 4395: 0.0015143103845212933
Position 2231: 0.001510285202556812
Position 11539: 0.0015034180280333643
Position 12831: 0.0014852373359005128
Position 1769: 0.0014440902157014342
Position 8675: 0.001327548023059057
Position 8475: 0.0013225407447373767
Position 3294: 0.0012149842749316414
Position 9562: 0.0012020095774528177
Position 2185: 0.001088826652092395
Position 506: 0.0009917334851165904
Position 12355: 0.0009792105283300207
Position 1896: 0.0007970761548359735
Position 540: 0.0007702364974295902
Position 9596: 0.0007619118711604004
Position 524: 0.0006980588672841057
Position 12562: 0.0006901373385280717
Position 2385: 0.0006887605516395604
Position 12091: 0.0006353392728082147
Position 1797: 0.0005202698178878846
Position 10494: 0.0004914416515797528
Position 11274: 0.0004889908366043817
Position 12748: 0.0004887235212860497
Position 11318: 0.0004628366085683598
Position 1851: 0.00045833933501476093
Position 9688: 0.00044868372548423325
Position 12609: 0.0004363757404390253
Position 9452: 0.00042672194304947783
Position 8291: 0.0004152674616853441
Position 2401: 0.00040337046182298785
Position 1914: 0.00032681367824113525
Position 8142: 0.00032431938997929874
Position 8106: 0.00031622803856687105
Position 8083: 0.000311387813799168
Position 10982: 0.000296108571479379
Position 1194: 0.00026208341710506975
Position 12229: 0.00026056712071338505
Position 12222: 0.00022593521805914734
Position 348: 0.00015949200188405607
Position 8154: 0.0001417429671168486
Position 9271: 0.00013919291813995944
Position 8856: 0.00012999845090598425
Position 187: 0.00010343405789502967
Position 647: 9.278112403514269e-05
Position 1738: 8.098881252774992e-05
Position 411: 6.803315655813822e-05
Position 1844: 6.803027310073293e-05
Position 1971: 6.092822119940977e-05
Position 551: 6.037325093961245e-05
Position 1115: 5.053258041148862e-05
Position 1351: 4.534147004119924e-05
Position 8324: 4.2720770313102385e-05
Position 1348: 4.265345086997917e-05
Position 1337: 4.22917165031257e-05
Position 779: 4.1192490907041866e-05
Position 291: 4.044464359509748e-05
Position 441: 3.902479911933466e-05
Position 1334: 3.5689531386993066e-05
Position 1001: 3.5362006780291705e-05
Position 644: 3.447901381239308e-05
Position 383: 3.3296337685650405e-05
Position 1806: 3.251650498792424e-05
Position 1819: 3.0433117929741203e-05
Position 819: 2.954789449053983e-05
Position 1274: 2.927802951842216e-05
Position 1057: 1.970668255846082e-05
Position 311: 1.9014620927899536e-05
Position 1217: 1.77837212671617e-05
Position 665: 1.5081762381808224e-05
Position 1289: 1.1426206444580335e-05
Position 1298: 8.810932797770895e-06
Position 10721: 7.410769391199861e-06
Position 8327: 6.62178160970813e-06
Position 466: 5.547040695801701e-06
Position 12601: 4.7947137324356395e-06
Position 471: 4.523790905089749e-06
Position 1036: 4.211799558132844e-06
Position 195: 3.9110657547877235e-06
Position 851: 3.359843240094442e-06
Position 916: 2.734758719710309e-06
Position 848: 1.7332040936420619e-06
Position 274: 1.5664633928536378e-06
Position 1054: 1.3923432678731454e-06
Position 8489: 1.1460584510332063e-06
Position 8671: 6.785214969482364e-07
Position 181: 4.641850206454468e-07
Position 8451: 4.3415627538598725e-07
Position 226: 4.2068583609968103e-07
Position 8625: 4.0506508399420674e-07
Position 287: 4.0093433248355567e-07
Position 218: 2.1350786803530034e-07
Position 204: 1.8424668469926412e-07
Position 207: 3.9804925517026586e-08
Position 232: 3.780030574233427e-08
Position 350: 3.473434528769072e-08
Position 211: 1.721522858140579e-08
Position 380: 1.4092006319566466e-08
Position 235: 1.3920505553734949e-08
Position 197: 1.1977410961814531e-08
Position 358: 3.7231697710382913e-09
Position 366: 3.3887095650155717e-09
Position 425: 2.4589705761534703e-09
Position 363: 2.381802414581844e-09
Position 420: 1.045428979407349e-09
Position 659: 5.620485661381982e-10
Position 732: 3.678097534279062e-10
Position 782: 2.875592107128842e-10
Position 142: 2.5716064827490994e-10
Position 854: 1.9365314851760846e-10
