Gene = Ick
Position 9757: 0.014619157558798496
Position 8749: 0.012764173220884335
Position 11750: 0.012649348421688876
Position 3806: 0.012243751606117573
Position 6465: 0.01142106857158962
Position 6240: 0.011417402551589831
Position 2269: 0.010205555181540713
Position 677: 0.009612587556421621
Position 4700: 0.009030921069048315
Position 4915: 0.0077760862803341255
Position 5155: 0.007715721167691426
Position 9140: 0.006874642481820465
Position 1293: 0.006404144386986185
Position 7847: 0.005908832837372795
Position 3099: 0.005570744014070257
Position 1746: 0.005529056309647866
Position 3967: 0.004849326125277692
Position 708: 0.003968142861981666
Position 1013: 0.003912237753960694
Position 8047: 0.003866991015447328
Position 8983: 0.003613423810541413
Position 2587: 0.0034476154142353355
Position 3380: 0.0033991243227404636
Position 2171: 0.0030868037526458223
Position 7688: 0.002944456248725777
Position 441: 0.0025192832318978995
Position 1050: 0.0023263157190572875
Position 2689: 0.0020807687940155827
Position 4662: 0.0019243470814404885
Position 472: 0.00188246178819869
Position 3461: 0.0018629695669859453
Position 2614: 0.001785647779591038
Position 3840: 0.0017213935269259578
Position 1016: 0.0017161297657083566
Position 258: 0.0015939502349680524
Position 2347: 0.0015670942775960815
Position 3986: 0.0015352438864228068
Position 2013: 0.001399245640745791
Position 7909: 0.001361975769608955
Position 894: 0.0013405354604666016
Position 2801: 0.0012365929722371722
Position 979: 0.001185333558446727
Position 2425: 0.0011739649580270377
Position 2070: 0.001167791754457962
Position 938: 0.0009699881668389105
Position 542: 0.0009609956552890334
Position 1809: 0.0008753671262027996
Position 3815: 0.0007719085011329442
Position 1685: 0.0007331944884207823
Position 2873: 0.0006904597394347378
Position 501: 0.0006876193120277383
Position 5339: 0.0006594458629750272
Position 1079: 0.0006099973611594717
Position 4056: 0.0006036552847137417
Position 2447: 0.000584403182744651
Position 2604: 0.0005344174292493585
Position 1667: 0.0005141407315542857
Position 6098: 0.0005082968581287052
Position 818: 0.0003887322997662049
Position 241: 0.00037947255501082056
Position 5625: 0.0003693865812566999
Position 813: 0.00036172751117467
Position 3350: 0.0003516455538190925
Position 219: 0.0003444095634973868
Position 2490: 0.00028736373252082287
Position 1556: 0.00027168182958740123
Position 649: 0.00025731455879759405
Position 881: 0.000240441660072795
Position 582: 0.0002395127579694089
Position 295: 0.00018964460517086905
Position 1649: 0.00016210308274822012
Position 4012: 0.0001601396550446115
Position 2199: 0.00012288420217095443
Position 2108: 0.00011325754404900977
Position 1721: 0.00010492022634086366
Position 1500: 9.206809832247874e-05
Position 3059: 9.027209706993196e-05
Position 2849: 7.60730386804891e-05
Position 1628: 6.714713992787593e-05
Position 1990: 4.662399440451309e-05
Position 620: 4.4929972062069567e-05
Position 778: 4.3249578805527404e-05
Position 679: 3.920525294371404e-05
Position 469: 3.477326577533387e-05
Position 725: 2.381080967761133e-05
Position 1570: 2.291285494241842e-05
Position 839: 1.8211466578868164e-05
Position 917: 1.6644181587620922e-05
Position 348: 1.2282886757343328e-05
Position 951: 1.041489381733874e-05
Position 631: 1.0056075918555274e-05
Position 1612: 6.891471075595747e-06
Position 836: 4.598606179299396e-06
Position 307: 4.034981649385721e-06
Position 3250: 2.274371919029998e-06
Position 940: 1.8142773932448723e-06
Position 956: 1.6301099785955733e-06
Position 834: 1.5245376724872094e-06
Position 652: 9.83530842192793e-07
Position 731: 8.033624936476181e-07
Position 854: 4.98686439405051e-07
Position 847: 3.239065193929572e-07
Position 1104: 3.2200049979259425e-07
Position 774: 2.4004789511306574e-07
Position 735: 1.9766123017564027e-07
Position 1091: 1.315171658567402e-07
Position 351: 8.394376742100277e-08
Position 555: 6.034307860193507e-08
Position 584: 1.2502104286260773e-08
Position 782: 7.184336582135363e-09
Position 141: 6.064707753807193e-09
Position 356: 3.858870961637628e-09
Position 160: 3.847290820023991e-10
Position 552: 3.132272176815004e-10
Position 145: 7.515372859404882e-11
Position 168: 2.861589793622193e-11
Position 566: 1.8778973326721485e-11
Position 413: 4.2988474698159886e-14
