Gene = Hddc3
Position 100: 4.361532413748828e-09
Position 108: 3.406699123000898e-09
Position 125: 1.7190207330334405e-09
Position 201: 8.609320318874264e-10
Position 1945: 1.4471044415224257e-10
Position 151: 8.201583213750119e-11
Position 86: 6.21062840694037e-11
Position 208: 2.1965527381383214e-11
Position 137: 2.0893377123907658e-11
Position 204: 5.551689451075986e-12
Position 206: 3.9805752220493826e-12
Position 214: 4.153530281479296e-13
Position 225: 1.0705674238379112e-13
