Gene = Taf1d
Position 7741: 0.358293794297182
Position 283: 0.28547044924409243
Position 8926: 0.20067935047250235
Position 8853: 0.14693517860420743
Position 138: 0.12322998564437818
Position 8984: 0.12035444560463728
Position 4109: 0.10473855391025937
Position 7326: 0.09344752335712483
Position 9134: 0.08590396728590324
Position 4696: 0.08459015889114999
Position 2436: 0.08182770184311049
Position 2276: 0.06520408084813517
Position 5698: 0.0627112829473136
Position 2918: 0.062009857285509735
Position 3587: 0.04854632906087345
Position 7982: 0.04602829521468875
Position 7027: 0.04345941442954608
Position 2450: 0.0375318794767211
Position 2413: 0.03341405508937147
Position 2463: 0.03019544973949415
Position 6525: 0.02884323164446386
Position 6323: 0.02774856381222125
Position 1398: 0.02336402680973465
Position 9251: 0.02314002777407418
Position 2614: 0.022794109171640004
Position 2484: 0.022112873862113445
Position 7501: 0.021964591968626265
Position 5569: 0.021275002409428753
Position 2297: 0.01665632395151892
Position 1421: 0.014626820284641481
Position 1409: 0.01440869037574259
Position 2825: 0.013452766997750512
Position 174: 0.013180077104564277
Position 6027: 0.013053924098067242
Position 8763: 0.011637249803044473
Position 3673: 0.010283031434219107
Position 1445: 0.00881940878632733
Position 2779: 0.00874200386509475
Position 308: 0.007422784912277084
Position 2389: 0.007088982773809542
Position 1016: 0.006494493725370865
Position 5306: 0.005896387010734225
Position 2507: 0.005106134929489046
Position 2130: 0.004760636003912722
Position 4300: 0.0046426288861140365
Position 674: 0.0046311400070565495
Position 2690: 0.00406173647509376
Position 5764: 0.0040164231696067
Position 4394: 0.003999617663236849
Position 5660: 0.003742635694529546
Position 1024: 0.003701471963894897
Position 6217: 0.003632615691497138
Position 9485: 0.0034549352137269633
Position 5301: 0.0033242354586710725
Position 298: 0.003262583529429254
Position 2313: 0.003245896040028654
Position 683: 0.002841981609444312
Position 6380: 0.0028095789107438086
Position 2337: 0.002562648805166313
Position 1098: 0.0024314866503613846
Position 2160: 0.0023652638256867675
Position 3429: 0.0020557675482360603
Position 9197: 0.00195863033108652
Position 2378: 0.0018176235822989122
Position 3902: 0.001507790235902784
Position 5372: 0.0014775423011968664
Position 2013: 0.0014339218596381063
Position 469: 0.0013197208122054495
Position 430: 0.0013100554609479724
Position 2420: 0.0012734429665302283
Position 4074: 0.0011240275102746128
Position 5378: 0.0010540600513482946
Position 836: 0.0010336386536773288
Position 144: 0.0010051755057306994
Position 5606: 0.0009996997434840792
Position 2979: 0.0009028295660319835
Position 4066: 0.0008935609030832894
Position 4194: 0.0008917461143315887
Position 1245: 0.0008116025985763675
Position 575: 0.0007678547506071281
Position 5924: 0.0007581588692063103
Position 1047: 0.000757196479590364
Position 525: 0.0007127688464013732
Position 3864: 0.0006931883679059562
Position 7356: 0.0006841891281693046
Position 1933: 0.0006210150707249105
Position 2475: 0.000606979810819569
Position 5630: 0.0005836373814706336
Position 5041: 0.0005755561421140859
Position 2477: 0.0005721829911069029
Position 2955: 0.0005372413455227514
Position 1044: 0.00051903441868477
Position 6286: 0.0005067827821026733
Position 6956: 0.000505222239676264
Position 559: 0.0004667862013579777
Position 598: 0.00045759241385515484
Position 4540: 0.00039623461792324304
Position 1428: 0.00038514912381312885
Position 2958: 0.0003777839399587538
Position 1671: 0.0003183493092720597
Position 4231: 0.00031135108266301475
Position 712: 0.00029794518708302744
Position 3614: 0.0002840648785986483
Position 2863: 0.00027537592665828994
Position 581: 0.00026447525434321155
Position 505: 0.00025211436933002734
Position 4011: 0.00024027008298293726
Position 6721: 0.00021924491293943803
Position 1492: 0.00020802541546242925
Position 213: 0.00015724605470883256
Position 2759: 0.00014472939537982544
Position 865: 0.00014327647164662333
Position 241: 0.0001383026750627595
Position 149: 0.0001358394193382473
Position 593: 0.0001282551494393066
Position 5282: 0.00011257872261338576
Position 6489: 9.816157381634538e-05
Position 6584: 9.250117847407195e-05
Position 356: 9.089596529838122e-05
Position 3954: 7.946638671789745e-05
Position 1298: 7.632024464306029e-05
Position 326: 7.518368434912155e-05
Position 2080: 3.6786565013363865e-05
Position 493: 2.9308466055797173e-05
Position 230: 2.740090317703056e-05
Position 146: 2.66065625449006e-05
Position 1850: 2.2749920888092238e-05
Position 1287: 2.0954132854065446e-05
Position 1930: 2.0578625272584094e-05
Position 1769: 1.8203948452382518e-05
Position 252: 1.6757307379830043e-05
Position 335: 1.3133139302507573e-05
Position 1900: 1.2131505146871797e-05
Position 3973: 9.275335311194169e-06
Position 1878: 9.11798107308053e-06
Position 4249: 6.558180504620155e-06
Position 184: 5.775528193518352e-06
Position 3935: 5.620230743751731e-06
Position 1645: 3.529205415127999e-06
Position 382: 2.0786814945521923e-06
Position 1809: 1.60826859292317e-06
Position 1183: 1.345443525453937e-06
Position 954: 1.3214815794825205e-06
Position 363: 1.0885611491871899e-06
Position 389: 1.0269616539333746e-06
Position 406: 9.613265188549583e-07
Position 207: 7.893724899297061e-07
Position 910: 7.664320233932176e-07
Position 609: 5.880063454033159e-07
Position 4137: 5.845548662580282e-07
Position 1697: 2.682366108451276e-07
Position 1267: 1.5853826476139465e-07
Position 1801: 1.3006208376427958e-07
Position 734: 1.0941148954527933e-07
Position 1280: 1.0052901797351451e-07
Position 850: 7.537970608062472e-08
Position 870: 7.306938948970948e-08
Position 724: 6.723963912519553e-08
Position 924: 2.6402433300117666e-08
Position 205: 1.3703821666405343e-09
Position 379: 1.3414120845039246e-10
Position 1642: 5.5893806187920785e-11
