Gene = Eif3g
Position 944: 2.6995505378360945e-09
Position 1402: 1.2507448514274146e-09
Position 912: 7.806855253906455e-10
Position 250: 6.658721820313396e-10
Position 1046: 1.7739122157409588e-10
Position 1938: 4.909916361948027e-11
Position 916: 2.996992580821001e-11
Position 909: 2.0578416045451356e-11
Position 969: 1.945625913066532e-11
Position 80: 4.3598961992287484e-12
