Gene = C130079G13Rik
Position 77: 4.3621498329860996e-07
Position 174: 1.759691251335572e-07
Position 50: 1.707430440072996e-07
Position 191: 8.3651618538243e-08
Position 887: 6.460497288666958e-08
Position 400: 4.0071300953042375e-08
Position 416: 3.643386491955023e-08
Position 448: 3.0503847392433e-09
Position 202: 3.007225709516782e-09
Position 765: 1.8563679849551185e-09
Position 697: 1.701064920855767e-09
Position 414: 1.515311306444672e-09
Position 552: 7.744694568798298e-10
Position 572: 7.30765485074198e-10
Position 570: 6.673250263129439e-10
Position 517: 4.78680331177016e-11
Position 538: 1.2815368830604141e-11
Position 593: 1.2171281139090946e-11
Position 521: 8.506868174522034e-12
Position 681: 6.071389926637652e-12
Position 514: 2.1334406827540823e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3619: 0.8379343057275918
Position 7718: 0.6186809602124282
Position 6442: 0.3913090024337491
Position 7109: 0.3599039073100054
Position 7362: 0.24265011923515195
Position 7394: 0.20756937836459405
Position 2861: 0.19140891562515608
Position 2256: 0.14385545993998328
Position 6409: 0.09396729066544228
Position 3683: 0.09157540608968698
Position 3146: 0.08246725364034947
Position 1537: 0.0810361284245066
Position 7368: 0.07156050596978106
Position 1851: 0.06998424462068265
Position 10912: 0.05099160035191195
Position 2893: 0.042152826085994965
Position 9762: 0.03841904660160527
Position 8008: 0.03404341439860044
Position 7406: 0.033053625639356744
Position 3707: 0.028692421131396764
Position 7148: 0.028245128918218697
Position 6201: 0.026844113735274473
Position 3201: 0.02582145259763348
Position 5165: 0.0232511232733794
Position 10469: 0.019485256240065005
Position 6699: 0.01669950754850178
Position 1156: 0.016278054402217246
Position 6647: 0.01412819080583291
Position 6146: 0.014066387562846472
Position 9817: 0.011770183260799745
Position 3701: 0.011457883541340485
Position 7664: 0.010667228684506556
Position 1314: 0.009431423312960232
Position 3387: 0.009190264309201215
Position 8477: 0.009116577741950252
Position 7210: 0.009019807417387395
Position 7827: 0.008864565710632122
Position 6930: 0.008290526952342942
Position 11804: 0.008250056869613547
Position 2298: 0.007891173319899933
Position 3722: 0.007868122610692405
Position 7058: 0.007534863606514586
Position 10044: 0.007383941540449595
Position 2322: 0.007303845533157301
Position 10090: 0.007226769742273809
Position 8098: 0.0070241074707254976
Position 2695: 0.006993846569096259
Position 1074: 0.006798132933205333
Position 6168: 0.006489387741571336
Position 841: 0.004964506515126585
Position 8125: 0.004681265026112862
Position 1334: 0.004668206897989291
Position 3963: 0.004445693651445107
Position 5776: 0.004213606213188171
Position 9402: 0.003875846137330347
Position 1250: 0.0038053679398796204
Position 508: 0.003338226179806742
Position 1629: 0.0032853994813806654
Position 5286: 0.0029015247544520685
Position 5132: 0.0023424089609707394
Position 3244: 0.0022876118080473818
Position 1884: 0.0021080872550836606
Position 6444: 0.002084441401262159
Position 2568: 0.0020751032455210757
Position 2877: 0.0019471140052440819
Position 4247: 0.0019419040157195194
Position 2487: 0.001940363843949762
Position 4865: 0.0018384137096953026
Position 9172: 0.0018230279504212663
Position 7602: 0.0017972465617479695
Position 10441: 0.0017032140703385627
Position 3741: 0.0015528506097645324
Position 8655: 0.0015497320092999662
Position 10393: 0.0015106784242678796
Position 1253: 0.001481606977010178
Position 184: 0.0014205624635239907
Position 4958: 0.0013345161662228753
Position 2732: 0.001327573867550874
Position 3659: 0.001314060534392472
Position 7690: 0.0012609829248662412
Position 2508: 0.001225551258186987
Position 1119: 0.0012114136503297678
Position 3583: 0.0012078754540339257
Position 1533: 0.0011471549361309155
Position 2340: 0.0011371137330885186
Position 8349: 0.0010945133711439225
Position 8269: 0.0010870196563709843
Position 5806: 0.001031368012945594
Position 1009: 0.0010103439473212728
Position 3441: 0.0009933171173889556
Position 105: 0.0009056728423734263
Position 1581: 0.0008022085689762666
Position 3082: 0.0006995673804441062
Position 5824: 0.0006595465263378548
Position 1491: 0.0006423163198921972
Position 3641: 0.0006339309105853356
Position 3629: 0.00059895423631075
Position 2902: 0.0005728927581674269
Position 1643: 0.0005409762713250028
Position 195: 0.0005001608645961977
Position 167: 0.0004908623093051811
Position 1902: 0.00047274430652135803
Position 2994: 0.00046412121343296836
Position 3011: 0.00040676127393160847
Position 3223: 0.000404574230051657
Position 239: 0.00034572006030316653
Position 6470: 0.0003234496753998227
Position 2963: 0.00032011471748325226
Position 816: 0.00031623124656792714
Position 1669: 0.00027884149819549934
Position 604: 0.0002355714534734351
Position 709: 0.00023334182902587985
Position 1586: 0.00022737793577824356
Position 202: 0.00022226371671392602
Position 3915: 0.00020396042668767686
Position 2827: 0.00019478178471692752
Position 707: 0.0001688404144214693
Position 4498: 0.00014339288799908133
Position 561: 0.00013328941015975209
Position 4521: 0.00011673912225115794
Position 4595: 0.00011637495655269465
Position 3902: 0.00010268264002198447
Position 2582: 6.385072854137711e-05
Position 1745: 5.7694592151234554e-05
Position 481: 5.652258535081948e-05
Position 802: 5.223075512401082e-05
Position 1937: 4.518056287298976e-05
Position 1795: 4.437946530916594e-05
Position 1906: 4.1027046608285535e-05
Position 722: 3.098686653636923e-05
Position 2460: 2.160359321167635e-05
Position 2458: 1.6098856844733665e-05
Position 1603: 1.5889258839116258e-05
Position 760: 1.4613916268173871e-05
Position 2226: 1.3628595206280744e-05
Position 2217: 1.3458810385446123e-05
Position 2279: 1.3110039429005913e-05
Position 727: 1.2859586524126594e-05
Position 1800: 1.1809092104444466e-05
Position 448: 8.750877221624534e-06
Position 141: 6.622943843253841e-06
Position 1445: 6.117470872561542e-06
Position 1673: 6.019320719848725e-06
Position 3926: 5.946189612978794e-06
Position 951: 5.44705635844544e-06
Position 919: 4.771379786243127e-06
Position 3990: 4.164036237436294e-06
Position 847: 3.769368978222263e-06
Position 423: 2.987943657776484e-06
Position 742: 2.0435813652325964e-06
Position 608: 1.954648451137827e-06
Position 1910: 1.9250424898169875e-06
Position 143: 1.8976981764221153e-06
Position 251: 1.5272643883309137e-06
Position 1401: 1.479373840718645e-06
Position 1675: 1.3825647472243428e-06
Position 867: 1.186408442298178e-06
Position 902: 1.1120298791787887e-06
Position 843: 1.0796001788984339e-06
Position 911: 1.0018315504575416e-06
Position 375: 8.738830408859432e-07
Position 724: 8.618741365882984e-07
Position 896: 6.872192637380454e-07
Position 1222: 6.640208150524348e-07
Position 378: 5.888874817881957e-07
Position 845: 4.3593388920130504e-07
Position 393: 4.2277212207696267e-07
Position 3457: 3.5953669040791774e-07
Position 2409: 3.0215925663916895e-07
Position 959: 2.9187810450801245e-07
Position 926: 2.766981160803374e-07
Position 1080: 2.351301123218475e-07
Position 4021: 2.2844651846300407e-07
Position 2022: 1.9965060912258147e-07
Position 2542: 1.1018067256057783e-07
Position 873: 5.4196711637790745e-08
Position 887: 5.291340536286786e-08
Position 4033: 4.9429106903746865e-08
Position 570: 3.279301942988491e-08
Position 893: 3.011453252271404e-08
Position 738: 3.0078991193681086e-08
Position 3908: 1.5110829375944765e-08
Position 316: 1.4743081454411806e-13
Position 455: 1.2711064337534673e-13
Position 460: 1.0293991480100078e-13
Position 66: 8.72327111563843e-14
Position 297: 8.591619479982033e-15
Position 328: 2.9135115865877956e-15
Position 324: 8.227857965958294e-16
