Gene = Clpx
Position 557: 2.00982399569402e-08
Position 429: 1.160714912685016e-08
Position 317: 1.1111627294948429e-08
Position 229: 2.814486440800599e-09
Position 489: 2.275372401215744e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5640: 0.9467277182732814
Position 14068: 0.5914031606865051
Position 14207: 0.5454359435157722
Position 17014: 0.26141211414680565
Position 15891: 0.25601780737817453
Position 15606: 0.15615972827008917
Position 923: 0.11569243060373785
Position 14722: 0.1128276054553544
Position 14227: 0.0994115019778547
Position 17837: 0.08815752177186745
Position 7533: 0.07580127692842407
Position 3608: 0.059608313606347184
Position 4376: 0.05812124033311315
Position 10182: 0.05684504059128894
Position 4315: 0.056021756139165574
Position 10625: 0.03917681053154944
Position 4195: 0.03798143469548087
Position 10203: 0.020340140098767237
Position 195: 0.019633333062321196
Position 7587: 0.01662914440151861
Position 4157: 0.013447214724564642
Position 2954: 0.011734161684651101
Position 2644: 0.010947700150078577
Position 3402: 0.010926692610117904
Position 8697: 0.010092109924328109
Position 990: 0.00989678718114179
Position 2195: 0.009281916175397463
Position 7741: 0.007528252239025863
Position 8099: 0.0068301220768653605
Position 7916: 0.00609968828873198
Position 856: 0.005641376148138965
Position 2433: 0.0054351418446163015
Position 9549: 0.004862548707800547
Position 3733: 0.004599620027188092
Position 12590: 0.004564149566811667
Position 631: 0.00422175871794021
Position 4873: 0.0037012705029989736
Position 1042: 0.003679552935490269
Position 7382: 0.0030646732199904065
Position 5200: 0.0030059382130695027
Position 1834: 0.002454227538447383
Position 2250: 0.002435502069551568
Position 1786: 0.0024078946973610437
Position 1859: 0.0023084163840195286
Position 718: 0.002244689620645205
Position 3338: 0.002226696818993284
Position 2864: 0.0021723813377810272
Position 4113: 0.0021008406841142315
Position 1919: 0.0016051522100248678
Position 647: 0.0015168787865255324
Position 1946: 0.0014774417633956335
Position 1148: 0.0013657608785830298
Position 3546: 0.0013120725053084965
Position 527: 0.0013040601106750521
Position 5988: 0.0012200285154983187
Position 1790: 0.0012083474387506862
Position 3983: 0.001202764306197651
Position 8022: 0.0011482610274080336
Position 578: 0.0010805325896483743
Position 9501: 0.0009689428145403401
Position 111: 0.0009054610881232715
Position 1673: 0.0008408372595043974
Position 1567: 0.0007202714324815486
Position 3268: 0.0007193114950774093
Position 3241: 0.0006918596215739558
Position 1397: 0.00047718366106571573
Position 5953: 0.0004642881077926577
Position 1421: 0.00046324172486449984
Position 2906: 0.0004326752460159971
Position 2310: 0.0003812403349459882
Position 8200: 0.00038108989581197076
Position 215: 0.00034915603733815545
Position 2499: 0.00033380248861473213
Position 2536: 0.0003286335198456627
Position 830: 0.00032101546789695134
Position 1898: 0.000312907336557655
Position 1805: 0.00030045056447743594
Position 1927: 0.00029002712598990855
Position 1594: 0.00027435260046360853
Position 1004: 0.00023854230148646
Position 1549: 0.00022872269514147937
Position 1939: 0.0002286352643454063
Position 5972: 0.00022544993885009504
Position 6017: 0.00022100776335546985
Position 1247: 0.00021425340785358882
Position 7416: 0.00021075534679724963
Position 5886: 0.00019171981748506675
Position 116: 0.00018662845301025904
Position 5468: 0.00016697376970025956
Position 137: 0.00012349273907450155
Position 5705: 0.00011335345676152414
Position 6179: 0.00010364354282269228
Position 6812: 7.399603680584878e-05
Position 3921: 7.169211451608385e-05
Position 2673: 6.65734188305251e-05
Position 5521: 4.650028072095819e-05
Position 2737: 4.156388736823554e-05
Position 5477: 3.313894887297667e-05
Position 2338: 2.9063996792705217e-05
Position 3566: 2.4677894601938024e-05
Position 3485: 2.032996570739307e-05
Position 2767: 2.0263796227339174e-05
Position 383: 1.987260345096759e-05
Position 441: 1.7447372659205412e-05
Position 3287: 1.4410311697317113e-05
Position 2860: 1.2297479320929059e-05
Position 935: 9.928763335774627e-06
Position 864: 9.419095521218033e-06
Position 3194: 8.247432080911581e-06
Position 3035: 7.757564952750492e-06
Position 2591: 7.1108782704968205e-06
Position 301: 7.102621686602604e-06
Position 380: 6.851443494188324e-06
Position 2607: 6.484924069358696e-06
Position 690: 6.280864235313932e-06
Position 564: 6.023370803261634e-06
Position 653: 6.016982352514882e-06
Position 392: 5.2260880324094214e-06
Position 2968: 4.531055183192441e-06
Position 1911: 4.240363952623271e-06
Position 378: 3.666766397796832e-06
Position 132: 2.8020470436851553e-06
Position 141: 2.62551170366495e-06
Position 1179: 1.735453674829437e-06
Position 1873: 1.701873303163628e-06
Position 2204: 1.5777920059408625e-06
Position 1950: 1.5057227198603906e-06
Position 1894: 1.4957589049980383e-06
Position 128: 1.1923663574712725e-06
Position 1425: 1.124739386413719e-06
Position 234: 1.0042797024960838e-06
Position 1707: 9.381173211322633e-07
Position 1636: 8.104774098075225e-07
Position 226: 7.014506347795203e-07
Position 1839: 6.643177032268917e-07
Position 2252: 6.182314881488299e-07
Position 400: 6.066165164452242e-07
Position 608: 5.998222404044667e-07
Position 1515: 5.567510123598188e-07
Position 2216: 5.349715889745678e-07
Position 1511: 4.808797608289507e-07
Position 77: 4.3686191896239103e-07
Position 744: 4.283062750905693e-07
Position 1244: 3.666349403122715e-07
Position 702: 3.5913850923969906e-07
Position 472: 3.084598465626312e-07
Position 1207: 2.58141166693686e-07
Position 204: 2.474008183919018e-07
Position 410: 1.6046034891754927e-07
Position 1080: 1.509621194890073e-07
Position 1077: 1.4194868133945312e-07
Position 179: 1.3352661059343246e-07
Position 770: 1.1733150014668209e-07
Position 531: 1.0101001576886544e-07
Position 1504: 1.0009465932426698e-07
Position 352: 9.310337450677986e-08
Position 836: 7.649490456732417e-08
Position 777: 6.919963957500028e-08
Position 2230: 6.704694016954726e-08
Position 303: 5.6831916301723474e-08
Position 774: 5.532764300293798e-08
Position 1017: 3.430999365576362e-08
Position 145: 3.4018301986909904e-08
Position 489: 3.253649546477116e-08
Position 507: 3.1825477569751853e-08
Position 1027: 1.8951410903389266e-08
Position 784: 1.7965550972176916e-08
Position 874: 2.171118864495349e-09
Position 889: 1.0076339429408173e-09
Position 419: 5.380830165610233e-10
Position 541: 3.6073066082848016e-10
Position 1012: 3.5031585717015877e-10
Position 1256: 9.590567880824847e-11
Position 1213: 8.003121463866594e-11
Position 1262: 5.3857040076279894e-11
