Gene = Alkal1
Position 1289: 1.7966125419447703e-06
Position 830: 1.2657078771428564e-06
Position 837: 9.983162767254155e-07
Position 854: 9.313112995513421e-07
Position 260: 6.415442736849339e-07
Position 1295: 1.38731156046987e-07
Position 1014: 9.861232704446835e-08
Position 190: 8.705108526175439e-08
Position 1319: 7.12423718468517e-08
Position 647: 5.6858579529376026e-08
Position 1021: 5.622714197391527e-08
Position 1341: 3.103794751320079e-08
Position 374: 3.064080697398398e-08
Position 890: 2.731415602349294e-08
Position 279: 1.4839178673024177e-08
Position 234: 1.3049046543443024e-08
Position 81: 6.690616491350461e-09
Position 2449: 5.823395790222769e-09
Position 95: 4.7913607796840485e-09
Position 202: 2.4631000496251787e-09
Position 841: 1.9833495484467538e-09
Position 334: 1.9562063082674467e-09
Position 207: 1.4278683223320884e-09
Position 360: 6.377874993874257e-10
Position 388: 6.227408171758234e-10
Position 876: 5.1222653816764e-10
Position 351: 4.3991392701327835e-10
Position 215: 4.065699451248334e-10
Position 395: 4.064876027758363e-10
Position 913: 3.276103187832773e-10
Position 908: 3.264390094916874e-10
Position 921: 3.0575446230632494e-10
Position 127: 2.8020430050758144e-10
Position 859: 2.5511739830353667e-10
Position 204: 2.1974837233050452e-10
Position 229: 2.1132707269794794e-10
Position 385: 1.9148430277676213e-10
Position 393: 1.5908136981015213e-10
Position 281: 1.3250150107111744e-10
Position 390: 1.1783791602266515e-10
Position 296: 6.734063502152683e-11
Position 241: 5.934056454376403e-11
Position 239: 5.515223121066312e-11
Position 861: 5.1532720533673365e-11
Position 892: 4.8518460023939893e-11
Position 109: 4.304929041522096e-11
Position 132: 3.5354780426709817e-11
Position 291: 5.893546358918469e-12
