Gene = Leng1
Position 4785: 0.011403511918370107
Position 1648: 0.011255165950657968
Position 1785: 0.010695788625613212
Position 413: 0.008821517290702926
Position 2002: 0.008166233059565795
Position 2085: 0.008160267593787443
Position 4938: 0.008132537345269567
Position 5041: 0.008110378705626793
Position 2767: 0.00801455957679161
Position 5407: 0.007907654553770847
Position 3476: 0.006996046300878685
Position 4654: 0.006982916151938839
Position 410: 0.006870800660470868
Position 1207: 0.005627114958012915
Position 4062: 0.005483773161970291
Position 1171: 0.005436137826243632
Position 5572: 0.005327796703167165
Position 4181: 0.004834745769386301
Position 722: 0.0044629030216450745
Position 2248: 0.0044606681211317185
Position 5232: 0.004008937701374806
Position 5022: 0.0039122428409981615
Position 4678: 0.0037389428598374195
Position 2945: 0.003638328569045038
Position 2940: 0.0032611947354248693
Position 4968: 0.0028185370227749094
Position 4493: 0.002706387877827363
Position 2917: 0.002556413795326861
Position 1680: 0.0024059718417810067
Position 2597: 0.0022910210895194837
Position 4951: 0.0022726434133488495
Position 5465: 0.0020562899788068704
Position 2981: 0.0019665255691862804
Position 2524: 0.0018218012547401193
Position 1421: 0.0016938403810659484
Position 3646: 0.0016468445662736406
Position 5245: 0.0015937808822139585
Position 5273: 0.001350509711117252
Position 1824: 0.0012818930549607747
Position 415: 0.0012446240260899195
Position 5490: 0.0010942711341607942
Position 5479: 0.0008964839386268028
Position 3370: 0.0008957343261917922
Position 5375: 0.0008954813756323329
Position 1800: 0.0008809884223515678
Position 2860: 0.0008644347869848201
Position 1720: 0.0008461279326722292
Position 4675: 0.0008086969600251383
Position 1361: 0.0008059591322507442
Position 4820: 0.0007816974970098452
Position 4717: 0.000744451776976941
Position 2623: 0.0007072836058801645
Position 3192: 0.0006854826343883031
Position 1846: 0.0006787795694516718
Position 2818: 0.0006683517785752565
Position 289: 0.0004995543944993972
Position 2989: 0.0004922829620629236
Position 2024: 0.0004913709073763846
Position 371: 0.00043673889884324874
Position 5176: 0.0004281497863305373
Position 5128: 0.0004269974468779125
Position 349: 0.0004105402997522559
Position 5053: 0.0004081988249364529
Position 4013: 0.00038800565318780953
Position 3962: 0.00038719419698560566
Position 434: 0.00036385700805163063
Position 4909: 0.0003609839526651305
Position 4642: 0.00035659211166860175
Position 5101: 0.0003391017464905864
Position 2358: 0.00031759680903528106
Position 808: 0.00031303639330954475
Position 2006: 0.0003070864599678886
Position 1685: 0.00030230619654221026
Position 1221: 0.00030183952601959126
Position 2363: 0.0002928150261678298
Position 5523: 0.0002735532269827807
Position 307: 0.0002641741738475582
Position 3036: 0.00025786323781847834
Position 1054: 0.0002535801263112313
Position 4033: 0.00024588957314063104
Position 1145: 0.0002244650762588914
Position 3756: 0.0002168742119037549
Position 3386: 0.0002145126594819429
Position 1653: 0.000213235400676505
Position 1626: 0.00020107962401897094
Position 1464: 0.0001991860471379334
Position 3661: 0.00017950725093314658
Position 260: 0.0001678100864433406
Position 470: 0.00016587142200980722
Position 2445: 0.00016096667987606014
Position 2820: 0.00014779408027438713
Position 1503: 0.00014356336291666133
Position 3724: 0.0001378184503211963
Position 377: 0.00012541343845894642
Position 2884: 0.00011927661306183112
Position 967: 0.00011845274876306027
Position 464: 0.00011675788035515665
Position 328: 0.00011351143361532249
Position 1117: 0.00011261061347546431
Position 2983: 0.00010782149683226688
Position 1227: 9.783721816058682e-05
Position 2039: 9.768471254519732e-05
Position 1724: 9.43126834805337e-05
Position 2010: 8.525927559311519e-05
Position 2463: 8.27442034376526e-05
Position 2862: 8.192728396099124e-05
Position 781: 7.96364564526149e-05
Position 647: 7.944699126485889e-05
Position 2459: 6.927026357060525e-05
Position 2730: 6.858350573929185e-05
Position 2045: 6.609602190870075e-05
Position 2042: 6.214210144654839e-05
Position 265: 5.935359160439527e-05
Position 357: 5.8423168271402915e-05
Position 2378: 5.642302567196359e-05
Position 1223: 5.490429568881284e-05
Position 1557: 5.345731718663944e-05
Position 390: 4.219816346420523e-05
Position 4498: 4.150074740596494e-05
Position 1269: 4.065577004554726e-05
Position 2717: 3.977036932285542e-05
Position 1886: 3.897531059706931e-05
Position 2089: 3.8717676513903005e-05
Position 1007: 3.727692504980099e-05
Position 635: 3.082457138019438e-05
Position 1245: 2.9170342353197658e-05
Position 2294: 2.861754513388999e-05
Position 1029: 2.2130157724337056e-05
Position 359: 1.9978205820351516e-05
Position 485: 1.772024405841236e-05
Position 1179: 1.7437192967803482e-05
Position 4519: 1.7122763412976216e-05
Position 935: 1.6914095836807844e-05
Position 1477: 1.6533419624355428e-05
Position 215: 1.6145761587844542e-05
Position 1848: 1.3847416115530316e-05
Position 857: 1.3216296505226591e-05
Position 2431: 1.2480862559577518e-05
Position 338: 1.2390045354124722e-05
Position 303: 1.2017024767045492e-05
Position 2426: 1.0997504485300578e-05
Position 491: 1.0784936939701527e-05
Position 2383: 9.840635360095366e-06
Position 488: 8.749835014947222e-06
Position 4401: 4.846061002367484e-06
Position 4167: 2.4096903088493504e-06
Position 4995: 1.543976577235077e-06
Position 794: 1.2152514926055e-06
Position 667: 9.55189260016827e-07
Position 479: 8.100013770290944e-07
Position 2959: 6.799275257600112e-07
Position 3233: 4.62288432388559e-07
Position 1259: 4.3453584276953883e-07
Position 1217: 4.2854708090920136e-07
Position 3199: 4.025417036875934e-07
Position 1240: 3.949304347320098e-07
Position 1100: 3.31210265652527e-07
Position 3138: 3.270533524176251e-07
Position 4369: 3.121120156420792e-07
Position 482: 3.1161055365872563e-07
Position 2335: 3.042606107454986e-07
Position 2342: 2.6219435128421444e-07
Position 4204: 2.1916218618253706e-07
Position 2276: 2.0048104326947642e-07
Position 2231: 1.711010817688818e-07
Position 674: 1.6773680111012888e-07
Position 4348: 1.437882996256083e-07
Position 978: 1.2099807968029192e-07
Position 2217: 1.1660122730355456e-07
Position 4360: 1.1266373067729278e-07
Position 147: 1.0048240486084645e-07
Position 843: 7.787947024010997e-08
Position 4141: 7.568560567161044e-08
Position 3413: 6.410737542383722e-08
Position 518: 4.43855345498495e-08
Position 522: 4.265280011973554e-08
Position 871: 2.5930846370725975e-08
Position 2867: 2.3109415797120845e-08
Position 3009: 2.284429836616889e-08
Position 736: 1.6406042489525465e-08
Position 861: 1.4118526319720062e-08
Position 864: 1.4112609435467354e-08
Position 106: 1.1448893152504852e-08
Position 177: 1.070316362673564e-08
Position 676: 7.775723366651412e-09
Position 241: 7.699122878930717e-09
Position 940: 2.539774028434171e-09
Position 1080: 2.384974818639445e-09
Position 524: 1.2413126519534385e-09
Position 153: 9.62440992168616e-10
Position 200: 8.16609784437161e-10
Position 233: 8.084079305339125e-10
Position 497: 5.54274727780407e-10
Position 562: 4.733815349308173e-10
Position 545: 3.068524346621587e-10
Position 192: 2.8754388264083396e-10
Position 124: 1.4189495283385715e-10
Position 174: 1.0327020167944505e-10
