Gene = Paf1
Position 3774: 0.00020440841367519477
Position 2540: 0.0002040619837122358
Position 60: 0.0001949017016322449
Position 1815: 0.00016295917619146025
Position 5508: 0.00015315003519368624
Position 3397: 0.0001523636442016654
Position 308: 0.00015156938880808113
Position 3419: 0.00013801972580827093
Position 3463: 0.0001302662217057547
Position 840: 0.00012956731196325205
Position 2642: 0.00012701418482042202
Position 110: 0.00011714437358139736
Position 920: 9.048534401986121e-05
Position 3486: 7.917351111282865e-05
Position 5977: 7.362498155188107e-05
Position 3870: 7.290659987371312e-05
Position 5959: 7.202537012065399e-05
Position 925: 6.769962575315105e-05
Position 1718: 6.746537325706067e-05
Position 764: 6.612950147959287e-05
Position 340: 6.589018001168345e-05
Position 2296: 6.532602666198496e-05
Position 2754: 6.396830395387405e-05
Position 243: 6.21060451746632e-05
Position 876: 6.201617365134268e-05
Position 5610: 6.17760385502466e-05
Position 923: 5.9737056078007846e-05
Position 187: 5.6432636584183e-05
Position 1474: 5.5967624060925394e-05
Position 2917: 5.436730531161905e-05
Position 72: 5.387471697324037e-05
Position 76: 5.1006803132435976e-05
Position 3574: 4.29801966045405e-05
Position 2373: 3.8437818981696884e-05
Position 3293: 3.458432121267277e-05
Position 2421: 3.27159831967668e-05
Position 5498: 3.107047968895303e-05
Position 3507: 3.0104079198532107e-05
Position 2842: 2.734092516734722e-05
Position 3314: 2.7234699314550743e-05
Position 2116: 2.6646545260705573e-05
Position 4896: 2.5774607688477766e-05
Position 2839: 2.540401611953945e-05
Position 4011: 2.2901276859832365e-05
Position 3234: 2.2587069253583566e-05
Position 2344: 2.063197027422722e-05
Position 3210: 2.0564058837192752e-05
Position 2055: 1.843090791984198e-05
Position 16: 1.76927151783129e-05
Position 2467: 1.5319240785324957e-05
Position 4924: 1.4658582926067879e-05
Position 2225: 1.4521416253639335e-05
Position 3973: 1.4370675009115937e-05
Position 2092: 1.1815001119555645e-05
Position 2865: 1.1311423355825325e-05
Position 2614: 9.761105870720372e-06
Position 3823: 9.67033829263501e-06
Position 11: 6.248971028497126e-06
Position 3907: 6.068446295264962e-06
Position 3518: 5.836345923545887e-06
Position 2799: 5.069919937961916e-06
Position 37: 3.5403745103737453e-06
Position 90: 3.432702731398376e-06
Position 205: 3.4184362553811408e-06
Position 25: 2.7306006753660535e-06
Position 2880: 2.1852489483770927e-06
Position 927: 1.438061304792633e-06
Position 2654: 1.3235826550092134e-06
Position 177: 1.2113113798425155e-06
Position 315: 5.420856896900069e-07
Position 162: 2.9139557395882643e-07
Position 5810: 2.3401328651279732e-07
Position 335: 1.940052909391473e-07
Position 148: 1.505390821736869e-07
Position 3149: 1.3541327778516333e-07
Position 3137: 1.0907725181700707e-07
Position 2964: 1.7179425755558686e-09
Position 3219: 5.958804374633467e-10
Position 5663: 5.5044002663515304e-11
Position 3686: 2.5288529866982505e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5707: 0.9987467760182523
Position 3869: 0.9887010842982372
Position 2819: 0.9860580383788383
Position 3658: 0.984294734063394
Position 5874: 0.9820399198538006
Position 5496: 0.9482202697593255
Position 2466: 0.9428358022635297
Position 2677: 0.8960688531684357
Position 2091: 0.8789053358324086
Position 3182: 0.8515319854930732
Position 3332: 0.7134584139939338
Position 3000: 0.5148942724980327
Position 3022: 0.37843875442515457
Position 567: 0.3412426256275315
Position 6118: 0.13789670289202996
Position 4062: 0.09257972969848043
Position 717: 0.0851246593339454
Position 401: 0.08304877252663384
Position 3025: 0.05073239860301276
Position 1959: 0.04814369470311971
Position 6142: 0.04678809464999369
Position 6105: 0.04486862478393527
Position 6217: 0.0412522774035564
Position 3356: 0.04069419869146813
Position 6103: 0.03832137576197108
Position 6072: 0.027186724233752353
Position 5202: 0.025323026778740144
Position 5111: 0.025020782955991933
Position 5205: 0.024788633742620667
Position 6098: 0.024528478464745793
Position 6148: 0.022497989486335006
Position 4106: 0.01972442950022566
Position 2054: 0.016312108030917042
Position 4948: 0.013134576296551724
Position 622: 0.0118893864478988
Position 4870: 0.011763792795038853
Position 6075: 0.011746421964590161
Position 5224: 0.011592985407101809
Position 5885: 0.010185539459196119
Position 3372: 0.006688353170373833
Position 5178: 0.006621246922309222
Position 5175: 0.0056439045577314564
Position 4077: 0.005569605484997402
Position 3959: 0.005175313556672745
Position 4895: 0.004835172122260886
Position 6223: 0.0047866390622835
Position 6274: 0.004389691634323992
Position 6058: 0.004374832799408613
Position 2014: 0.004320742138978083
Position 5154: 0.004319747650517909
Position 541: 0.003848347860746594
Position 2155: 0.0035217271024965647
Position 3314: 0.0034347710698388384
Position 3199: 0.003311140690341027
Position 4892: 0.00324553440928483
Position 2826: 0.0031024483046733996
Position 3538: 0.002999431620125083
Position 2829: 0.0027563030970136453
Position 3243: 0.0027204014938130108
Position 3606: 0.0025625225559264483
Position 2503: 0.0025254633184306472
Position 6175: 0.0022670441349871913
Position 6110: 0.002128181921337449
Position 3032: 0.0020289566608889206
Position 4985: 0.0019765642436138445
Position 141: 0.001878046466981306
Position 5433: 0.001813919454330887
Position 6343: 0.0016045070022812993
Position 5441: 0.0015008952594229232
Position 5879: 0.001473756840029588
Position 3191: 0.0014680235517913055
Position 3586: 0.0012520506725727948
Position 5156: 0.0011861804387367056
Position 546: 0.001145551358172452
Position 5710: 0.0009947438454745961
Position 6169: 0.0009444245624866934
Position 4471: 0.000944067400551992
Position 1835: 0.0009113399256178525
Position 2838: 0.0008793246116967251
Position 2102: 0.0008753141695155714
Position 5029: 0.0008448702461999708
Position 1655: 0.00084121375278756
Position 2620: 0.0008233258778517887
Position 1599: 0.0008177153227174514
Position 187: 0.0007478431001929566
Position 423: 0.0007255878401443033
Position 6124: 0.0006893003088804723
Position 1618: 0.000628640136798223
Position 1010: 0.000626371795432883
Position 1889: 0.0006187163016753142
Position 2042: 0.0005470321082793855
Position 1801: 0.0005439355169796807
Position 4111: 0.0005285059672891587
Position 772: 0.0005268710849001141
Position 1134: 0.0005236510392019311
Position 3714: 0.0005169842223186408
Position 1917: 0.0005134804640115104
Position 1222: 0.0005104200244821055
Position 2285: 0.00047876057369396625
Position 4991: 0.000478109217211687
Position 1703: 0.0004706625334066056
Position 2179: 0.0004625958617958934
Position 6193: 0.00045205992770594623
Position 441: 0.00038330053209468856
Position 3378: 0.00038289451043114846
Position 867: 0.0003607742570309494
Position 6164: 0.00035842809714866513
Position 3298: 0.00033997136462114036
Position 520: 0.00032186845612836777
Position 2476: 0.00029886441515185097
Position 5288: 0.00027427530416511485
Position 1378: 0.00027024975476444546
Position 2127: 0.00024592519369947457
Position 978: 0.0002344405622175889
Position 4154: 0.00023436432062904028
Position 6380: 0.0002217241493330737
Position 2863: 0.0002203764806549694
Position 1990: 0.0002190598250914559
Position 4515: 0.00021833269043849515
Position 2497: 0.0002153165733177263
Position 2531: 0.00021427693800199935
Position 828: 0.0002071725581459621
Position 4058: 0.00020348517007129802
Position 3686: 0.00020209276724822607
Position 6187: 0.00019825644454125326
Position 414: 0.0001845655308982384
Position 1936: 0.00017821324162763582
Position 2341: 0.00017065948239909935
Position 2859: 0.0001681720614954983
Position 6166: 0.00016697863682028382
Position 3038: 0.0001499119487564518
Position 1927: 0.00013612274304483055
Position 576: 0.00011841026464550425
Position 6278: 0.00011589032186625674
Position 1497: 0.00010826406399202791
Position 5888: 0.00010575831388319541
Position 524: 0.0001045893095929155
Position 2888: 0.00010172326869153598
Position 6348: 9.656905849180423e-05
Position 203: 9.477263433514624e-05
Position 6364: 8.670096441759706e-05
Position 2483: 8.475632090318537e-05
Position 3918: 8.293342557459346e-05
Position 2371: 7.915424277323884e-05
Position 1973: 7.894537313506963e-05
Position 2625: 7.045368658231406e-05
Position 4524: 6.598106840570924e-05
Position 6184: 6.435033804111382e-05
Position 1840: 6.161170126182085e-05
Position 1258: 5.9200251567731506e-05
Position 3203: 5.715011198861944e-05
Position 1122: 5.686074488901437e-05
Position 2703: 5.6343234090871334e-05
Position 5891: 5.3552517965691766e-05
Position 3034: 5.252542441275225e-05
Position 2344: 5.197809792262909e-05
Position 220: 4.916930903107609e-05
Position 274: 4.72496779515655e-05
Position 3054: 4.232096829553677e-05
Position 1062: 4.159116338330194e-05
Position 3251: 4.122398532960707e-05
Position 3674: 4.014918984447698e-05
Position 5913: 4.0037824207219926e-05
Position 1080: 3.964859095951168e-05
Position 1970: 3.895807064177688e-05
Position 516: 3.7649298451686994e-05
Position 1052: 3.7529766573041466e-05
Position 2184: 3.529786453161953e-05
Position 2604: 3.4394179704121494e-05
Position 3386: 3.3033098479959654e-05
Position 840: 3.240655369204864e-05
Position 5899: 3.186508499914104e-05
Position 3147: 3.1611525022996086e-05
Position 158: 3.0056869655311507e-05
Position 2910: 2.977852147590176e-05
Position 2448: 2.6849539998295655e-05
Position 3678: 2.6279112129337964e-05
Position 3882: 2.368174106532575e-05
Position 3394: 2.236071911973651e-05
Position 1176: 2.1766242299928698e-05
Position 2865: 2.134140077151126e-05
Position 2309: 2.112293821235123e-05
Position 3219: 1.981832384329822e-05
Position 2724: 1.810534148863188e-05
Position 2784: 1.6589620007899947e-05
Position 3060: 1.6416398036744888e-05
Position 5719: 1.6415677435644295e-05
Position 5671: 1.3545801998005817e-05
Position 5902: 1.3455424899497733e-05
Position 2762: 1.2502123024886224e-05
Position 3071: 1.1878798802346611e-05
Position 3092: 1.138414994185245e-05
Position 5965: 9.990312548240247e-06
Position 5942: 9.757527020819362e-06
Position 2527: 9.446597724663233e-06
Position 3912: 7.782308351792072e-06
Position 5744: 7.0641741879752675e-06
Position 2386: 6.8824839719777015e-06
Position 90: 6.827919066549473e-06
Position 4812: 6.550503295383891e-06
Position 1869: 6.356340916285341e-06
Position 3123: 6.286465184201159e-06
Position 2630: 6.140089659626763e-06
Position 5725: 6.0196498856409765e-06
Position 5938: 5.773098810020631e-06
Position 2710: 5.489035589302082e-06
Position 3224: 4.987520070608565e-06
Position 2880: 4.570751806244584e-06
Position 2735: 4.444542450077823e-06
Position 3502: 4.437264402073367e-06
Position 3210: 4.046590920475334e-06
Position 5896: 3.5335133681827824e-06
Position 3082: 2.8170013614344606e-06
Position 2749: 2.8051026663164254e-06
Position 224: 2.552498231861762e-06
Position 5917: 2.5242034178400978e-06
Position 3050: 2.3675002306884357e-06
Position 5752: 2.0873279169495675e-06
Position 5955: 1.8582075451770653e-06
Position 5758: 1.7709937201672341e-06
Position 368: 1.3916869957238706e-06
Position 5944: 1.195201581419422e-06
Position 3961: 1.1662109555622245e-06
Position 4128: 1.1451572351772398e-06
Position 280: 1.099717988109032e-06
Position 344: 1.0328009259338258e-06
Position 5910: 8.733553112763981e-07
Position 3128: 7.737067123455823e-07
Position 4495: 6.811167455930325e-07
Position 2907: 4.023408014339993e-07
Position 3100: 3.061017594802817e-07
Position 3923: 3.043165715515227e-07
Position 351: 2.254816619079403e-07
Position 3963: 2.2450431931327935e-07
Position 2917: 1.6755159594553433e-07
Position 362: 1.4270710632790842e-07
Position 5921: 1.303628624979347e-07
Position 286: 1.1064255615371615e-07
Position 101: 8.107106790096362e-08
Position 3993: 7.152778986790813e-08
Position 5906: 5.6045435197515755e-08
Position 293: 3.4104425097164564e-08
Position 531: 2.7481992672543073e-08
Position 3425: 2.395697082598043e-08
Position 747: 2.0810173908918625e-08
Position 3411: 1.4126491844538963e-08
Position 303: 1.076373714175836e-08
Position 745: 6.224946792163823e-09
Position 1090: 3.700504398557845e-09
Position 1058: 2.7456516574912417e-09
Position 752: 2.355973348941867e-09
Position 1815: 2.30109065589986e-09
Position 1109: 2.0895824145430628e-09
Position 1093: 1.6336260391116655e-09
Position 991: 1.3381371341373158e-09
Position 5992: 1.3339958901500847e-09
Position 288: 1.296758200058918e-09
Position 5972: 1.1238037475075337e-09
Position 4130: 6.186718567899208e-10
Position 775: 5.292171300501361e-11
Position 307: 6.945068622823716e-12
