Gene = Bloc1s3
Position 2398: 0.008804301451714625
Position 438: 0.008589779346575392
Position 2312: 0.00843814615668045
Position 1547: 0.007561918193288258
Position 780: 0.006739267418777554
Position 1820: 0.006668676170238524
Position 1467: 0.006285005876686511
Position 3403: 0.0062516370566423635
Position 409: 0.005908207977270491
Position 1220: 0.005579252783339663
Position 3155: 0.005550682776849053
Position 527: 0.005465404587030707
Position 3829: 0.005354464070461231
Position 2450: 0.004911164569331467
Position 2585: 0.0044719093624988855
Position 1522: 0.004425064781772101
Position 1607: 0.004123560811426965
Position 3678: 0.003718077806176683
Position 1487: 0.0035610624399872114
Position 1210: 0.00316224287420811
Position 263: 0.003071588345981926
Position 478: 0.003007942415942551
Position 3783: 0.0029595202642077175
Position 2617: 0.002936053030612516
Position 2114: 0.0023552289706243673
Position 1260: 0.0022571400877313018
Position 3638: 0.0021231728266361046
Position 2235: 0.002079959034801382
Position 930: 0.0020601695179333504
Position 1651: 0.002002454099025457
Position 449: 0.0019671232695715694
Position 576: 0.0019342674706784545
Position 3196: 0.001799284373522407
Position 2216: 0.0017987215538743835
Position 3074: 0.0015060898062691608
Position 2038: 0.0014461687894979265
Position 3010: 0.0013777649902448055
Position 3732: 0.001364376124644882
Position 1833: 0.0012518646510480502
Position 1839: 0.0011260593916932408
Position 3500: 0.0010521795372752986
Position 1730: 0.0010375176209518264
Position 3560: 0.0010088714269559044
Position 1035: 0.0009933316565954489
Position 348: 0.0009429186274744554
Position 2269: 0.0008522866569209605
Position 162: 0.000787681671269494
Position 864: 0.0007248060600037211
Position 1194: 0.0007105269871094038
Position 3264: 0.0006957838252648047
Position 1783: 0.000678455160060032
Position 553: 0.000665635717758127
Position 1926: 0.000642139104443819
Position 2884: 0.0006220108416888276
Position 3174: 0.0006057011529038288
Position 1117: 0.0005753095912590973
Position 2802: 0.000558910125513002
Position 2485: 0.0005200838698048552
Position 2515: 0.0004028270872502255
Position 2045: 0.0003719716656770343
Position 3028: 0.0003670669019199752
Position 666: 0.0003624567095729044
Position 861: 0.000321495922859347
Position 1490: 0.00030111211004266983
Position 1965: 0.0002968589580624642
Position 3693: 0.00029347568315131115
Position 794: 0.00025183284866797266
Position 1038: 0.0002431249781442139
Position 275: 0.00024091607529394657
Position 176: 0.0002394149762741657
Position 963: 0.00020567790850712267
Position 280: 0.00020089973128578593
Position 957: 0.00019379105094746856
Position 634: 0.0001910621440682056
Position 329: 0.00018020986205166315
Position 1020: 0.00017893668252700506
Position 771: 0.00017584514512712854
Position 675: 0.00017138578024637876
Position 1868: 0.00017017179730895258
Position 1095: 9.379518507216559e-05
Position 939: 4.284249419561096e-05
Position 1178: 3.963239923931235e-05
Position 458: 2.7275609832912388e-05
Position 951: 2.4640524593384023e-05
Position 710: 1.6893463686178252e-05
Position 323: 1.6062010101971542e-05
Position 451: 1.3283601756656733e-05
Position 583: 1.2825342052703958e-05
Position 820: 1.2818934426394405e-05
Position 456: 9.424236669080069e-06
Position 386: 8.501847776097757e-06
Position 558: 5.604726835927887e-06
Position 235: 5.254014227319164e-06
Position 540: 5.026037410806463e-06
Position 805: 2.3149032752949125e-06
Position 179: 2.18802008237284e-06
Position 1091: 1.973910314063172e-06
Position 350: 9.182879413922391e-07
Position 840: 8.163121625906457e-07
Position 184: 5.395638480946907e-07
Position 682: 1.4579336378232432e-08
Position 636: 1.3435518720156948e-08
