Gene = Mgmt
Position 3519: 0.0001488739633607123
Position 1704: 0.0001474578414910822
Position 5307: 0.00014510831202314579
Position 5374: 0.00014238476560676322
Position 1176: 0.00012726182345802203
Position 615: 0.0001229982802371641
Position 3748: 0.0001175098611349448
Position 3667: 0.00011477562038874737
Position 848: 0.00010243919643541706
Position 628: 0.00010054853196385522
Position 2069: 9.745902429323847e-05
Position 183: 9.0466284952199e-05
Position 451: 8.875106109546569e-05
Position 587: 7.504927085469338e-05
Position 827: 7.283320502601751e-05
Position 4797: 6.772295026267093e-05
Position 3073: 6.766932415039628e-05
Position 295: 6.488934874859097e-05
Position 353: 6.259767676493173e-05
Position 2632: 6.216373704090317e-05
Position 2878: 5.80466698319238e-05
Position 578: 5.651599493261672e-05
Position 1619: 5.613663550568753e-05
Position 1179: 5.136440929469021e-05
Position 3320: 4.555629070138982e-05
Position 236: 3.5889728662634924e-05
Position 2448: 3.357514556250703e-05
Position 1452: 3.07261537621945e-05
Position 1984: 3.067735911090204e-05
Position 1961: 2.2629799291453644e-05
Position 1550: 2.0874985867664652e-05
Position 1025: 1.769511999334033e-05
Position 1657: 1.7069060891239332e-05
Position 472: 1.6550729313355136e-05
Position 1152: 1.6471913101792665e-05
Position 1203: 1.4970459177309398e-05
Position 1182: 1.429357312124658e-05
Position 907: 1.4090916622023664e-05
Position 156: 1.3155624317619278e-05
Position 543: 1.1788290203782767e-05
Position 467: 1.167775912066461e-05
Position 891: 1.0973642340425417e-05
Position 389: 1.021879270067761e-05
Position 836: 9.844907599852277e-06
Position 2668: 6.574884740474444e-06
Position 1118: 1.8950955644170727e-06
Position 1097: 1.708555467753426e-06
Position 521: 7.27766991892265e-07
Position 709: 4.755915585120841e-07
Position 1047: 2.594624227490404e-07
Position 1041: 2.1552988126096806e-07
Position 938: 1.0366178302917328e-07
Position 649: 8.326668238405204e-08
Position 713: 3.4277875986875255e-08
Position 146: 3.870023610934639e-09
Position 114: 6.93551758882018e-11
Position 110: 3.999638776778226e-11
Position 120: 1.3919829038813185e-11
Position 112: 3.232820616697124e-12
Position 133: 2.298268932187561e-12
Position 125: 4.0656474342072764e-13
Position 129: 5.0674377320309474e-14
Position 78: 1.2624780036732548e-14
