Gene = Idua
Position 183: 2.948171467464501e-08
Position 19636: 1.1682361945159329e-09
Position 682: 2.523365852406517e-10
Position 647: 1.0482765993453204e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 19372: 0.964552455576849
Position 19167: 0.9400540210090352
Position 21570: 0.8841817931943984
Position 21340: 0.8665096763228277
Position 20529: 0.8662158252707193
Position 22935: 0.8637751872971507
Position 20063: 0.8193993194534289
Position 22721: 0.7868624501447361
Position 19779: 0.6639819093252313
Position 9787: 0.6034513313828326
Position 21768: 0.5482649128682957
Position 3779: 0.4649786192952081
Position 9056: 0.4617267834226207
Position 3730: 0.421000444855627
Position 21048: 0.4002307395657894
Position 9861: 0.35283747364331447
Position 20272: 0.29168231027608693
Position 19552: 0.1935422187769487
Position 20246: 0.1785228902115953
Position 4721: 0.17553647039658654
Position 21144: 0.14278261849132018
Position 22669: 0.13585075881842887
Position 16102: 0.1203071364739711
Position 8774: 0.11660007476612577
Position 16136: 0.11604974246730998
Position 21355: 0.10483155423149143
Position 2603: 0.09912415864671438
Position 23662: 0.0949279185497997
Position 19963: 0.0723965006766766
Position 23832: 0.07185602439764166
Position 913: 0.0684845193059646
Position 21127: 0.06463335083436231
Position 16063: 0.0602675138548543
Position 801: 0.05949225532592245
Position 916: 0.05626131303560305
Position 21153: 0.052377451671063266
Position 21608: 0.04928478670801439
Position 3813: 0.046826727920231105
Position 15989: 0.04667925115201087
Position 5168: 0.04612293454772113
Position 1212: 0.044240427571840865
Position 20239: 0.04327825958655481
Position 9809: 0.04314509293422453
Position 20567: 0.04124374834677122
Position 940: 0.0397770519796133
Position 20275: 0.038123207159410595
Position 20643: 0.03787301905862338
Position 1171: 0.03678858047364123
Position 19726: 0.02915114548688886
Position 5762: 0.028365698717922373
Position 21100: 0.02443754667920324
Position 1007: 0.01951630599050608
Position 23811: 0.0179795916331991
Position 20293: 0.017267383782778235
Position 2552: 0.014513295119357894
Position 21187: 0.013402801264092993
Position 23192: 0.012582014221530581
Position 23736: 0.011777307204737023
Position 23933: 0.011109958187242634
Position 889: 0.01090873086901157
Position 3196: 0.010753426354468361
Position 3448: 0.0104269871236898
Position 23272: 0.00906393678603066
Position 332: 0.008771783300881958
Position 20597: 0.008768999896204752
Position 2451: 0.00863610884331778
Position 2427: 0.008305960557813878
Position 4566: 0.007919162413952746
Position 3294: 0.007897990431282283
Position 23411: 0.007855801896099506
Position 2580: 0.006794868674868879
Position 11212: 0.006479302273519067
Position 20667: 0.006377128848684199
Position 2526: 0.006323601735973966
Position 13234: 0.006018570457927033
Position 864: 0.0056807816227579435
Position 2462: 0.0056234770507652835
Position 20025: 0.005441166956516495
Position 2494: 0.005321620630206822
Position 5266: 0.005143986400243281
Position 20320: 0.005112613401048917
Position 5140: 0.0043644604911001975
Position 272: 0.00424035300819121
Position 12699: 0.004069785919829104
Position 23174: 0.0038093262313071015
Position 20203: 0.003781289826929407
Position 5090: 0.0036970115161848865
Position 21367: 0.003361835179381216
Position 20570: 0.003290557372877151
Position 2866: 0.0031437823984884995
Position 21217: 0.0030836605011162815
Position 16958: 0.002873687818740496
Position 22941: 0.002483076195623212
Position 23748: 0.002455497403719962
Position 14534: 0.0021747403771393684
Position 4539: 0.002126470013892758
Position 2836: 0.0019983918455674047
Position 20127: 0.0018892328818007412
Position 21111: 0.0017742799344897628
Position 1217: 0.0016905904611107703
Position 3162: 0.001676301966389734
Position 4626: 0.0016757357272744811
Position 22567: 0.0016112921507582514
Position 3972: 0.0015436423384282345
Position 5816: 0.0014822985863442875
Position 16466: 0.0013331465927571699
Position 10999: 0.001288492902830293
Position 21773: 0.0012301700858221476
Position 20697: 0.0011641343152343252
Position 24181: 0.0010583541484177157
Position 22784: 0.0009220606719346504
Position 20886: 0.0009081009841818462
Position 20454: 0.0008971240502249837
Position 22965: 0.0008967104780919802
Position 22677: 0.0008842135634696545
Position 4681: 0.0008650182483950445
Position 958: 0.0008558803809191009
Position 3076: 0.0008349190057156427
Position 1018: 0.0007742887979109639
Position 21727: 0.0007585032734085612
Position 4487: 0.0007318977238862185
Position 1021: 0.0007062668746701109
Position 4443: 0.000695478035680678
Position 1214: 0.0006526943661054522
Position 20504: 0.0006047757616405949
Position 6150: 0.000528101881912069
Position 2610: 0.0005207612220070032
Position 21392: 0.0004433509109017558
Position 22817: 0.00040388373310894156
Position 22910: 0.0003992871995008655
Position 22902: 0.00038203694470542786
Position 23458: 0.00035649486665937063
Position 307: 0.00032317804218166536
Position 849: 0.0003097789262999322
Position 6129: 0.0003010587122615463
Position 22995: 0.0002622987791825834
Position 280: 0.00024004059420331018
Position 21826: 0.00023514127491525142
Position 2769: 0.0002275235613754928
Position 13012: 0.00021694549995214928
Position 993: 0.00021411766860537365
Position 4428: 0.0002088450643189718
Position 22511: 0.00020189938354257578
Position 4406: 0.00019781701699158265
Position 3632: 0.000188443443254578
Position 23639: 0.00018562018507235547
Position 600: 0.0001798575648540357
Position 1027: 0.0001681542528742191
Position 924: 0.00016599029083542972
Position 22464: 0.00016567934698641303
Position 619: 0.00015619001720544712
Position 1258: 0.00012559066514647218
Position 2096: 0.00011116008615351065
Position 3551: 0.00011043652038915342
Position 121: 9.942341522305991e-05
Position 3994: 9.283743760426843e-05
Position 21807: 6.864054356994049e-05
Position 20541: 5.0325646912935164e-05
Position 2263: 4.03350765969669e-05
Position 4224: 3.573033464075769e-05
Position 4241: 3.490304700346091e-05
Position 5271: 2.7942921318654192e-05
Position 2039: 2.6458625522372628e-05
Position 22534: 2.2890025028575254e-05
Position 2299: 1.8949546428194485e-05
Position 384: 1.5138940260192622e-05
Position 892: 1.401932996713441e-05
Position 2215: 1.3684932676174243e-05
Position 21383: 1.2564552594518238e-05
Position 234: 1.095889589182215e-05
Position 2102: 1.022103084447847e-05
Position 2060: 8.305263890084544e-06
Position 1222: 7.004266024964042e-06
Position 1095: 3.5861746311154667e-06
Position 376: 3.1922781072632157e-06
Position 840: 2.314737849173187e-06
Position 125: 1.9565740582532363e-06
Position 538: 1.8805433816577556e-06
Position 476: 1.2858366125886255e-06
Position 1043: 1.2280785688318345e-06
Position 225: 1.213164484507129e-06
Position 207: 1.0749279837063317e-06
Position 829: 1.0539796515553292e-06
Position 824: 1.0013172943972778e-06
Position 606: 9.214637530909868e-07
Position 197: 7.992995089544909e-07
Position 4271: 6.156713217930038e-07
Position 653: 4.4242387984303146e-07
Position 627: 4.3935661701195343e-07
Position 140: 3.7547434518706696e-07
Position 391: 3.594345305066921e-07
Position 658: 2.764860961680098e-07
Position 1050: 2.5719041735990437e-07
Position 420: 1.9365769475662052e-07
Position 129: 7.628733448422963e-08
Position 21633: 6.0279777809964e-08
Position 5694: 5.691987188639933e-08
Position 403: 5.3875198116457304e-08
Position 407: 8.399180495938928e-09
Position 436: 5.894619575337191e-09
Position 146: 4.8199988154640745e-09
Position 91: 4.325912413801029e-09
Position 496: 4.143612532163497e-09
Position 155: 2.8949904330135155e-09
