Gene = Mpi
Position 295: 1.274725904660482e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7359: 0.8969836022634048
Position 6195: 0.7965011730321564
Position 1989: 0.7521989362810355
Position 4052: 0.7236387032603165
Position 488: 0.7214040835353067
Position 3584: 0.6960104187441455
Position 1495: 0.6281825964769235
Position 7824: 0.430304066488255
Position 7695: 0.4052832696614323
Position 3341: 0.11807801640753064
Position 6245: 0.09670660253109523
Position 5961: 0.09025302188803642
Position 7969: 0.08053956597365379
Position 2049: 0.07763009722973187
Position 3418: 0.07730788793471022
Position 2052: 0.07618983651237786
Position 5233: 0.07168333909824455
Position 329: 0.05920524266678328
Position 514: 0.04838341538427737
Position 7263: 0.04499213139188678
Position 301: 0.03811348693185265
Position 6854: 0.028443128290972987
Position 6257: 0.028312989977001525
Position 969: 0.026651762182645897
Position 1535: 0.02603214906146755
Position 7494: 0.024356822879605656
Position 6703: 0.020835152626203685
Position 7465: 0.019335527040525595
Position 5717: 0.01764712301130846
Position 3974: 0.017631289092489892
Position 517: 0.01470588183734546
Position 7027: 0.01466600143841942
Position 3321: 0.014579209069072115
Position 4899: 0.014575728084443075
Position 7894: 0.013281405175698612
Position 6264: 0.012914877046852676
Position 4725: 0.012239653083242017
Position 4174: 0.011471378123533382
Position 4149: 0.010670978936744194
Position 7155: 0.010547510165540872
Position 3677: 0.01044240869153558
Position 2100: 0.010178240585853081
Position 6167: 0.009638979659303472
Position 4094: 0.009220997771000132
Position 7499: 0.008584332985370069
Position 431: 0.008249673414501826
Position 5693: 0.007456974713004541
Position 7023: 0.007284169559006493
Position 1875: 0.007187833128598317
Position 3209: 0.007178382116210198
Position 3385: 0.006263373711701589
Position 7702: 0.005829345217918494
Position 3466: 0.005165236990031792
Position 3356: 0.005073695071183621
Position 8100: 0.005045942192774826
Position 5778: 0.004559172650229821
Position 7832: 0.004033095756002165
Position 5515: 0.004003447594964433
Position 7930: 0.0038622029335427747
Position 7649: 0.0038181894413282214
Position 2175: 0.003618935331372739
Position 2143: 0.0033516432847055765
Position 6136: 0.003337589383479172
Position 7921: 0.0032153388280193092
Position 8459: 0.0031852335453951015
Position 833: 0.0028960808261810087
Position 1552: 0.0027924139143334754
Position 7658: 0.0027566783322654216
Position 1944: 0.0026341209847460557
Position 2285: 0.0025476414820687784
Position 7864: 0.002305469921866313
Position 6894: 0.0022028022682280897
Position 3587: 0.0019220558712020885
Position 7852: 0.0018268509292020463
Position 4674: 0.001794129350088274
Position 5092: 0.0017728278934876435
Position 2647: 0.001733424394875939
Position 7086: 0.0016061923088340874
Position 3249: 0.0013586431111060298
Position 1847: 0.0013421914727206371
Position 2059: 0.0013322155222201069
Position 570: 0.0013190988592441636
Position 7954: 0.001303725369925552
Position 7673: 0.0012004842306897992
Position 8212: 0.0011805651990510575
Position 5373: 0.0011585275024297024
Position 4833: 0.0011454146860458937
Position 7718: 0.0011131755565274347
Position 8043: 0.0010485977263633615
Position 596: 0.0009973416672712843
Position 7900: 0.0009758893874226726
Position 573: 0.0009694172349887112
Position 532: 0.0009296963338796709
Position 4054: 0.0009189764289358501
Position 738: 0.0008949984909774919
Position 1901: 0.0008748580460587657
Position 3053: 0.0008637363110053101
Position 437: 0.0008321185457851268
Position 6962: 0.0007859020231067526
Position 6988: 0.000757200675000529
Position 8087: 0.0007077222606747759
Position 2662: 0.0007019199794407201
Position 8184: 0.0006999259519407581
Position 2124: 0.000655174733296379
Position 402: 0.0006192829355266789
Position 333: 0.0005809229038445001
Position 589: 0.0005696772913802841
Position 3828: 0.0005576109747184242
Position 238: 0.0005154866361878484
Position 6365: 0.0004771390856547569
Position 792: 0.00046346107490846585
Position 2841: 0.00044182835954686663
Position 1547: 0.0004411571264210364
Position 1143: 0.00041895054607926
Position 1147: 0.0004168472060998697
Position 306: 0.00041126483109698664
Position 8154: 0.00039932173675185745
Position 2025: 0.0003789773453067804
Position 443: 0.0003622477259543339
Position 974: 0.00034814446333025637
Position 3611: 0.00034744309864358724
Position 3644: 0.00033822073921152844
Position 8218: 0.0003129491938108783
Position 7992: 0.000306072665873541
Position 8501: 0.00029051688867672405
Position 8007: 0.0002734135651964121
Position 1572: 0.000269469837977178
Position 8323: 0.0002677335012473706
Position 8236: 0.0002537332443196381
Position 7667: 0.00020993814667290514
Position 7874: 0.00020894041803260518
Position 1530: 0.00019094380206971303
Position 707: 0.00018621806896377201
Position 1578: 0.00018335412508063454
Position 8289: 0.00017415087581162388
Position 7043: 0.00016366874464259458
Position 464: 0.00011835499407186305
Position 303: 0.00011617958953224773
Position 1192: 0.0001016627395554348
Position 8479: 9.988169832695758e-05
Position 1880: 9.921937563201897e-05
Position 4342: 9.397310551624735e-05
Position 2885: 8.895132307500998e-05
Position 551: 7.028383061460163e-05
Position 1524: 5.722744849759667e-05
Position 1294: 5.6844658533314054e-05
Position 4652: 4.7108375167661704e-05
Position 803: 3.542578503706931e-05
Position 166: 2.9355654871307453e-05
Position 6872: 2.5455461571935268e-05
Position 546: 1.7376398384314366e-05
Position 381: 1.7290994253604617e-05
Position 1162: 1.5317315202028045e-05
Position 361: 1.1149055249810092e-05
Position 1240: 1.0591377730949347e-05
Position 354: 9.90780313291474e-06
Position 124: 7.842004358386096e-06
Position 375: 7.690432278533731e-06
Position 873: 7.385669911003025e-06
Position 598: 7.290607972356352e-06
Position 4339: 6.972738655532005e-06
Position 714: 6.556873476118324e-06
Position 992: 6.3570325873098125e-06
Position 761: 5.479466578756851e-06
Position 893: 5.1479959973795e-06
Position 404: 4.919409345688566e-06
Position 160: 3.722609250756439e-06
Position 770: 3.4939123337241012e-06
Position 192: 2.803917883906973e-06
Position 247: 2.1845506070209313e-06
Position 130: 2.0889828930025194e-06
Position 171: 1.0603829911480403e-06
Position 187: 5.848448031415017e-07
Position 240: 5.450505292875885e-07
Position 254: 5.372389983293337e-07
Position 356: 3.6489822977457396e-07
Position 358: 2.3981373463659536e-07
Position 3618: 2.2040937294072207e-07
Position 1584: 1.670961430156609e-07
Position 1798: 1.466321691478038e-07
Position 604: 1.208044462878839e-07
Position 2331: 1.0949471456839897e-07
Position 451: 1.0611433224187578e-07
Position 614: 1.0347217067113933e-07
Position 1306: 2.4607290980793796e-08
Position 81: 1.136430126218101e-11
