Gene = AA986860
Position 10300: 0.0064245580890323764
Position 2199: 0.005631416379397397
Position 1122: 0.0052385666677391895
Position 9762: 0.005123708786190259
Position 11230: 0.00448021324639621
Position 3760: 0.004277526727381072
Position 1436: 0.004145992152328778
Position 3049: 0.0038572948447801376
Position 5836: 0.0019794420967120586
Position 1386: 0.0018722200792776003
Position 550: 0.001720942812291242
Position 413: 0.0016921146632432355
Position 1223: 0.0016693769370047214
Position 4668: 0.0011409911038657659
Position 1589: 0.0010871196549074463
Position 1312: 0.0010301617012651132
Position 1074: 0.0009093100877000711
Position 1592: 0.0008604559568622215
Position 230: 0.0008355412289413874
Position 509: 0.0007033093353309809
Position 1601: 0.0005988000973685347
Position 1512: 0.0005758694745229441
Position 1625: 0.0005354745111569915
Position 1141: 0.0005183297113534381
Position 5377: 0.0005062908314051958
Position 119: 0.0004911163416335802
Position 1826: 0.00042095322682666396
Position 205: 0.00041697804846270046
Position 1758: 0.0003435563247923896
Position 1639: 0.0003091442927779372
Position 1393: 0.00028502019968523794
Position 2024: 0.00024275883432090016
Position 2058: 0.00024041058648552674
Position 2230: 0.0002389954507845581
Position 1336: 0.00016972722774535371
Position 1551: 0.0001456635401158285
Position 3625: 0.00010685772451333257
Position 962: 0.00010069086923785811
Position 1200: 8.57787189005743e-05
Position 560: 8.3887898945728e-05
Position 1547: 8.31409958846687e-05
Position 566: 7.417969974272737e-05
Position 1339: 6.439140607970983e-05
Position 893: 5.984269948630541e-05
Position 1084: 5.614891518255181e-05
Position 984: 5.483948117881306e-05
Position 636: 5.293166787308768e-05
Position 1250: 5.007251857139216e-05
Position 1762: 4.701178490262246e-05
Position 783: 3.6500968059027044e-05
Position 208: 3.584263578965977e-05
Position 974: 3.4143328735921075e-05
Position 428: 3.2584790099557284e-05
Position 2840: 3.175991190471e-05
Position 2636: 3.124122326648489e-05
Position 2939: 2.7944614823284873e-05
Position 2671: 2.7223441558244917e-05
Position 2629: 2.64123175260314e-05
Position 449: 2.2593278802667007e-05
Position 753: 2.027352086273958e-05
Position 512: 1.8317977185424237e-05
Position 1317: 1.7157968496369855e-05
Position 603: 1.5678268357504724e-05
Position 852: 1.5012377370585343e-05
Position 1738: 1.4788320414248995e-05
Position 1016: 1.1554475792898117e-05
Position 522: 1.1492297145889074e-05
Position 419: 9.2688303175775e-06
Position 732: 9.187593120612858e-06
Position 725: 8.321049832964034e-06
Position 901: 8.293473676419948e-06
Position 913: 7.052506994613464e-06
Position 1204: 7.0456824306491815e-06
Position 1088: 5.914340346011668e-06
Position 977: 5.575116156863329e-06
Position 1323: 5.292086033715472e-06
Position 586: 5.022283176679099e-06
Position 1020: 4.85480198773874e-06
Position 1356: 3.9465902187562585e-06
Position 947: 3.628417773569141e-06
Position 871: 3.240108764717749e-06
Position 177: 2.3233368320031137e-06
Position 93: 2.287445727418593e-06
Position 285: 2.0500577622401164e-06
Position 124: 1.7483738370033266e-06
Position 516: 5.538245159617277e-07
Position 1000: 4.90841863864873e-07
Position 613: 4.0160008192774065e-07
Position 958: 3.642947083436118e-07
Position 761: 3.417321950402538e-07
Position 1779: 3.1712112793260634e-07
Position 141: 1.864040355629242e-07
Position 242: 1.4695180788038184e-07
Position 575: 1.3799452973177177e-07
Position 155: 1.0403208416550685e-07
Position 1351: 9.400466651240053e-08
Position 1398: 7.801250853745632e-08
Position 1360: 4.602307115892188e-08
Position 1442: 3.126279473684131e-08
Position 1440: 1.944856604868503e-08
Position 582: 1.098465196074572e-08
Position 607: 1.0819751053269884e-08
Position 325: 9.15470800238954e-09
Position 778: 6.689647228695562e-09
Position 349: 6.445919913461942e-09
Position 741: 5.75497782587084e-09
Position 158: 4.34321717702391e-09
Position 152: 3.9816370286880445e-09
Position 134: 2.637537704466149e-09
Position 618: 1.9291749614819896e-09
Position 104: 1.472848299932556e-09
Position 738: 9.237811852232595e-10
Position 315: 6.749320548175196e-10
Position 172: 6.733515702577581e-10
Position 340: 6.505522625441649e-10
Position 128: 6.131381106027224e-10
Position 170: 5.473838622728836e-10
Position 131: 2.769389432426898e-10
Position 145: 2.1870479866191357e-10
Position 244: 1.737160774077335e-10
Position 247: 9.220117521471616e-11
Position 351: 8.150537327175407e-11
Position 289: 4.4709988738341886e-11
Position 296: 2.250607797965993e-14
Position 304: 6.331997095920618e-15
Position 309: 5.0578849938118555e-15
Position 72: 1.9007661952745207e-15
Position 75: 7.308339363220964e-16
Position 252: 6.105492653225591e-16
Position 78: 4.56609408521824e-16
