Gene = Mto1
Position 584: 0.0009771260028534352
Position 23420: 0.0008029957810875669
Position 5977: 0.0007109777110302232
Position 943: 0.0007087637498658066
Position 589: 0.000612026203610942
Position 1084: 0.0005011795130884767
Position 364: 0.0004707141359642537
Position 10365: 0.00039323648119278466
Position 688: 0.00026979683531699373
Position 1286: 0.00025530067658715764
Position 564: 0.0002344904972470671
Position 10029: 0.0001836014513358003
Position 5200: 0.00017701809054788763
Position 358: 0.00017573066377031554
Position 200: 0.00012022211771311106
Position 441: 0.00011446424360098616
Position 920: 8.321623104921247e-05
Position 524: 7.585826147004123e-05
Position 153: 6.475613689156224e-05
Position 454: 6.216808213961109e-05
Position 480: 5.989081929336557e-05
Position 13841: 5.70341280576248e-05
Position 11453: 5.439124069706741e-05
Position 620: 4.5205446895515234e-05
Position 582: 4.378357896222826e-05
Position 10983: 3.497411149156222e-05
Position 374: 1.639498251186595e-05
Position 91: 8.62833691768242e-06
Position 290: 3.0456285844298206e-06
Position 755: 3.042628740604388e-06
Position 9870: 2.2546612408392676e-06
Position 9976: 2.0329370852997016e-06
Position 206: 1.1370823624125288e-06
Position 108: 6.815411513932467e-07
Position 258: 4.3106544788590986e-07
Position 517: 3.9849090629242555e-07
Position 9313: 3.663392258208938e-07
Position 10218: 2.711841630081134e-07
Position 127: 1.9118144084086375e-07
Position 10214: 9.899725505660923e-08
Position 503: 1.761534578275371e-09
Position 15336: 6.348980816661171e-11
Position 14464: 4.37920118032136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9001: 0.9989685175247911
Position 1210: 0.93833142487229
Position 25581: 0.7859789529657347
Position 16675: 0.7358477654013078
Position 9708: 0.7289234120021272
Position 13311: 0.5011086113917936
Position 22422: 0.4586705105904113
Position 18457: 0.4526641141176934
Position 9207: 0.3949783602763705
Position 13343: 0.3892898483805355
Position 22451: 0.36523644043213827
Position 12613: 0.3398477540667412
Position 9262: 0.3000998988932267
Position 3748: 0.2961227559326677
Position 9232: 0.2580771160270809
Position 12624: 0.23504073543072357
Position 16634: 0.2243275961295076
Position 22803: 0.19114625750672842
Position 18547: 0.17918772023200963
Position 12904: 0.17140296353555914
Position 25229: 0.1650676985092013
Position 5064: 0.11839549259007445
Position 894: 0.11643301010921996
Position 11744: 0.10631317512030365
Position 4555: 0.10030333576635267
Position 788: 0.09358492759684171
Position 811: 0.08978736927305833
Position 25204: 0.08500686118037629
Position 1509: 0.07907788988276863
Position 5339: 0.07293565703234864
Position 22403: 0.06423687848220468
Position 25341: 0.053820163172732624
Position 468: 0.04720100985378492
Position 22653: 0.04465793249440925
Position 4558: 0.041634205289825546
Position 917: 0.038485528290155474
Position 9735: 0.03838233662254858
Position 165: 0.037639895241292284
Position 9666: 0.03687126809517499
Position 5083: 0.0340137712798302
Position 9800: 0.031413602351328125
Position 22525: 0.03000053377109637
Position 12916: 0.027828172718829435
Position 12743: 0.02680701841993636
Position 12927: 0.02505506183294593
Position 12900: 0.024100327241497826
Position 3792: 0.023002083441254977
Position 19377: 0.022107890941866853
Position 5131: 0.022030321984554433
Position 23347: 0.02099929686158231
Position 12767: 0.020360970208975794
Position 6062: 0.020246641896214525
Position 16694: 0.019373960397852642
Position 15527: 0.01737668452651854
Position 9746: 0.016985477317429994
Position 12770: 0.01651649714640832
Position 4651: 0.015889546075704607
Position 25188: 0.015416110763588555
Position 18561: 0.01357957891275563
Position 727: 0.01332423786513554
Position 853: 0.012966735510716096
Position 24787: 0.012052117075171367
Position 3763: 0.011820974906157744
Position 1215: 0.011166494224508728
Position 877: 0.011153111071482136
Position 24810: 0.010985730513799663
Position 1311: 0.009602744391629482
Position 12005: 0.008529214155408419
Position 18630: 0.008404968240970898
Position 743: 0.008366637654010774
Position 14591: 0.0076093215555196455
Position 9606: 0.007554885137668434
Position 6059: 0.007430915331564694
Position 25640: 0.0069911349053606645
Position 19180: 0.00695691375747704
Position 5303: 0.006939595788140587
Position 14562: 0.006743635138872648
Position 1545: 0.006725290320659219
Position 9676: 0.006713812010162473
Position 25499: 0.006653948905837066
Position 138: 0.006343823377935267
Position 12386: 0.006101097916315631
Position 125: 0.005797424325094198
Position 22544: 0.005579163101043814
Position 14325: 0.005457666205606494
Position 19300: 0.00536146491846499
Position 12390: 0.005327095685665088
Position 12553: 0.005244460400849153
Position 14588: 0.004788266341386472
Position 10281: 0.004704860871308812
Position 843: 0.004473801934283736
Position 14174: 0.0044482404221574436
Position 9523: 0.004441519305848922
Position 9332: 0.004140816385225596
Position 9764: 0.0041310128229362884
Position 3147: 0.0040653540242478175
Position 24314: 0.0038518995246116764
Position 12111: 0.003851397468232585
Position 14357: 0.0036295426041660643
Position 23970: 0.003506114707581418
Position 24479: 0.0034075236130529053
Position 15504: 0.003360142113299814
Position 9311: 0.0033328353946018995
Position 1251: 0.0030984539582220136
Position 2158: 0.00298270978990174
Position 11917: 0.0029670245163959225
Position 9281: 0.002659410624910568
Position 11954: 0.0026062266867774983
Position 672: 0.002536867673513435
Position 859: 0.0024378831337751182
Position 24913: 0.0023492865658048608
Position 703: 0.002332633945848447
Position 9779: 0.0018858907980193462
Position 12114: 0.0018692412830929115
Position 11315: 0.0015689304615470415
Position 508: 0.0015394163672197928
Position 1401: 0.001510916887599135
Position 598: 0.0014777196497731122
Position 3523: 0.0014202245536918629
Position 23906: 0.0010489106289327363
Position 943: 0.0010012212459044522
Position 21406: 0.000975742829467699
Position 9722: 0.0008023318188727814
Position 432: 0.0007275148451820581
Position 5900: 0.0007109777110302232
Position 171: 0.0006993393774969562
Position 22699: 0.0006595320738120024
Position 9653: 0.0006457014221354165
Position 655: 0.0005997864774100026
Position 22808: 0.0005977341653875713
Position 3564: 0.0005754043737392306
Position 16907: 0.0005641236458546903
Position 20770: 0.0005528599628271409
Position 9751: 0.0005273400285543546
Position 22761: 0.0005216529786907692
Position 3383: 0.0004870607147659525
Position 19968: 0.00040782959388561594
Position 839: 0.00040181467144078504
Position 16924: 0.00038574774644791756
Position 16844: 0.00038027452481060394
Position 19538: 0.0003802380620108189
Position 9343: 0.0003783369840464997
Position 23116: 0.0003744475046489348
Position 22085: 0.0003726748574072202
Position 10596: 0.0003454846440088537
Position 989: 0.00032646510170836364
Position 17542: 0.0003103601981848852
Position 813: 0.0003097297155610878
Position 1330: 0.00030170980418892123
Position 17470: 0.0002790676147952593
Position 871: 0.00026835951241090556
Position 9188: 0.00023815944401502873
Position 903: 0.00022978652389720153
Position 16944: 0.00021875313586262798
Position 20822: 0.0001940246772600685
Position 21892: 0.0001927503612148432
Position 10437: 0.00018856166310117666
Position 992: 0.00018758677818418533
Position 17003: 0.00018316908777107568
Position 11692: 0.00016910209541687576
Position 470: 0.00015855534439558988
Position 9532: 0.00013530405376979793
Position 1513: 0.000130775358296742
Position 1084: 0.00011181971268038767
Position 394: 0.00010837005673659991
Position 19021: 0.00010604340511161887
Position 1410: 0.00010180479896856292
Position 16164: 9.933943407454339e-05
Position 17750: 9.239969685758282e-05
Position 18931: 8.014795064993936e-05
Position 11355: 7.959209965689693e-05
Position 9933: 7.457470048678093e-05
Position 9959: 7.317863043072414e-05
Position 20118: 6.927608183196555e-05
Position 13765: 6.466195293243051e-05
Position 9398: 5.938269594061374e-05
Position 971: 5.809020698564185e-05
Position 755: 4.6958321823228155e-05
Position 18172: 4.415764242008207e-05
Position 706: 4.0631403029617246e-05
Position 9864: 3.5724990225065294e-05
Position 10949: 3.4974111491562226e-05
Position 11335: 3.3626421204360974e-05
Position 9484: 2.9197366310221934e-05
Position 9566: 2.2026017864217716e-05
Position 17237: 2.1872548933105934e-05
Position 206: 2.0260136362976543e-05
Position 1176: 1.8735476597583514e-05
Position 1270: 1.1934369212137829e-05
Position 1164: 8.68056352114279e-06
Position 10567: 8.678581968410443e-06
Position 17564: 6.652054616534868e-06
Position 17509: 6.506096321078855e-06
Position 1132: 3.774604649011947e-06
Position 403: 1.6225846223373496e-06
Position 398: 1.4239036949208126e-06
Position 374: 1.1115746633452546e-06
Position 1088: 1.0000382814777785e-06
Position 356: 9.901328489134967e-07
Position 9579: 8.964055260193966e-07
Position 9556: 8.522186825953549e-07
Position 9562: 7.611509763135607e-07
Position 347: 4.86659844254019e-07
Position 9914: 4.585846428596973e-07
Position 10157: 3.701814180647226e-07
Position 235: 3.5711534850093494e-07
Position 10324: 1.4032199693138813e-07
Position 9366: 7.191666345747239e-08
Position 215: 1.569550804491619e-08
Position 218: 1.4783911747719932e-08
Position 412: 6.901093696458931e-09
Position 9481: 2.65187560752547e-09
Position 9545: 2.1279698175179967e-09
Position 533: 2.010730160064555e-09
Position 535: 1.099356613347761e-09
Position 307: 1.0814394514675096e-09
Position 310: 5.444831198658623e-10
Position 480: 1.6825745534728065e-10
Position 15247: 4.700904015766707e-11
Position 15482: 2.4029287050139787e-11
Position 15138: 1.6480768008944645e-11
