Gene = Ino80e
Position 5020: 6.084982573361801e-05
Position 8101: 5.8173511878822166e-05
Position 780: 4.7797811005995464e-05
Position 422: 4.209255110593438e-05
Position 191: 4.0440176635788494e-05
Position 375: 2.905609179891648e-05
Position 5570: 2.6655532277519862e-05
Position 4724: 2.5902964286336534e-05
Position 1929: 2.2766500417468766e-05
Position 201: 1.5626894443449847e-05
Position 6155: 1.3996155169423539e-05
Position 471: 1.3322243764030192e-05
Position 4691: 1.0210161246565491e-05
Position 217: 1.0059526600801942e-05
Position 710: 1.0021917249922012e-05
Position 4258: 8.661201479680352e-06
Position 162: 8.52146014131975e-06
Position 5037: 7.79058482487413e-06
Position 4074: 6.928083199109169e-06
Position 655: 6.393629891318315e-06
Position 411: 5.242369748121985e-06
Position 12: 4.772231287410964e-06
Position 451: 4.681537239662866e-06
Position 723: 4.670377895362173e-06
Position 608: 4.0563600033908385e-06
Position 77: 3.840252049494964e-06
Position 580: 2.818471417017615e-06
Position 157: 1.3727360648018164e-06
Position 570: 1.2923250787486272e-06
Position 229: 6.034371646568503e-07
Position 884: 5.696174742838947e-07
Position 50: 5.199656034619412e-07
Position 300: 4.3382850316605555e-07
Position 657: 3.7671749281313507e-07
Position 35: 2.905845054356215e-07
Position 237: 4.7206946421615794e-09
Position 4190: 1.1894331812115828e-09
Position 244: 2.124294346948051e-11
Position 545: 1.57499041710646e-11
Position 281: 2.0860906935835075e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9389150902532661
Position 4050: 0.846051628056622
Position 3885: 0.7753164667375788
Position 4495: 0.4760385898803503
Position 4786: 0.4658214065215402
Position 556: 0.3266791880966735
Position 545: 0.2814862865529179
Position 4546: 0.24195326115979326
Position 4383: 0.2391446562900257
Position 8846: 0.2336231444631813
Position 8954: 0.20834960423206228
Position 8993: 0.1782015938228893
Position 7964: 0.13180159830798033
Position 7666: 0.1042290121358705
Position 2055: 0.08874140336062669
Position 4115: 0.06768353672460892
Position 8711: 0.06132460326566212
Position 3830: 0.06019026280872931
Position 3823: 0.05538914816101525
Position 4092: 0.05212584976487963
Position 5807: 0.05079324831883536
Position 1847: 0.04853481153496893
Position 8257: 0.04723239832280997
Position 270: 0.04596659544857941
Position 8776: 0.04438013508809353
Position 8505: 0.033347204857258665
Position 1963: 0.024045484584748842
Position 3804: 0.021929743685343013
Position 4327: 0.019597203041268437
Position 10006: 0.019521630155128377
Position 6701: 0.019177474630306186
Position 8990: 0.017543917917823722
Position 1997: 0.014804075101342188
Position 2069: 0.013855722207907213
Position 2610: 0.01344149343172798
Position 3873: 0.013382427796465271
Position 433: 0.012691285837089603
Position 9480: 0.012545181031828632
Position 6682: 0.012543560661146641
Position 1886: 0.011287596537382948
Position 8277: 0.011092425923547315
Position 3909: 0.009863039355046519
Position 7144: 0.009590613593446082
Position 4129: 0.008452643720795225
Position 2386: 0.007971701116376472
Position 8157: 0.0063373735582403935
Position 6562: 0.0062670692699497805
Position 1928: 0.005739639625168236
Position 7647: 0.005644618686364457
Position 4054: 0.005504314962656976
Position 5838: 0.004960520076881118
Position 9254: 0.004942576689595244
Position 909: 0.004649971327069896
Position 5259: 0.004564568135887262
Position 7361: 0.004441641266266536
Position 294: 0.004032145783687133
Position 4830: 0.003984938882166369
Position 7718: 0.003750790557728978
Position 8130: 0.003667311096168868
Position 2593: 0.003461675977662353
Position 3754: 0.0033143015741832777
Position 1982: 0.0031743274739092194
Position 3891: 0.0031188716367975336
Position 2620: 0.002957999407562375
Position 6455: 0.00282949444910161
Position 570: 0.002704882946371476
Position 664: 0.002306089377705393
Position 2857: 0.0020078592925615443
Position 804: 0.001834346653336933
Position 2575: 0.0017897173541012788
Position 3757: 0.0017330151974242842
Position 479: 0.0017011272005817177
Position 2885: 0.0016787924949253552
Position 793: 0.0015547258320946214
Position 6750: 0.0014201004735230663
Position 1890: 0.0014168352982968286
Position 2209: 0.0013551470908823807
Position 3636: 0.001225992611142071
Position 3779: 0.0011894111026100047
Position 1692: 0.0011871922111977792
Position 5510: 0.0011041843292164232
Position 1858: 0.0010462559342271425
Position 3420: 0.001008061372519768
Position 857: 0.0009490250100611951
Position 2257: 0.0009045064781870438
Position 7927: 0.000874008797531962
Position 2243: 0.0008600637372187575
Position 973: 0.0008471014195763349
Position 1673: 0.0008339718704869092
Position 8898: 0.0008233333636620499
Position 9063: 0.0007877670616754371
Position 3000: 0.0007510251199706798
Position 489: 0.0007467993023684373
Position 4386: 0.0007114438727625814
Position 678: 0.0007046956942020107
Position 8902: 0.0006844616788518853
Position 7531: 0.0006610975762075192
Position 5048: 0.0006553188639367619
Position 5162: 0.0006114299383615342
Position 6607: 0.0005793347634957298
Position 7213: 0.0005696200534171458
Position 809: 0.0005623793766846915
Position 6820: 0.0005555778224223089
Position 2969: 0.0005548049615722007
Position 451: 0.0005360282537921628
Position 6520: 0.0005334861217937733
Position 5551: 0.0005134976475968634
Position 1993: 0.0004968686802117507
Position 779: 0.0004530228386895237
Position 3328: 0.00044418577132358404
Position 4056: 0.00041923121655681973
Position 3114: 0.0004111077105980024
Position 209: 0.00040705855977665544
Position 2204: 0.00039786987973337336
Position 7855: 0.00037117207560745087
Position 6271: 0.00036913623495098905
Position 1716: 0.00034988789094818936
Position 6217: 0.00032806170792869146
Position 1867: 0.0003264696960977971
Position 3372: 0.0003213520609882675
Position 1896: 0.0003157300260615898
Position 457: 0.00029892878570123986
Position 6121: 0.0002773231978402421
Position 4934: 0.0002761130842069887
Position 4059: 0.0002739481034271003
Position 624: 0.00025101399743253437
Position 7327: 0.000244321802267617
Position 309: 0.00022937883974783428
Position 1032: 0.0002248049864020527
Position 2912: 0.00022168366851633013
Position 5287: 0.00022137897055712018
Position 4017: 0.0001934964264908954
Position 1728: 0.00015087408421036102
Position 4734: 0.00014592860258559387
Position 6541: 0.0001307432437221969
Position 4333: 0.00011327868620036244
Position 4073: 0.00010878513264823179
Position 2276: 0.00010777309349048026
Position 2170: 9.90024169582201e-05
Position 5005: 9.194083665887146e-05
Position 576: 9.015115824725731e-05
Position 927: 8.390689529162081e-05
Position 718: 7.624426762898081e-05
Position 300: 7.168957346139127e-05
Position 1042: 7.079891615234577e-05
Position 3612: 6.934585095449371e-05
Position 4891: 6.511955304600528e-05
Position 315: 5.9697679997222025e-05
Position 4576: 5.196054389348727e-05
Position 5408: 5.0148333476806426e-05
Position 4560: 4.431000446568969e-05
Position 4723: 4.2441530690826545e-05
Position 5444: 3.1610142794191995e-05
Position 4234: 2.9415841881215893e-05
Position 4407: 2.5290486394036135e-05
Position 4275: 2.449379673453527e-05
Position 403: 2.1846263687196438e-05
Position 1084: 1.4679986509465285e-05
Position 884: 1.2546698774578234e-05
Position 4569: 1.2298588759010459e-05
Position 5211: 1.1680131088773402e-05
Position 224: 1.1498780726042005e-05
Position 482: 9.29514279829298e-06
Position 220: 9.192096830263095e-06
Position 4793: 8.212741874414592e-06
Position 312: 8.156099851289437e-06
Position 4555: 6.853514458904192e-06
Position 5167: 6.4708454086549465e-06
Position 5221: 6.4170097495873464e-06
Position 5191: 6.19421447323237e-06
Position 4303: 6.028998586765528e-06
Position 5135: 5.893867248222699e-06
Position 4254: 5.496049951358709e-06
Position 345: 5.46423059952847e-06
Position 467: 3.4662771945028896e-06
Position 5183: 3.178557400124525e-06
Position 320: 3.145751411598456e-06
Position 697: 3.112980474280765e-06
Position 1744: 3.0577313794349463e-06
Position 5524: 3.0281304631178163e-06
Position 460: 2.3949695582966024e-06
Position 4339: 2.276348092000781e-06
Position 4352: 1.891069305675965e-06
Position 4866: 1.7989297866986822e-06
Position 5225: 1.7805300382996286e-06
Position 217: 1.6149381215459804e-06
Position 4345: 1.4970057160194405e-06
Position 4696: 1.416022100987987e-06
Position 1698: 1.1830798416865388e-06
Position 226: 1.1144428745012825e-06
Position 360: 7.1349752477518e-07
Position 355: 6.732566037118309e-07
Position 2405: 4.988343940312117e-07
Position 385: 3.0779352277848246e-07
Position 1651: 2.5343017392584953e-07
Position 362: 2.0712455196421684e-07
Position 4896: 1.8044108862892905e-07
Position 4718: 1.7620413852032348e-07
Position 4903: 1.6056519983856602e-07
Position 589: 1.2917280943111246e-07
Position 723: 1.0518757855568729e-07
Position 493: 9.908000338847153e-08
Position 1044: 9.889584124855162e-08
Position 4740: 8.906211677088988e-08
Position 324: 7.956414955775835e-08
Position 628: 6.549845135320305e-08
Position 367: 4.967188033020865e-08
Position 332: 4.0204185429343316e-08
Position 501: 3.87963897440602e-08
Position 2181: 3.8661454130355615e-08
Position 99: 1.8747570920032605e-08
Position 4683: 1.4505816135270682e-08
Position 191: 1.3053764930273429e-08
Position 831: 4.250734403286965e-09
Position 1679: 3.4241368664771764e-09
Position 608: 3.268155862929599e-09
Position 814: 2.3165505975337374e-09
Position 4844: 1.4077905670453495e-09
Position 77: 1.221428648102122e-09
Position 688: 1.0922764137363643e-09
Position 4279: 3.317567593373663e-10
Position 91: 2.1119450196751775e-11
Position 115: 8.056102311030665e-12
Position 121: 6.4529158429395974e-12
Position 109: 2.5482440471263527e-12
Position 144: 2.3970451803514504e-12
Position 183: 9.743254051118578e-13
Position 138: 7.862636867363974e-13
Position 168: 3.8850822804949313e-13
Position 162: 1.697044995613823e-14
Position 181: 8.040556075900535e-15
