Gene = Tmppe
Position 308: 1.4823674171592427e-06
Position 559: 1.2858623086189013e-06
Position 604: 1.242556592787928e-06
Position 491: 1.2239307002542488e-06
Position 648: 1.0997673308739753e-06
Position 519: 9.292301633466943e-07
Position 289: 7.283188337376709e-07
Position 230: 6.567065095246598e-07
Position 3265: 6.506163710086754e-07
Position 298: 5.446820614134277e-07
Position 447: 4.677849043394297e-07
Position 210: 4.587735529135534e-07
Position 217: 4.527226946097831e-07
Position 2555: 4.111547286581812e-07
Position 489: 2.906950584688482e-07
Position 1168: 2.3584914857842447e-07
Position 1198: 1.4020416374691287e-07
Position 169: 1.0052423256059224e-07
Position 219: 8.44286276610042e-08
Position 452: 7.485711452704809e-08
Position 1216: 2.6069374288405726e-08
Position 1175: 6.027539582371974e-10
Position 225: 2.2829820224281545e-12
