Gene = Hcst
Position 938: 0.000147003289931353
Position 240: 0.00012607006883732266
Position 946: 0.00011172235672103982
Position 1221: 9.860914074080449e-05
Position 1235: 9.778090794580058e-05
Position 702: 9.398504644503293e-05
Position 1812: 9.143661115405051e-05
Position 574: 8.960072109423418e-05
Position 861: 8.233262482825241e-05
Position 473: 7.63231630979649e-05
Position 593: 7.312494400860028e-05
Position 870: 7.30434935409116e-05
Position 801: 6.897339805100843e-05
Position 202: 6.501878261624093e-05
Position 1127: 4.257722251267078e-05
Position 363: 3.244905879720168e-05
Position 970: 2.627866877472829e-05
Position 1026: 1.642508343435961e-05
Position 1049: 1.361656116311853e-05
Position 314: 1.1897760323257863e-05
Position 372: 1.0489252970131505e-05
Position 1061: 1.0478158379276637e-05
Position 995: 9.27625628895855e-06
Position 1006: 8.76806127825416e-06
Position 931: 5.6303842311424925e-06
Position 270: 5.370797770358356e-06
Position 584: 3.5738386309159896e-06
Position 963: 3.040027405668536e-06
Position 894: 2.9289180280224936e-06
Position 929: 2.8858477041555896e-06
Position 385: 2.5219725573701035e-06
Position 74: 1.1485198328589677e-06
Position 94: 7.127964571842149e-07
Position 1539: 4.3990837386275536e-07
Position 876: 4.1693096970927244e-07
Position 989: 3.286872819942627e-07
Position 544: 4.9492757102814266e-08
Position 586: 2.9427438367362166e-08
Position 204: 2.1303595034975718e-08
Position 611: 1.9512496213850768e-08
Position 591: 1.2632223084449453e-08
Position 180: 1.083724228086745e-08
Position 210: 4.5374276266848335e-09
