Gene = Defb41
Position 3067: 0.017843480430648227
Position 323: 0.015468552222250806
Position 2769: 0.013696771953999373
Position 2729: 0.01306285581404446
Position 3119: 0.011871001786346693
Position 3600: 0.011708072287416656
Position 467: 0.010350479365534107
Position 3788: 0.009989663738010843
Position 4393: 0.009101365428359303
Position 1960: 0.008675279102436859
Position 3377: 0.007614772458338786
Position 1577: 0.007127562314695893
Position 4037: 0.00642089752158672
Position 3403: 0.004883574849806355
Position 1715: 0.004879871514830394
Position 2247: 0.004812129675033761
Position 3019: 0.00465954380389079
Position 4279: 0.004231443804955315
Position 946: 0.004104955924814453
Position 796: 0.003967258626532976
Position 3447: 0.003822868967201621
Position 1424: 0.003785999153309022
Position 3392: 0.0031349121117212574
Position 353: 0.0031198108625104318
Position 4310: 0.003019389308693
Position 3444: 0.0028470612031295654
Position 1372: 0.0024694988006102544
Position 153: 0.002456387522028303
Position 700: 0.0022743781737191316
Position 530: 0.002120177952679113
Position 4087: 0.0020557561072177205
Position 1393: 0.0017117828455494172
Position 4115: 0.0016012758474747632
Position 1462: 0.0015659690085580065
Position 1653: 0.0014573708144637117
Position 1502: 0.0011964028040762917
Position 1547: 0.0011897556636334362
Position 1365: 0.001167389028451336
Position 1049: 0.0009524639483275532
Position 3565: 0.0008545969899203354
Position 202: 0.0008258878715185302
Position 1471: 0.0006231749684226854
Position 1125: 0.0005284682064340871
Position 2441: 0.0005012663938883027
Position 2229: 0.00040725292652477247
Position 2995: 0.0004033598013713369
Position 1350: 0.0003984752152416418
Position 4149: 0.0003877937137347084
Position 4094: 0.0003860623259486803
Position 1100: 0.0003760202647454621
Position 1246: 0.0003608135282423613
Position 3464: 0.00026984044163282783
Position 2116: 0.00026913696599659517
Position 1148: 0.00021248065579874677
Position 1353: 0.0002100160743397117
Position 337: 0.00020481657212260298
Position 1488: 0.0001808071557186138
Position 743: 0.00016971944023543503
Position 2295: 0.0001508597226037976
Position 1511: 0.0001394987270419399
Position 731: 0.00013644433130875126
Position 1475: 9.433103389089968e-05
Position 1995: 9.121349554588304e-05
Position 471: 8.730311279081606e-05
Position 1976: 7.069319506713784e-05
Position 1514: 6.689313425339188e-05
Position 413: 6.422376014349008e-05
Position 828: 5.534468245901388e-05
Position 397: 4.5655900486337754e-05
Position 150: 4.3422357345355596e-05
Position 2182: 4.161443809082949e-05
Position 2560: 4.1431869474635265e-05
Position 1263: 3.8289003411459e-05
Position 1426: 3.613538877459462e-05
Position 486: 3.489518649330674e-05
Position 2044: 3.4247771904236926e-05
Position 1725: 2.8909339829987132e-05
Position 1761: 2.1279112407396248e-05
Position 1797: 2.0792615395371137e-05
Position 208: 1.510029453244939e-05
Position 410: 1.211143763507432e-05
Position 2290: 1.2076519253550985e-05
Position 2050: 1.1114033340772304e-05
Position 1982: 1.0489555678117316e-05
Position 2554: 7.508147571560247e-06
Position 1736: 6.324025429956349e-06
Position 215: 5.0701492230368175e-06
Position 248: 1.0002703613440452e-06
Position 576: 9.024812796692496e-07
Position 253: 5.030908493230493e-07
Position 543: 4.177680676375806e-07
Position 77: 3.440280294717994e-07
Position 1172: 1.4082501243498923e-07
Position 88: 6.395603391869636e-08
Position 218: 5.161288748474807e-08
Position 111: 9.091480513668588e-09
Position 236: 4.2331103975854956e-09
Position 79: 4.066408433111326e-09
Position 231: 4.449897271182167e-10
Position 104: 2.345359407105916e-12
Position 96: 1.448690014863773e-12
