Gene = Tiprl
Position 746: 3.9722625198935046e-05
Position 854: 3.809135094925663e-05
Position 11312: 2.7744308373258648e-05
Position 666: 2.367379845660691e-05
Position 673: 2.2492148657113435e-05
Position 11356: 2.158219726743215e-05
Position 668: 1.7529943127980092e-05
Position 595: 1.4053301435652603e-05
Position 440: 1.3328955883285328e-05
Position 11206: 1.2086780577182597e-05
Position 600: 1.0575120253849965e-05
Position 11124: 1.0140746011279269e-05
Position 579: 5.251573564894794e-06
Position 539: 4.70973143331614e-06
Position 868: 2.358102546369006e-06
Position 574: 1.4462623560571568e-06
Position 464: 1.3173958904647314e-06
Position 605: 9.698629160808408e-07
Position 391: 1.3484807075326757e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19097: 0.9421280474666465
Position 16748: 0.9416412485614155
Position 8495: 0.9121834168696427
Position 9338: 0.8714296778583079
Position 10993: 0.7448604878357049
Position 14282: 0.7333378115790244
Position 737: 0.5325635182801327
Position 21062: 0.29671203970573096
Position 23957: 0.11413177117906999
Position 9042: 0.10194521759855531
Position 23121: 0.09543204783084756
Position 10148: 0.08465048811253517
Position 13388: 0.07369988229508045
Position 21388: 0.06483344750223854
Position 22045: 0.05925148238061418
Position 19260: 0.054785755247851176
Position 8996: 0.05076745509226853
Position 1154: 0.04470444958447084
Position 20068: 0.04005238209835137
Position 16689: 0.03873709852698979
Position 1925: 0.03636941673163541
Position 21306: 0.036283994063130175
Position 20826: 0.03551094791149461
Position 20157: 0.03406069473327917
Position 5694: 0.032615063716456776
Position 15871: 0.031744109947830564
Position 23542: 0.031673410364732514
Position 23770: 0.028632724558316332
Position 9842: 0.02861231849706621
Position 22635: 0.02772638901502166
Position 20370: 0.027404941278488575
Position 19504: 0.01909628753356374
Position 22117: 0.01848269694318485
Position 9680: 0.018304055484512617
Position 19038: 0.017858969321625916
Position 1174: 0.016106342904133354
Position 2017: 0.015859329629970477
Position 9739: 0.01580516341995181
Position 20129: 0.015694521432508695
Position 14134: 0.015253822502352608
Position 9078: 0.014033295574009248
Position 12748: 0.013888599999951064
Position 14673: 0.013706971118508467
Position 19728: 0.01318776988895345
Position 24565: 0.01315111070378179
Position 22142: 0.012956005979662589
Position 23260: 0.012797364068974072
Position 11988: 0.012786219496481115
Position 11057: 0.010659435646231284
Position 10998: 0.010574436810577403
Position 21122: 0.010493666282294515
Position 23985: 0.010283175372831209
Position 10430: 0.009344484668123428
Position 20396: 0.008927289761004532
Position 12782: 0.008722183657245119
Position 19532: 0.007276149615426944
Position 22746: 0.00667878640446538
Position 19777: 0.006616825521189697
Position 9846: 0.005949604519076165
Position 23659: 0.005491269425118059
Position 19382: 0.005468926850968112
Position 23767: 0.005396559260651232
Position 21153: 0.005134804779577985
Position 14298: 0.0050936135783144
Position 16912: 0.004953437212022546
Position 19365: 0.004883439910726506
Position 15666: 0.0048272760242419905
Position 23003: 0.00437927385971892
Position 1969: 0.0036066348203864194
Position 1740: 0.0031607158886138775
Position 1940: 0.0030734754167177315
Position 2845: 0.0030413094101416982
Position 1812: 0.0029996404722573942
Position 615: 0.002948808619677376
Position 17015: 0.0028191796496115297
Position 10335: 0.0027995415580939517
Position 21852: 0.00261029258883424
Position 15744: 0.0025816267847725166
Position 844: 0.0025205679447147617
Position 17800: 0.0024952833412430725
Position 19965: 0.0023279330252313417
Position 21400: 0.0023072560054973796
Position 19867: 0.002092740981873689
Position 12752: 0.002002755105352101
Position 15253: 0.0018084666463768712
Position 12796: 0.0018008228881823667
Position 1712: 0.0016326794508056497
Position 508: 0.0015872982960219463
Position 19655: 0.0014769444950030433
Position 21346: 0.0014725680940098542
Position 20024: 0.0014542469243347996
Position 10184: 0.0014515964414741275
Position 20163: 0.0012935104862059096
Position 9910: 0.00124664253334694
Position 1543: 0.001212849631292022
Position 11083: 0.001079360138395414
Position 19369: 0.001073984659496634
Position 1921: 0.001036793467367977
Position 10929: 0.0010271232876835686
Position 315: 0.0009847444641905836
Position 130: 0.0009264215701860644
Position 20105: 0.0009173405659611139
Position 20102: 0.0008669676859208663
Position 20870: 0.0008645114367927258
Position 20692: 0.0008553474751133465
Position 745: 0.000744338475680528
Position 19854: 0.0006824475576416656
Position 17733: 0.0006250951510622247
Position 340: 0.0006051197156498749
Position 9686: 0.0005599237259426705
Position 430: 0.000549567483183713
Position 19275: 0.0004989154661128738
Position 19281: 0.0004904592977368235
Position 2770: 0.00040320833738011707
Position 17107: 0.0003743947095332043
Position 1081: 0.0003616207122976014
Position 692: 0.00035977266143139773
Position 1955: 0.0003055683010319395
Position 1097: 0.0002772383114544745
Position 1177: 0.00022082669754054275
Position 1165: 0.00020434038847536414
Position 379: 0.00020419248097244518
Position 1100: 0.0002036914229611863
Position 18136: 0.00019270456680867593
Position 166: 0.00015903621545035378
Position 11717: 0.00013012672267817923
Position 438: 0.00010591907299114462
Position 579: 9.550733999421597e-05
Position 11227: 9.364923544693613e-05
Position 898: 4.107485918625557e-05
Position 9565: 4.0319647881502785e-05
Position 861: 2.983740767060418e-05
Position 878: 2.9340461274779018e-05
Position 851: 2.6837079364324622e-05
Position 135: 2.2745243836002242e-05
Position 586: 1.831671017866579e-05
Position 770: 1.1550913900869145e-05
Position 196: 7.80969442544322e-06
Position 18804: 7.67068356326714e-06
Position 645: 5.093986610784618e-06
Position 911: 5.068829162658105e-06
Position 1078: 4.0187358171954155e-06
Position 181: 3.928546611925187e-06
Position 892: 3.6700287761253048e-06
Position 775: 3.496379113534558e-06
Position 450: 3.1281654265142897e-06
Position 1785: 2.3208053005367767e-06
Position 132: 1.877407204981832e-06
Position 699: 1.2570649434658095e-06
Position 142: 1.0865821986504088e-06
Position 758: 1.0655677951862024e-06
Position 214: 7.513541693375702e-07
Position 242: 6.085418517099223e-07
Position 247: 5.075867411217108e-07
Position 271: 2.7332926332853406e-07
Position 1059: 9.852051985848649e-08
Position 20018: 5.861850505560556e-08
Position 924: 2.39719193140194e-08
Position 706: 4.178681756614158e-09
