Gene = Selplg
Position 1895: 0.0002658520032637459
Position 3945: 0.00026404040029809236
Position 3445: 0.00026206371382830705
Position 2272: 0.0002518150998336098
Position 4363: 0.00024845368429935816
Position 3722: 0.00019604437062985502
Position 5757: 9.017023155915558e-05
Position 264: 1.2641590257174048e-05
Position 243: 5.54941084144814e-06
Position 36: 2.8001668754600898e-06
Position 61: 1.3284518064701352e-06
Position 240: 9.77064830919301e-07
Position 251: 9.61800897260484e-07
Position 102: 4.7330437337629906e-07
Position 809: 4.276511310396572e-07
Position 181: 3.7795468578062596e-07
Position 157: 3.578344088977642e-07
Position 105: 1.5337734469087013e-07
Position 73: 1.1984808212201725e-07
Position 71: 1.1775018639205949e-07
Position 63: 1.1609335801801912e-07
Position 143: 9.375110371713348e-08
Position 88: 4.0981723934381146e-08
Position 29: 3.95208075672124e-08
Position 460: 1.6068291211944093e-08
Position 372: 6.565016155424637e-09
Position 452: 5.451181630975953e-09
Position 797: 2.286828411196497e-09
Position 321: 2.031249989028386e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10252: 0.9436355532635384
Position 11654: 0.5842710434901097
Position 4065: 0.3948079299167009
Position 11821: 0.1499266700861895
Position 10510: 0.10257100837673995
Position 11206: 0.08867909305686013
Position 7427: 0.08492417146285836
Position 4550: 0.0816825551070969
Position 10485: 0.058622586134714064
Position 11797: 0.05348933839781018
Position 7821: 0.05214326153280812
Position 7615: 0.04778342133093175
Position 3185: 0.04244940632415747
Position 11293: 0.04167355130984684
Position 11322: 0.032471212898880296
Position 6113: 0.03019039531581585
Position 5979: 0.02605356525334775
Position 5497: 0.02531264710938418
Position 5585: 0.02301972188730733
Position 11685: 0.02227084616238389
Position 11041: 0.021091940865009227
Position 7580: 0.02073100544180377
Position 11884: 0.020266598333174304
Position 6153: 0.019734054566279028
Position 297: 0.017760699075995662
Position 10678: 0.017439423062544483
Position 2619: 0.011908027532363034
Position 329: 0.011014896849316126
Position 11062: 0.010404825191277636
Position 5672: 0.007885755697541701
Position 6622: 0.007615259682560243
Position 7176: 0.007327744707414916
Position 4979: 0.007315733398223409
Position 7529: 0.006296471485089483
Position 11836: 0.005532968011356023
Position 3324: 0.005467028128532404
Position 11147: 0.0050212116137365575
Position 4868: 0.0041000909544573125
Position 4184: 0.004049669495658982
Position 4208: 0.003942547630991901
Position 5059: 0.0035460198797062545
Position 2577: 0.003338681066321314
Position 10585: 0.0029191857962166776
Position 4038: 0.0027627072746509215
Position 4657: 0.002723206081495688
Position 8909: 0.002684814090119399
Position 4956: 0.0022132323765283804
Position 5477: 0.0021893955634338493
Position 342: 0.002042061495036483
Position 9477: 0.001944676029648304
Position 4888: 0.0019409445976968308
Position 5700: 0.001759852999578912
Position 6005: 0.0014790784037124732
Position 2365: 0.001468987454665436
Position 11574: 0.001439944266419829
Position 1700: 0.0013900087587762437
Position 3344: 0.001289068919758093
Position 5523: 0.001148467837769767
Position 3318: 0.0011274657967121318
Position 3340: 0.0011130622961364573
Position 2454: 0.0010436485705833498
Position 8786: 0.0009790551554847815
Position 6296: 0.0009343599429639109
Position 4347: 0.000928179589039294
Position 263: 0.0008696367529774361
Position 3822: 0.0008658266529074695
Position 4136: 0.0008183099093545613
Position 6907: 0.0007817556185878537
Position 2340: 0.0007759005404554838
Position 1736: 0.0007686454161157312
Position 7101: 0.0007627156490921298
Position 221: 0.0006436086011493932
Position 3501: 0.0006241099495615314
Position 3467: 0.0005577133134079641
Position 3888: 0.0005085243002795008
Position 2503: 0.0004933722928420834
Position 11890: 0.00046375448183086777
Position 361: 0.00041789208854258684
Position 1435: 0.0003929833030139041
Position 1515: 0.00039273311678759314
Position 272: 0.0003842468773537904
Position 3352: 0.00036908577351725243
Position 847: 0.0002779394357803076
Position 2633: 0.00027751373191686204
Position 3680: 0.0002658032928862274
Position 3108: 0.00022540908748755999
Position 3657: 0.00022357671419704874
Position 2006: 0.0002179629174876096
Position 5836: 0.00021748900150136562
Position 7220: 0.00021345155372767144
Position 1415: 0.00018835355498999983
Position 1613: 0.00018456153312336395
Position 2040: 0.00017773984600575292
Position 1532: 0.00017024216274792893
Position 6854: 0.0001565939710576708
Position 1869: 0.00015030200300045568
Position 1309: 0.00013354252700660275
Position 4077: 0.00013077551889200133
Position 2832: 0.00012421377835599256
Position 2110: 0.0001236103533553182
Position 6396: 0.00010587052374452186
Position 1040: 0.00010565487180646751
Position 355: 0.0001026066989712733
Position 2598: 0.00010023896726084551
Position 4473: 9.956110081004891e-05
Position 2181: 9.863024567011805e-05
Position 5384: 9.819858966067284e-05
Position 778: 9.6719968799702e-05
Position 3511: 9.633713209707363e-05
Position 4865: 9.549972306361411e-05
Position 2585: 8.83601884165481e-05
Position 4568: 6.787568721611226e-05
Position 1799: 6.389762211073294e-05
Position 4528: 6.346791006183773e-05
Position 3226: 5.529823054757387e-05
Position 746: 5.319037348257913e-05
Position 1357: 5.156613347916935e-05
Position 1459: 4.860536363804624e-05
Position 2774: 4.5519332787210185e-05
Position 5916: 4.544473904403097e-05
Position 311: 4.518928232241509e-05
Position 1745: 4.383938739557564e-05
Position 4744: 4.2694599795176526e-05
Position 561: 3.962640897505022e-05
Position 3558: 3.839296457536225e-05
Position 3198: 3.689151072535054e-05
Position 3166: 3.5795347116455444e-05
Position 1263: 3.28480237058171e-05
Position 1767: 3.065143983505368e-05
Position 418: 3.0343055550513768e-05
Position 584: 2.8735799286904348e-05
Position 2413: 2.7015001849510984e-05
Position 797: 2.7012628872954974e-05
Position 2477: 2.612142474759252e-05
Position 1280: 2.533356142604065e-05
Position 775: 2.0556626718275567e-05
Position 4239: 2.0108373544667476e-05
Position 1437: 1.985247987244049e-05
Position 1467: 1.6520842108028367e-05
Position 424: 1.5836771807010347e-05
Position 1449: 1.3949034632844672e-05
Position 4836: 8.96764892710431e-06
Position 1164: 4.51203649514431e-06
Position 1990: 3.4573580548691043e-06
Position 1082: 2.892954869893091e-06
Position 870: 2.783864469456827e-06
Position 1006: 2.000048220451905e-06
Position 986: 1.9430656164894557e-06
Position 1465: 9.290770805819614e-07
Position 2380: 8.945717817168502e-07
Position 1526: 5.698614287362336e-07
Position 1397: 4.242669288235767e-07
Position 275: 4.177459334187372e-07
Position 640: 3.130031204582909e-07
Position 1314: 3.3071411715137444e-08
Position 240: 3.3978851178523814e-09
Position 363: 3.393086062608805e-09
Position 366: 1.911919586997453e-09
Position 429: 1.6687034589982214e-10
Position 431: 1.0580954261110536e-10
Position 442: 2.96304576613542e-11
Position 436: 3.773652457317447e-12
Position 124: 2.087254354298357e-12
Position 128: 1.1552814500455488e-12
Position 452: 1.1077907152012143e-12
Position 157: 9.421456393182285e-13
Position 460: 3.61514683848673e-13
Position 100: 3.204010388327651e-13
