Gene = Ecrg4
Position 48: 5.278740903410262e-06
Position 366: 5.0963005765595095e-06
Position 1374: 5.0476427358290855e-06
Position 1673: 4.945987618088962e-06
Position 943: 4.138647612651089e-06
Position 310: 3.178621164663835e-06
Position 1041: 3.156179868297936e-06
Position 1202: 3.1409143359031013e-06
Position 642: 2.558025201698933e-06
Position 1396: 2.1501162980184924e-06
Position 235: 1.684161403386526e-06
Position 625: 1.666117320055299e-06
Position 522: 1.341660464207603e-06
Position 348: 1.2892871826603538e-06
Position 35: 8.273418717082569e-07
Position 2105: 5.560330985993784e-07
Position 2205: 4.666261623247363e-07
Position 247: 4.0039573229268423e-07
Position 2098: 3.7395066282528114e-07
Position 294: 2.2053719030774315e-07
Position 512: 3.257677342077437e-10
Position 568: 8.221365871546832e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6597: 0.9467772625416331
Position 11642: 0.9282257942092274
Position 7957: 0.5646451634112457
Position 942: 0.28204318974206416
Position 8883: 0.27218786176809867
Position 10233: 0.19742672464589928
Position 8458: 0.10024693918824712
Position 7974: 0.07991972691226755
Position 2851: 0.06528739526066094
Position 4197: 0.06320854718901459
Position 8017: 0.06097782402724686
Position 11287: 0.05933267397593787
Position 1934: 0.04661165846947925
Position 9607: 0.031174408078359948
Position 748: 0.028452352033847356
Position 11092: 0.02164371664071082
Position 960: 0.0213164913208209
Position 6533: 0.01758294439470649
Position 2604: 0.017498401305862204
Position 1878: 0.015075507575823622
Position 7337: 0.014420621839434926
Position 8908: 0.013670184123151193
Position 8800: 0.0131418670091605
Position 8498: 0.01259986432053061
Position 7894: 0.012370220897067472
Position 8523: 0.011805133333760348
Position 5407: 0.011694324902369825
Position 7984: 0.011125003918625885
Position 7990: 0.010810191575801618
Position 5365: 0.010525562272281373
Position 9433: 0.009988191158660497
Position 2648: 0.008154141023797882
Position 3361: 0.007655310955324447
Position 919: 0.007470491505572386
Position 3524: 0.007038691032795757
Position 4339: 0.006649032008909664
Position 8961: 0.005321069928935157
Position 11677: 0.0051170518445495285
Position 4963: 0.004532952540173231
Position 10858: 0.00452637638682301
Position 4168: 0.004463640732798543
Position 2460: 0.00432948566142581
Position 1760: 0.004003650020775165
Position 5455: 0.003744157931699126
Position 6393: 0.0035160995524588295
Position 10896: 0.0034534957199180063
Position 9171: 0.0034057435423967513
Position 4092: 0.003355051307115424
Position 4121: 0.002733906347996238
Position 4365: 0.0026460942980251036
Position 895: 0.002613444942804162
Position 994: 0.002555904534302595
Position 2675: 0.0023855241065460987
Position 11136: 0.0023251155050819684
Position 8576: 0.002262465916988072
Position 1975: 0.0022254661270032813
Position 5282: 0.002213098112985907
Position 8548: 0.0021703307215409254
Position 3581: 0.002122999364267182
Position 270: 0.0019690338171714406
Position 11173: 0.001533424079939554
Position 3384: 0.0015276328585007491
Position 259: 0.0015243354054611618
Position 8664: 0.0014222383150105853
Position 1650: 0.0014027798738160465
Position 8454: 0.0013051722591646926
Position 2274: 0.001257485099795107
Position 971: 0.0012182793226631114
Position 752: 0.0011626078581723955
Position 3303: 0.0010905867879932173
Position 4299: 0.0010815064471365883
Position 2530: 0.0009332953721233107
Position 1757: 0.0009160393947756016
Position 2481: 0.0008983553679859327
Position 858: 0.0008652154558631295
Position 247: 0.0008482396737089168
Position 968: 0.0008328190272001344
Position 2730: 0.000815116708592853
Position 1659: 0.0008104656899940847
Position 10374: 0.0007905835487301733
Position 4819: 0.0007676221455813922
Position 1726: 0.0007337835274246187
Position 2738: 0.0006755206057694691
Position 7264: 0.0004997217695483466
Position 1052: 0.00042760525733146913
Position 474: 0.00039748407020751437
Position 310: 0.0003788352885286534
Position 2875: 0.00035739805706736807
Position 1004: 0.00034804485143388394
Position 828: 0.0002642840362994301
Position 1278: 0.0002524442029075758
Position 7431: 0.00022382318386602186
Position 8681: 0.0001795603590157004
Position 9147: 0.00016026215639926945
Position 7703: 0.00011218682290130275
Position 5636: 0.00011029205612296059
Position 9365: 8.162472296370827e-05
Position 493: 7.46812923182727e-05
Position 471: 7.102410858011758e-05
Position 361: 6.219895396074268e-05
Position 6806: 5.887614229022073e-05
Position 1434: 3.803151464756825e-05
Position 5808: 2.9296357310613106e-05
Position 193: 2.8482126069296667e-05
Position 535: 2.5616536273252012e-05
Position 1812: 2.2397541699633723e-05
Position 1695: 1.7107715931868867e-05
Position 3317: 1.67862208943311e-05
Position 3437: 1.651037110003914e-05
Position 1545: 1.611344503556527e-05
Position 1372: 1.5730586213333325e-05
Position 1202: 1.5272070974898727e-05
Position 1831: 1.5073689132413306e-05
Position 1414: 1.3010606266465713e-05
Position 1127: 1.2944448079596402e-05
Position 2949: 1.1576582368608243e-05
Position 2548: 1.0765694153881386e-05
Position 2418: 1.0546312718500308e-05
Position 2053: 9.03191715573065e-06
Position 4687: 7.843298002407821e-06
Position 1283: 7.027747228073485e-06
Position 4458: 6.5016212742501394e-06
Position 287: 6.296579951373047e-06
Position 1763: 6.043080096349203e-06
Position 765: 5.997291409107835e-06
Position 1911: 5.48206564772785e-06
Position 675: 5.272407792392201e-06
Position 1466: 3.8075397258310816e-06
Position 512: 3.7002856596999225e-06
Position 229: 3.69535974285244e-06
Position 1113: 3.5130160257438458e-06
Position 3155: 3.2829468010931526e-06
Position 1140: 3.056398508085722e-06
Position 1503: 2.997958881886666e-06
Position 1304: 2.771303714773168e-06
Position 539: 2.080454234976236e-06
Position 1028: 1.7450749755729185e-06
Position 2050: 1.3437343293776948e-06
Position 1701: 1.2900344780034746e-06
Position 1185: 1.2361542021862564e-06
Position 1079: 1.2138761170082332e-06
Position 96: 1.1063835139465084e-06
Position 996: 1.0582167500420102e-06
Position 1396: 1.039055350951128e-06
Position 199: 9.909854829904813e-07
Position 571: 7.316932990046537e-07
Position 1350: 7.255879943301166e-07
Position 1147: 7.222508820903858e-07
Position 195: 6.483871499653761e-07
Position 599: 3.861841650815803e-07
Position 107: 2.9450677970441523e-07
Position 167: 2.428299163103275e-07
Position 551: 2.2688616779411378e-07
Position 86: 2.089413036026221e-07
Position 410: 1.9965817601988363e-07
Position 99: 1.8799686399787251e-07
Position 138: 1.647713285503913e-07
Position 636: 1.6124474343523976e-07
Position 522: 1.4902159381546694e-07
Position 543: 1.0043821407651132e-07
Position 407: 5.7780976282606076e-08
Position 603: 5.6683245855179076e-08
Position 559: 5.5415764816640924e-08
Position 840: 3.938204769382978e-08
Position 1741: 3.586269920244548e-08
Position 366: 3.271240904447881e-08
Position 625: 2.0710690679978333e-08
Position 671: 1.8345901221447727e-08
Position 394: 1.6704439297298294e-08
Position 112: 9.99060706864562e-09
Position 1116: 7.50496340260632e-09
Position 1280: 7.296082708735984e-09
Position 1054: 7.249822624053771e-09
Position 1142: 5.3488408412874946e-09
Position 613: 2.7055845822870297e-09
Position 568: 1.5660926834374378e-09
Position 622: 1.5570801024895973e-09
Position 387: 7.848482043590933e-10
Position 655: 4.264515267441323e-10
Position 209: 1.5705959813682385e-10
Position 785: 5.587269284684499e-11
Position 1225: 1.9006971230053472e-11
Position 1092: 1.794329228244217e-11
Position 1209: 1.3674818538891568e-11
