Gene = Lins1
Position 415: 1.8451408236350135e-06
Position 6560: 1.7557658787376476e-06
Position 294: 1.6680948262582034e-06
Position 837: 1.5971775945305892e-06
Position 238: 1.5550848028319419e-06
Position 687: 1.525647915775782e-06
Position 408: 1.4838941808649102e-06
Position 241: 1.4250530658704539e-06
Position 643: 1.0090368438767891e-06
Position 995: 7.726347965884323e-07
Position 405: 6.720050462456253e-07
Position 57: 6.507132659446899e-07
Position 8062: 3.114738233474679e-07
Position 11299: 3.05987385631454e-07
Position 269: 6.814917243158645e-08
Position 449: 6.655177683941646e-08
Position 156: 6.383243356630349e-08
Position 371: 6.383018124902127e-08
Position 907: 5.470118372992664e-08
Position 106: 5.228347450582075e-08
Position 696: 5.005886758576669e-08
Position 277: 4.557452852618469e-08
Position 779: 4.023388896563075e-08
Position 77: 3.372817635723068e-08
Position 901: 2.9504170073349035e-08
Position 495: 2.4913627335199423e-08
Position 87: 2.457612001990809e-08
Position 1028: 1.6781186806637141e-09
Position 1819: 1.0955089054703815e-09
Position 1949: 5.451391186781015e-10
Position 871: 4.343760797994094e-10
Position 1368: 3.3994937923633407e-10
Position 1924: 2.466277015673075e-10
Position 724: 1.620243133554403e-10
Position 521: 3.21075810395326e-11
Position 47: 8.241960207856369e-12
Position 176: 3.077949889386614e-12
Position 790: 5.989516440226247e-16
Position 816: 4.823912999554071e-16
Position 497: 4.331333628254415e-16
Position 506: 4.207869791052202e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 18744: 0.9591676461864971
Position 6281: 0.9076185074782486
Position 19399: 0.8903607856331065
Position 23906: 0.6451702031527631
Position 22046: 0.37867371037589026
Position 16301: 0.37417200348135365
Position 18145: 0.3566955004014663
Position 15907: 0.16842152597880589
Position 21989: 0.15512334894274218
Position 12610: 0.12414608253155118
Position 12695: 0.11524884957120723
Position 2869: 0.08171176084757356
Position 15685: 0.0783731318292135
Position 20264: 0.06780139378877935
Position 5861: 0.06619220923923796
Position 22574: 0.06053452192215428
Position 5839: 0.06015817133980199
Position 23832: 0.05726874557229489
Position 22269: 0.05150314486047152
Position 2038: 0.051114297725508816
Position 6353: 0.04965618385051785
Position 3869: 0.042069806255987455
Position 2831: 0.03757834774911473
Position 5910: 0.035111586933061004
Position 6032: 0.022761833916471578
Position 6170: 0.022301147466689812
Position 22628: 0.02227509979148263
Position 20335: 0.017506074432666587
Position 3074: 0.017455623917589713
Position 3009: 0.017378950877487857
Position 23126: 0.017071821193533173
Position 19496: 0.01551233835239266
Position 21845: 0.013639679534078977
Position 1941: 0.013501085086687582
Position 3026: 0.013036507807719845
Position 24141: 0.011865226995577903
Position 1202: 0.01148007688626956
Position 9470: 0.011118960677329561
Position 24678: 0.010397360400591193
Position 24579: 0.010241909451748894
Position 20507: 0.009579763461302808
Position 24108: 0.009402769741085708
Position 12763: 0.009040496989692642
Position 24012: 0.00868654164396054
Position 6206: 0.0075115047194037774
Position 3047: 0.007367255905778747
Position 9524: 0.007129566703700142
Position 3050: 0.006915835065397033
Position 6220: 0.006270532727587375
Position 1902: 0.006048572067382909
Position 2724: 0.005715112569704157
Position 21763: 0.005689307061913314
Position 2954: 0.005155040194407753
Position 6372: 0.004693724298862536
Position 5733: 0.0044161231811956
Position 22442: 0.00415374915745303
Position 22312: 0.004140831560750045
Position 6058: 0.0035802080453607985
Position 2860: 0.003226020476849527
Position 3071: 0.0031599684618963124
Position 2757: 0.0030605286576237878
Position 1021: 0.0027837652495901733
Position 20561: 0.002625357929513156
Position 19634: 0.0021601087497315208
Position 20609: 0.0017069384057502974
Position 2873: 0.0014154712732399742
Position 2115: 0.0013862520734857111
Position 3028: 0.0011968901116951895
Position 20215: 0.0011931459034834565
Position 2880: 0.001128142897778549
Position 1290: 0.0011278136244163041
Position 20309: 0.0009224094958699201
Position 2370: 0.000615845182701118
Position 1109: 0.0005804604744596052
Position 2790: 0.0005766841766251639
Position 1066: 0.0005723631087512923
Position 2607: 0.0005144518444128279
Position 18916: 0.00045196895194005897
Position 2563: 0.00040916828417803837
Position 13142: 0.0004083990106265408
Position 2069: 0.00036617275538050864
Position 19749: 0.0003173261048812857
Position 2244: 0.0003159200516847411
Position 2127: 0.0003054060790751746
Position 16611: 0.0002961125346579097
Position 1416: 0.00028026845154910303
Position 1312: 0.00018501289705674298
Position 1241: 0.0001627612082109042
Position 11476: 0.0001383012505590473
Position 6837: 0.00013185730756266198
Position 2515: 8.868651894178192e-05
Position 1333: 7.068105958445674e-05
Position 2290: 5.8464056391249974e-05
Position 14698: 5.539240157919366e-05
Position 1497: 2.791822124459448e-05
Position 2096: 2.5668006326954218e-05
Position 2547: 2.349171763202836e-05
Position 11183: 2.0868739973115637e-05
Position 896: 1.887336039732414e-05
Position 206: 1.845953415503676e-05
Position 2418: 1.7696908645699818e-05
Position 10148: 1.7661719329763383e-05
Position 2171: 1.715642470363087e-05
Position 14544: 1.5303628740082092e-05
Position 10860: 1.502689467312901e-05
Position 9995: 1.3851735109153838e-05
Position 1591: 1.2101902956616954e-05
Position 957: 1.1899972551778891e-05
Position 1392: 1.1609144370663241e-05
Position 3230: 1.0867457125574547e-05
Position 1538: 7.546532708963811e-06
Position 2191: 7.500211943874476e-06
Position 1557: 7.456092146222769e-06
Position 2274: 6.511630437883532e-06
Position 11371: 6.397667534913237e-06
Position 2045: 5.749828216902562e-06
Position 906: 5.475342784298008e-06
Position 1634: 5.292468572509383e-06
Position 9587: 4.8258394250241165e-06
Position 2676: 4.749564220604371e-06
Position 2063: 4.670079949571367e-06
Position 2518: 4.506444862243288e-06
Position 2936: 4.283859064633777e-06
Position 7012: 3.978717980399583e-06
Position 6612: 3.7560858992412584e-06
Position 7385: 3.68539941760127e-06
Position 8206: 3.602689370149666e-06
Position 10087: 3.488765010628481e-06
Position 1338: 3.4547492823560795e-06
Position 1611: 2.8719795567032882e-06
Position 10291: 2.6422779938207328e-06
Position 6483: 2.4699412739228275e-06
Position 1755: 2.419618487190746e-06
Position 6608: 2.3256266868167793e-06
Position 2187: 2.304019397091852e-06
Position 2376: 2.284455839301786e-06
Position 2060: 2.1968720276850234e-06
Position 8378: 2.0815857420683003e-06
Position 7407: 2.0633598898611853e-06
Position 1691: 1.967786446639345e-06
Position 887: 1.926079319740538e-06
Position 9166: 1.8599993079907902e-06
Position 1155: 1.68793855089557e-06
Position 8118: 1.6734894735563437e-06
Position 1760: 1.6108611765243647e-06
Position 7213: 1.4050872108799464e-06
Position 6656: 1.4017750367785234e-06
Position 1420: 1.3424865134821544e-06
Position 1210: 1.3289019220461113e-06
Position 8314: 1.3121134587538443e-06
Position 4550: 9.849705153032835e-07
Position 816: 9.696658473769346e-07
Position 9742: 9.48821659472058e-07
Position 8052: 8.729307781949514e-07
Position 7515: 8.726436678899634e-07
Position 265: 7.952010653044905e-07
Position 7661: 7.123476410480986e-07
Position 6627: 6.911650925695996e-07
Position 6883: 5.652401967954055e-07
Position 6915: 5.586899942999843e-07
Position 6880: 5.300891978860203e-07
Position 5533: 2.61996137475016e-07
Position 4126: 2.1630091198681469e-07
Position 6443: 2.096344942875148e-07
Position 7896: 1.4920624068833467e-07
Position 7968: 1.093635749689666e-07
Position 4433: 7.483848806833677e-08
Position 4310: 7.023080638475345e-08
Position 6511: 6.545200730509034e-08
Position 3780: 5.300189154216275e-08
Position 3934: 4.0272538780708915e-08
Position 4106: 3.906071813577132e-08
Position 3375: 3.415476329630852e-08
Position 3912: 3.3986289881654135e-08
Position 3471: 2.9041948864334902e-08
Position 7773: 2.224070937540332e-08
Position 491: 1.4478114638930406e-08
Position 595: 1.1661370365440932e-08
Position 521: 5.154561863525814e-09
Position 1670: 2.1199567771960693e-10
Position 1651: 1.1539751141540773e-10
Position 1541: 8.622560207250973e-11
Position 1615: 8.188979655742184e-11
Position 1796: 5.3502589407528944e-11
Position 1462: 5.3312259945731705e-11
Position 1733: 5.3298789662300095e-11
Position 916: 4.365219700012481e-11
Position 1908: 3.0578371884219416e-11
Position 1502: 3.007790721471612e-11
Position 218: 2.832703876398838e-11
Position 867: 2.1236322309382182e-11
Position 1559: 2.1088530857918935e-11
Position 1594: 1.999917040736677e-11
Position 821: 1.9879659180972355e-11
Position 1578: 1.859851352538796e-11
Position 880: 1.2714901246598906e-11
Position 744: 1.1937918021479061e-11
Position 963: 1.0018738158718802e-11
Position 213: 8.362912854693089e-12
Position 199: 5.957388717700407e-12
Position 1467: 3.2993623864265e-12
Position 1678: 1.471375137517607e-12
Position 1080: 1.1549579168261796e-12
Position 1293: 1.019609083776372e-12
Position 847: 4.609211026657365e-13
Position 269: 3.170808341946121e-13
Position 2394: 1.2598579437947997e-13
