Gene = Pecr
Position 284: 6.341878891270187e-07
Position 92: 4.4932917101286746e-07
Position 5: 5.2699299194427645e-08
Position 442: 5.244803411453554e-08
Position 302: 1.7551251034845566e-08
Position 573: 8.584615228713527e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 22250: 0.9959093902703157
Position 13940: 0.9957269952336588
Position 17143: 0.9285631605030193
Position 6893: 0.865793956577519
Position 16796: 0.8420697492154341
Position 23333: 0.4483925209988401
Position 9346: 0.3837164982929785
Position 7517: 0.1585071477454786
Position 7550: 0.15692879048406289
Position 6978: 0.12323489259700095
Position 21632: 0.11513935638911188
Position 24880: 0.1106230599868786
Position 21316: 0.105379633232563
Position 17644: 0.08676189042759896
Position 22987: 0.08552585749315783
Position 24536: 0.08116763789115305
Position 819: 0.0749595733558134
Position 9166: 0.07475780953483906
Position 14231: 0.07350222255666172
Position 2381: 0.07166819040510151
Position 23954: 0.07057351780862157
Position 620: 0.0671952154936727
Position 14745: 0.06676970095315342
Position 14315: 0.06547781327665526
Position 7982: 0.06126176661363788
Position 14335: 0.06023518975880915
Position 860: 0.050114865319773466
Position 24052: 0.03324333801157811
Position 21152: 0.032847298733934806
Position 23857: 0.03228047468959459
Position 7106: 0.031607681661386514
Position 14338: 0.02750813387088428
Position 24901: 0.0274809707412236
Position 8511: 0.02662049825547261
Position 22455: 0.02574479396613975
Position 11039: 0.023653300478156752
Position 9290: 0.02348007625587409
Position 5930: 0.023304960563019242
Position 9582: 0.02226568268364569
Position 17588: 0.021623856064945927
Position 4836: 0.021279349637702342
Position 9647: 0.021158552392723445
Position 20322: 0.020620526620379727
Position 7237: 0.018969639818543035
Position 1698: 0.01763845954309568
Position 24695: 0.017269259914037858
Position 10885: 0.01575333152087893
Position 20576: 0.01565381539903252
Position 4674: 0.015344867415265622
Position 15907: 0.01530522002774614
Position 20431: 0.01463865832697497
Position 14416: 0.013901396272963105
Position 15253: 0.013843192042434919
Position 14488: 0.013789988530489166
Position 624: 0.01367954561795471
Position 669: 0.013523898571105796
Position 16814: 0.013497612824197673
Position 9792: 0.013365203732897625
Position 1868: 0.012853559640651133
Position 22494: 0.012576208324354994
Position 22784: 0.012390439215024522
Position 24384: 0.012328643251423264
Position 1345: 0.011314280767879463
Position 7794: 0.011159688646305971
Position 2343: 0.01103980656696764
Position 24485: 0.01080213121352159
Position 23540: 0.009886099711598262
Position 15103: 0.009707036365804918
Position 1405: 0.009580139019604488
Position 17164: 0.009123993374573956
Position 16559: 0.00894543734622416
Position 5965: 0.008775821666048863
Position 7603: 0.008718902106572536
Position 6922: 0.008404212994002803
Position 1420: 0.008130704610190559
Position 1342: 0.007955300874683923
Position 4856: 0.00792794982667462
Position 11580: 0.007923112896316043
Position 23139: 0.007619470416616433
Position 1842: 0.0075406696140257945
Position 11482: 0.007479966158005511
Position 790: 0.007380573538299097
Position 1553: 0.007104203494498105
Position 4513: 0.007089792741604214
Position 14723: 0.006737369951414528
Position 20361: 0.00587104617539155
Position 1880: 0.005567689636440338
Position 23999: 0.005369165512787718
Position 17094: 0.005349402697704615
Position 21735: 0.005286079934511235
Position 22595: 0.0051254833029227695
Position 18524: 0.005095347955331043
Position 15248: 0.004805611590684541
Position 23967: 0.004579078598976053
Position 14551: 0.004424772959112322
Position 9202: 0.004397604407984007
Position 13807: 0.004262319753726941
Position 17651: 0.004171754977312768
Position 22943: 0.004128707513597832
Position 16622: 0.004073212658822682
Position 7212: 0.0040498293811225185
Position 17809: 0.004048767005697183
Position 17610: 0.0038973691035797046
Position 25091: 0.0038856900470402005
Position 4569: 0.003848327081312547
Position 16400: 0.0034435952963474837
Position 776: 0.0032986121398363346
Position 18721: 0.003243217636090107
Position 17149: 0.003209602788591045
Position 5877: 0.0031163072343457225
Position 24514: 0.0031129650906137627
Position 8010: 0.003017777224329818
Position 17080: 0.002715221522776066
Position 23297: 0.002689581142176815
Position 640: 0.0026048112817400083
Position 25107: 0.002537289352068117
Position 1844: 0.0024429108280330544
Position 14346: 0.002436591843142901
Position 6068: 0.00222877180981557
Position 18749: 0.0019991008598986173
Position 22809: 0.0019806492121489734
Position 9718: 0.0019483084876799298
Position 23569: 0.0018243034467088212
Position 14262: 0.001788735822241849
Position 1622: 0.001773219737299639
Position 1894: 0.0017507325378317343
Position 17083: 0.0016479391293810221
Position 877: 0.0016116587532099369
Position 24927: 0.0016054936331162588
Position 4730: 0.0015863612790001757
Position 5942: 0.001546775445924508
Position 6675: 0.0015107899758058318
Position 22868: 0.001510476462284783
Position 1523: 0.0015009807386628068
Position 17824: 0.001485728675597161
Position 1369: 0.001422649920304936
Position 23040: 0.001403310962815917
Position 22622: 0.0013856876605984382
Position 24770: 0.0013178783657811957
Position 22587: 0.001230964227549268
Position 7618: 0.00122727613944196
Position 22632: 0.001134685850251386
Position 9618: 0.0010050651973439555
Position 19628: 0.001002380447389964
Position 22887: 0.0009394233538290709
Position 17689: 0.0009108144895783495
Position 645: 0.0008014884503197399
Position 7439: 0.0007440281207816738
Position 18542: 0.0007170718973037482
Position 14777: 0.0006485142627999086
Position 839: 0.0006053016411906205
Position 7577: 0.0005900619663058477
Position 2301: 0.0005609107895415145
Position 2518: 0.0005574238494866237
Position 7774: 0.0005563133298797808
Position 14168: 0.0005541501224384909
Position 22786: 0.00054554223133473
Position 1838: 0.0005376073333098207
Position 7251: 0.0005008158810920935
Position 22543: 0.0004893404704648198
Position 7605: 0.00046977633770797013
Position 6849: 0.00045018919132543096
Position 22940: 0.0004390780740446021
Position 730: 0.0004371247326813998
Position 7165: 0.0004244955068817796
Position 23097: 0.00040878962800863273
Position 22789: 0.0003593499273926014
Position 24211: 0.0003575257510517724
Position 1603: 0.00033194172127970603
Position 7171: 0.0003099815336828712
Position 1512: 0.0002874734429613212
Position 865: 0.0002636162257605166
Position 17176: 0.0002607669167956359
Position 2351: 0.0002587081532724378
Position 7872: 0.00025848216377274605
Position 1577: 0.0002549100682606417
Position 674: 0.0002466774149218687
Position 22958: 0.00023390989146899162
Position 23335: 0.00021988213414585235
Position 716: 0.0002121284570411945
Position 7168: 0.00019620646841902664
Position 22797: 0.0001601800239733868
Position 7127: 0.00015705741379769516
Position 7945: 0.0001558878624093381
Position 18258: 0.00014464643328036198
Position 7003: 0.0001431016322681602
Position 7688: 0.00010498815022872175
Position 7257: 0.0001043776725411648
Position 7253: 0.00010289797786112011
Position 7152: 9.082153164173663e-05
Position 18575: 7.931234290558418e-05
Position 7752: 7.59130041792333e-05
Position 2042: 6.969371393023252e-05
Position 17758: 6.425456477094519e-05
Position 17344: 5.424660008377922e-05
Position 7639: 5.284471678419522e-05
Position 1120: 5.2410649546268905e-05
Position 20903: 5.184925064721506e-05
Position 18282: 5.09692964990907e-05
Position 7293: 4.5285693913555954e-05
Position 17057: 3.854906296853374e-05
Position 7732: 3.354426281579721e-05
Position 17179: 3.106900908139523e-05
Position 4583: 2.9958474895211097e-05
Position 7444: 2.819027052669478e-05
Position 4621: 2.2813249115881566e-05
Position 14439: 2.21319993962208e-05
Position 2072: 1.9499602488631573e-05
Position 1482: 1.9288412884879846e-05
Position 17708: 1.4823782407905434e-05
Position 1489: 1.4244905815776419e-05
Position 883: 1.4195282949802498e-05
Position 1471: 1.391880907944119e-05
Position 690: 1.1325077744916547e-05
Position 1722: 1.1123022904032503e-05
Position 926: 1.0409235265125083e-05
Position 8213: 1.0267969139074888e-05
Position 1962: 9.689499579906227e-06
Position 1373: 9.254255625555386e-06
Position 1573: 8.535791367238542e-06
Position 2002: 8.441304600728723e-06
Position 1086: 8.201785650890133e-06
Position 451: 6.972479235929137e-06
Position 1212: 6.684969428507442e-06
Position 854: 6.299535584836019e-06
Position 14491: 6.2029340295380404e-06
Position 833: 5.826243405461977e-06
Position 1248: 5.476454621428849e-06
Position 1964: 4.9298632763852325e-06
Position 1967: 4.8751187217786585e-06
Position 15295: 3.5991424508045166e-06
Position 14570: 3.2351927684622496e-06
Position 1440: 2.1453918541744546e-06
Position 827: 1.679497628453098e-06
Position 1650: 1.4743172140549275e-06
Position 1381: 1.4645888425671327e-06
Position 1036: 1.1734056734910053e-06
Position 1162: 8.623014490912024e-07
Position 1095: 8.367785114814843e-07
Position 1076: 8.112021485049169e-07
Position 344: 4.7430386177114465e-07
Position 1108: 3.6617608470981165e-07
Position 835: 3.5958976624191865e-07
Position 910: 3.475898630259662e-07
Position 393: 2.544303882045411e-07
Position 455: 3.1496219500182954e-08
