Gene = Lat
Position 616: 0.0002624187310222591
Position 1244: 0.0002515170490262537
Position 978: 0.00024052373666090814
Position 1437: 0.00018841183388453055
Position 4008: 0.00017040695355385573
Position 4012: 0.00012610597739505421
Position 854: 0.00012116359365894648
Position 5343: 0.00011136852253282167
Position 341: 8.521359782178612e-05
Position 744: 8.021225872625706e-05
Position 5097: 7.728259731342242e-05
Position 5281: 7.159764039693595e-05
Position 129: 6.888409594403568e-05
Position 1242: 6.419051329045088e-05
Position 5352: 6.300153268894844e-05
Position 4030: 5.881299817802851e-05
Position 790: 5.860901426789956e-05
Position 858: 4.641378952808414e-05
Position 1367: 4.081504611267815e-05
Position 391: 3.732902841992422e-05
Position 5091: 3.481357420671233e-05
Position 1273: 3.37054183460851e-05
Position 212: 3.362092774413951e-05
Position 1520: 3.0787135180694826e-05
Position 608: 3.036964222756888e-05
Position 5505: 2.7999908935169566e-05
Position 644: 2.7549851486274227e-05
Position 472: 2.2572285529082152e-05
Position 1068: 1.9039344867898407e-05
Position 5407: 1.6475984196424493e-05
Position 379: 1.626443455443542e-05
Position 5530: 1.3482285926576866e-05
Position 597: 1.04343874238552e-05
Position 47: 1.0375469020607804e-05
Position 525: 9.946677731975595e-06
Position 564: 9.448666437076318e-06
Position 610: 5.023115480143087e-06
Position 620: 2.9155822666830913e-06
Position 252: 2.257970506984729e-06
Position 618: 1.5130166345374894e-06
Position 510: 1.2108032547571226e-06
Position 545: 6.41003874445685e-07
Position 2084: 5.232276979133821e-07
Position 631: 4.947049284087552e-07
Position 1694: 2.922929089422173e-07
Position 1663: 2.504442305293322e-07
Position 1675: 1.4228566556545348e-07
Position 1647: 1.1020726467517807e-07
Position 1604: 1.0886960579133978e-07
Position 266: 9.882759847685356e-08
Position 1581: 5.202313575840275e-08
Position 1525: 3.841272258148226e-08
Position 1568: 2.2282825602764864e-08
Position 1523: 2.148498271842017e-08
Position 784: 1.2901211192152786e-08
Position 742: 1.0137268654608285e-08
Position 5254: 5.318734789652014e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5073: 0.9782001039896041
Position 1427: 0.9533568454967782
Position 5233: 0.9365280496892672
Position 1563: 0.8337890171926424
Position 5492: 0.7457646731674715
Position 4862: 0.46738943048119597
Position 1170: 0.44321021532529825
Position 4912: 0.39337681905640937
Position 697: 0.38514377703566266
Position 951: 0.3652424366399244
Position 1131: 0.34988912248605586
Position 4695: 0.34215668328874943
Position 564: 0.29657291109650064
Position 1318: 0.19681246271055117
Position 3845: 0.17110342352953137
Position 454: 0.1684122741838689
Position 863: 0.1581701136832862
Position 4603: 0.1529126990151423
Position 1093: 0.13850977602413378
Position 897: 0.1121900929303676
Position 5407: 0.06830614284840147
Position 993: 0.06752225387462511
Position 679: 0.044589908098922354
Position 5250: 0.04453452692342832
Position 642: 0.04163055646683134
Position 4443: 0.027479604875201926
Position 5569: 0.025775282394501494
Position 5611: 0.012850088386084731
Position 4422: 0.012586020739667933
Position 129: 0.009994629365892614
Position 3991: 0.009872770821415373
Position 283: 0.00908033491613628
Position 1222: 0.008805566278730156
Position 1626: 0.006777482298189548
Position 801: 0.005999290682370652
Position 1325: 0.005939080924599553
Position 1133: 0.005690846676699669
Position 577: 0.004836432922034274
Position 1433: 0.004811139446372761
Position 1565: 0.00454865800457627
Position 3684: 0.004542996813580766
Position 5498: 0.0043104263183397894
Position 4324: 0.004232510314762928
Position 252: 0.00398365628776483
Position 5646: 0.003803349743321052
Position 1766: 0.003466283026796912
Position 4285: 0.0034491120982952476
Position 1219: 0.0026316636490439364
Position 386: 0.002599404492337034
Position 4746: 0.0024734591805270997
Position 932: 0.0023543619883410033
Position 4143: 0.002353961229585481
Position 4651: 0.0022098886970978214
Position 1143: 0.0021124802913394143
Position 588: 0.0019203225627442012
Position 243: 0.0018180364306478098
Position 272: 0.001775837600733936
Position 1401: 0.0017295537966041964
Position 5669: 0.0016150700514228674
Position 510: 0.0014742400646738675
Position 5414: 0.001378106553259224
Position 5106: 0.001324211224031242
Position 1581: 0.0013139727427258449
Position 1429: 0.0009587908452762351
Position 106: 0.0007939011967956794
Position 1173: 0.0007590404160848472
Position 5253: 0.0007256863420865268
Position 1584: 0.0006880718701372429
Position 5383: 0.000597011287979746
Position 134: 0.0005727336894146032
Position 1183: 0.0005524979737232984
Position 709: 0.0005467774285788094
Position 5673: 0.00047747350229072145
Position 5692: 0.0004702787813512692
Position 1454: 0.0004594123081052741
Position 2193: 0.0004540948705025849
Position 1015: 0.00042622796010694013
Position 196: 0.0004238475750936925
Position 1019: 0.00037354305382936734
Position 2885: 0.0003196295022408706
Position 712: 0.00027067464044213166
Position 2098: 0.00019216471536194602
Position 4512: 0.000172674414248383
Position 920: 0.00016890421398396092
Position 3765: 0.0001619652189646022
Position 293: 0.00015551312960396043
Position 5538: 0.00012674443612607504
Position 2119: 0.00011961433474344241
Position 5080: 9.2381566817658e-05
Position 164: 7.06732115218283e-05
Position 592: 7.016625899001949e-05
Position 2160: 6.043838690261487e-05
Position 257: 5.3789330321615285e-05
Position 155: 4.0791273499275876e-05
Position 1647: 4.044917011349693e-05
Position 5540: 3.721264044089137e-05
Position 597: 3.470109979786653e-05
Position 290: 3.4494383056278014e-05
Position 138: 3.303186259105243e-05
Position 260: 3.16754621027756e-05
Position 5209: 2.6807065839058207e-05
Position 379: 2.1157389652671254e-05
Position 5260: 1.6303187551707105e-05
Position 95: 1.4348342995037724e-05
Position 1466: 1.3357611401723467e-05
Position 725: 7.642292423373753e-06
Position 1459: 7.169114301346962e-06
Position 147: 5.1557921191126644e-06
Position 811: 5.076382751615646e-06
Position 391: 3.68378382455537e-06
Position 140: 3.339076818379816e-06
Position 303: 2.6054193648156762e-06
Position 108: 2.500915944386836e-06
Position 742: 1.9920622303663434e-06
Position 590: 1.7227768932606003e-06
Position 398: 1.4941272193464612e-06
Position 203: 1.1485038800845805e-06
Position 604: 3.4691107508941254e-07
Position 5319: 2.490148714607275e-07
Position 142: 2.392421255378685e-07
Position 1643: 1.3851181287743684e-08
