Gene = Psenen
Position 259: 4.8511850859771634e-05
Position 584: 4.073882721908503e-05
Position 1325: 3.5122382108172306e-05
Position 1001: 3.43627073748969e-05
Position 983: 3.1924925561480304e-05
Position 159: 3.192397185135744e-05
Position 663: 3.087569159438915e-05
Position 705: 2.866887541717388e-05
Position 573: 2.7247063540493114e-05
Position 577: 2.6738134913879463e-05
Position 1065: 2.651968248334031e-05
Position 896: 1.9819539496308282e-05
Position 960: 1.9090752787894458e-05
Position 928: 1.4374332909198872e-05
Position 656: 1.2652714244113886e-05
Position 625: 1.0909412329587147e-05
Position 510: 9.939846542445356e-06
Position 396: 8.827057975484016e-06
Position 764: 7.248018094278339e-06
Position 714: 5.962131724808797e-06
Position 1025: 5.677091419043478e-06
Position 670: 5.331548056980397e-06
Position 591: 4.824930256374296e-06
Position 901: 3.45853895603457e-06
Position 600: 3.1609579225812102e-06
Position 219: 2.888651282332478e-06
Position 512: 2.6329363491744243e-06
Position 167: 2.4732143452354194e-06
Position 417: 1.9989928472348876e-06
Position 759: 1.679879227156508e-06
Position 636: 9.622084330255548e-07
Position 435: 5.151020549785633e-07
Position 659: 1.9885203297575614e-07
Position 171: 1.391598712117826e-07
Position 89: 1.3517345204519235e-07
Position 92: 1.257253786966439e-07
Position 522: 9.873998725925507e-08
Position 411: 9.831448067064135e-08
Position 480: 9.70865023718444e-08
Position 106: 8.911098152564919e-08
Position 588: 7.54776476169578e-08
Position 95: 7.32508022885104e-08
Position 248: 7.281589394420132e-08
Position 464: 6.9180263140605e-08
Position 642: 6.837456540197169e-08
Position 677: 6.221538881271993e-08
Position 570: 4.875131701503212e-08
Position 675: 4.1793203603202646e-08
Position 223: 3.697571073266691e-08
Position 174: 3.2461449009898536e-08
Position 201: 1.7642735250735443e-08
Position 199: 4.8920916546839e-09
Position 76: 1.32847742156097e-09
Position 227: 3.408338028993712e-10
Position 414: 3.2773942691578103e-10
Position 194: 2.8673247665848696e-10
Position 450: 6.650619902144243e-11
Position 489: 2.4722577579666312e-11
Position 495: 1.34970847836803e-15
