Gene = Cmc1
Position 660: 3.342267663405988e-07
Position 704: 3.122848289420189e-07
Position 457: 2.8875134970441283e-07
Position 328: 2.0127714380083664e-07
Position 106: 7.711527831925927e-08
Position 1191: 7.567002595462077e-08
Position 185: 7.262880062448283e-08
Position 960: 5.8333644231184054e-08
Position 233: 4.1141106601279326e-08
Position 574: 3.688159987046298e-08
Position 710: 2.41703209939934e-08
Position 160: 6.348649583343866e-09
Position 926: 4.286171370509391e-09
Position 1022: 4.096515928825364e-09
Position 141: 7.284464140553971e-10
Position 332: 7.19361344053872e-11
