Gene = Rpe
Position 14229: 0.037225501425025724
Position 2819: 0.03322961886821498
Position 3047: 0.024126750933340664
Position 586: 0.023462258741545575
Position 2855: 0.022241352394479497
Position 14760: 0.018585312428726134
Position 3867: 0.018581579773160016
Position 16021: 0.018462006012157358
Position 1825: 0.01598424345571259
Position 2241: 0.01581800770229348
Position 12706: 0.012805135696778887
Position 3639: 0.010775241052115036
Position 6725: 0.009997289762951077
Position 14520: 0.009851537737292335
Position 11555: 0.009432833552051142
Position 1304: 0.008602130375704085
Position 12501: 0.007914320377686484
Position 15167: 0.007669399473415459
Position 4567: 0.0074701106354878345
Position 16129: 0.007359971062573077
Position 15340: 0.007287409591441814
Position 14918: 0.007111077222341851
Position 2321: 0.00710465644532977
Position 3084: 0.006833016348191304
Position 6728: 0.005875369865547072
Position 15451: 0.00560240563816197
Position 14580: 0.005553129816069167
Position 3067: 0.005399886964744791
Position 785: 0.005243062278211709
Position 14640: 0.004926780737930294
Position 5813: 0.00401668888057466
Position 14700: 0.0039492953980499144
Position 17433: 0.0037787024779766523
Position 17655: 0.0036090039453275857
Position 1870: 0.0035936932858188315
Position 18895: 0.003406447929092355
Position 17408: 0.0032885423976238676
Position 714: 0.0031734104506246177
Position 623: 0.00275752698978522
Position 3905: 0.0025593662810767387
Position 725: 0.002257272989742741
Position 15553: 0.0021741208890758987
Position 2964: 0.0019987342368553303
Position 2837: 0.0018689124276259099
Position 10231: 0.0018338616631354645
Position 6681: 0.0018314874163771785
Position 3720: 0.0018283209259956305
Position 4570: 0.0018118350683167589
Position 2636: 0.0017238793869500837
Position 2741: 0.0017216099573902812
Position 6300: 0.0016908245248638087
Position 6473: 0.001683535863267449
Position 9292: 0.0016362236094248721
Position 3050: 0.0014799057291890894
Position 7370: 0.001320429113998386
Position 5909: 0.001316695913316149
Position 3119: 0.0013146332871647678
Position 6384: 0.0011842791040255493
Position 10730: 0.001178015716424371
Position 8516: 0.0011431325690742394
Position 6008: 0.0010510930663017817
Position 4531: 0.001004592148084005
Position 2570: 0.0009548150455430747
Position 493: 0.0009381944070840355
Position 2273: 0.0009029223673595917
Position 9564: 0.0008012173559076822
Position 6664: 0.000800074563383045
Position 3355: 0.0007648483274011259
Position 6098: 0.0007539474973557017
Position 11218: 0.0007475233305514204
Position 1307: 0.0007213763777099242
Position 3787: 0.0006531826382953249
Position 3276: 0.0006316821470997271
Position 2967: 0.0006309261619466232
Position 6146: 0.00058197269408655
Position 444: 0.0005785607844115926
Position 1792: 0.0005293193763443205
Position 7490: 0.0004937980232150124
Position 1900: 0.00047422746974592133
Position 6598: 0.0004464649741836498
Position 7944: 0.00042608103892062955
Position 3071: 0.0003852928252249612
Position 10330: 0.0003558165709083194
Position 2275: 0.00032321400136562875
Position 7420: 0.00029277387542314264
Position 1089: 0.00028579921336212966
Position 12969: 0.0002526736650106578
Position 8694: 0.00025101274361291143
Position 591: 0.0002446208719810563
Position 12998: 0.000243090140288463
Position 655: 0.00022114310252634677
Position 12320: 0.00017304028070625252
Position 6977: 0.0001405797231767376
Position 10779: 0.0001392871418488104
Position 8059: 0.00010921392221712513
Position 8690: 7.834091049996988e-05
Position 4749: 7.434088439832417e-05
Position 10585: 6.233198618709421e-05
Position 7600: 5.569881023074887e-05
Position 5986: 4.477767514063047e-05
Position 5824: 3.481574411382297e-05
Position 2662: 3.3582190844375504e-05
Position 5903: 2.8777208174701973e-05
Position 9090: 2.5212338124640905e-05
Position 9008: 2.5104718390732944e-05
Position 9636: 2.4581561931571567e-05
Position 5982: 2.0590140776297582e-05
Position 5860: 9.608459064929427e-06
Position 6774: 9.5508726578745e-06
Position 6021: 8.769412959572075e-06
Position 5827: 7.055160353973493e-06
Position 5931: 5.5030846954183385e-06
Position 6187: 4.869009071617813e-06
Position 2702: 3.938478877516619e-06
Position 2443: 3.7974835853881682e-06
Position 2550: 3.0136864618892465e-06
Position 3555: 2.556324183343163e-06
Position 2578: 2.5290922370016125e-06
Position 2247: 2.508235942110118e-06
Position 2116: 2.0451975400342247e-06
Position 2861: 1.85216524729437e-06
Position 1366: 1.4590528341269253e-06
Position 524: 1.3963373877972076e-06
Position 393: 1.2975559346221835e-06
Position 413: 1.2576086915692183e-06
Position 2283: 1.2539237632744542e-06
Position 2991: 1.175135478513678e-06
Position 3693: 1.0825001374791792e-06
Position 732: 1.0664942549190201e-06
Position 3452: 9.746247089553517e-07
Position 3032: 9.401748615957088e-07
Position 692: 8.777714636620223e-07
Position 3372: 7.593422585802048e-07
Position 468: 7.204074324238033e-07
Position 6754: 6.996716039561465e-07
Position 2996: 6.958955702024805e-07
Position 801: 6.812877774904812e-07
Position 2517: 6.285323594468122e-07
Position 3328: 6.251640953770659e-07
Position 5943: 4.933611364522895e-07
Position 2374: 4.236283410411723e-07
Position 6328: 4.163116469716499e-07
Position 517: 2.7214471029221285e-07
Position 640: 2.5281587552970473e-07
Position 991: 1.8183446542686374e-07
Position 1608: 1.788568425876996e-07
Position 697: 1.3986126841865663e-07
Position 1219: 1.3062911244895193e-07
Position 1139: 8.147634086586098e-08
Position 1121: 6.866784283425714e-08
Position 2015: 6.28852276803466e-08
Position 1827: 5.781708400676779e-08
Position 1069: 5.663273397557423e-08
Position 1168: 5.273687901190589e-08
Position 6039: 4.778148285858641e-08
Position 6957: 4.061735692198879e-08
Position 906: 3.789603306638592e-08
Position 600: 3.6544117599475664e-08
Position 1925: 3.09952853839988e-08
Position 1395: 2.7965174550532507e-08
Position 528: 2.3087703695055393e-08
Position 1880: 1.7302692600589933e-08
Position 889: 1.525987932851345e-08
Position 924: 1.2173713728682398e-08
Position 420: 1.1108354247386116e-08
Position 629: 9.787465392563813e-09
Position 688: 9.057917643835425e-09
Position 505: 7.46546246617743e-09
Position 914: 4.840569922919382e-09
Position 854: 4.333755033132288e-09
Position 1007: 3.3378353552815477e-09
Position 860: 2.7431044310738383e-09
Position 936: 2.244663508652253e-09
Position 943: 1.624338292290669e-09
Position 534: 8.191384166192969e-10
Position 446: 7.51981931281481e-10
