Gene = Sh3bp2
Position 456: 3.6670533718300605e-06
Position 166: 3.1707164928471465e-06
Position 72: 2.984841131490255e-06
Position 108: 2.9203412290343516e-06
Position 218: 1.7361236143424553e-06
Position 530: 1.5743377987460694e-06
Position 163: 1.325512675152172e-06
Position 569: 1.2290066371527322e-06
Position 394: 1.1521495806112643e-06
Position 213: 9.965977766969973e-07
Position 168: 7.025575185623367e-07
Position 323: 6.227496979041749e-07
Position 487: 5.073279633634053e-07
Position 509: 5.028953069855989e-07
Position 418: 3.8537358756025264e-07
Position 654: 1.4259801862350149e-07
Position 287: 8.234410274998442e-08
Position 252: 7.077460924935033e-08
Position 454: 6.97872121936048e-08
Position 550: 6.756664398559486e-08
Position 245: 4.5996769149172794e-09
Position 247: 3.3253895708835226e-09
Position 193: 3.0624054925771035e-09
Position 658: 2.7394944199183063e-09
Position 87: 2.1027356928550347e-09
Position 254: 1.6674657387728067e-09
Position 463: 3.2335970365097067e-10
Position 507: 1.9484919200522967e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4598: 0.8750738075036127
Position 16382: 0.5705522929356364
Position 11005: 0.5218544850827037
Position 6770: 0.4314556537956099
Position 13625: 0.41382229996613507
Position 2744: 0.27422302918179725
Position 10372: 0.2683242091624984
Position 3645: 0.185631970577032
Position 3789: 0.14644185451328448
Position 4851: 0.10095574389734885
Position 3737: 0.07447133942257617
Position 11495: 0.07367923189626698
Position 4817: 0.06323587754518444
Position 14238: 0.057163004226052694
Position 16040: 0.05174206972078582
Position 6130: 0.04447142120612634
Position 4611: 0.0439011604239425
Position 697: 0.04318518086789646
Position 6734: 0.03603856417194743
Position 968: 0.03535561671367048
Position 6889: 0.03222404124160306
Position 11271: 0.03157624598425875
Position 5024: 0.026920911978831303
Position 743: 0.026730690327920782
Position 4792: 0.02377495762528222
Position 11446: 0.023665165211172963
Position 3689: 0.017493943845631
Position 1381: 0.01716876884812333
Position 8356: 0.017124157839098066
Position 4635: 0.01701347148892133
Position 944: 0.009242735714483474
Position 5809: 0.006779821013531315
Position 10541: 0.006694755899482922
Position 2571: 0.0063600127804426575
Position 779: 0.006227729043822263
Position 4857: 0.005662037798923901
Position 6111: 0.005596605745582081
Position 991: 0.005061157366347022
Position 5088: 0.004898802465439793
Position 3694: 0.0048455865949084504
Position 1304: 0.004468567794201931
Position 800: 0.004141121209699432
Position 4838: 0.004071204381191108
Position 3660: 0.003952919797601011
Position 12825: 0.0033538890239536087
Position 6041: 0.003235664037885327
Position 2798: 0.003149127488305365
Position 909: 0.003023365886208306
Position 3000: 0.0029710669100122076
Position 8229: 0.0022842846480541057
Position 5205: 0.002105140325697991
Position 5253: 0.0016644509580058
Position 576: 0.0016222663851501386
Position 679: 0.0016015301899738104
Position 4888: 0.0015149489222385103
Position 3438: 0.0014553670032478989
Position 10054: 0.0014008741592291289
Position 3975: 0.0011668001896875146
Position 3948: 0.0010895571818853292
Position 2276: 0.0010756839186148942
Position 3970: 0.0010704442930521787
Position 1188: 0.0010453959596360266
Position 4638: 0.0010435963334375167
Position 7397: 0.0010434613589651548
Position 10677: 0.000983211399596468
Position 1256: 0.0009540058382668034
Position 4761: 0.0008989251006127508
Position 1447: 0.0007951421505380617
Position 7439: 0.0007345165241974734
Position 368: 0.0006059110115877354
Position 3536: 0.0005602894119640221
Position 2701: 0.0005504006124222298
Position 1566: 0.0004996279576998956
Position 7105: 0.00047018334206664367
Position 973: 0.0004688703082848241
Position 1338: 0.0004109345506097712
Position 3106: 0.0003455849038918225
Position 997: 0.00033109506965524885
Position 5649: 0.0003078110770608929
Position 2652: 0.0002665903698476037
Position 2464: 0.00025867874387689425
Position 2435: 0.0002544090344890795
Position 629: 0.00025315453761039046
Position 5208: 0.00023123255298442106
Position 4346: 0.00022635307053997633
Position 1310: 0.00022311763722023258
Position 1264: 0.00021636664102425804
Position 1770: 0.00021153634308660471
Position 7234: 0.0001454616602385044
Position 2312: 0.00011617709603610021
Position 6458: 0.0001077070630568216
Position 382: 0.00010701637711086353
Position 1531: 9.187361467309002e-05
Position 2065: 8.455963850072987e-05
Position 5777: 7.477822428880222e-05
Position 5673: 7.475880585631322e-05
Position 1806: 7.306322859540864e-05
Position 3230: 5.138030223353046e-05
Position 951: 4.9492707034208734e-05
Position 2120: 4.5623517560529895e-05
Position 2576: 2.7487133102587406e-05
Position 2024: 1.8135208579215956e-05
Position 1535: 1.1892844727172018e-05
Position 1692: 1.1118946665002623e-05
Position 1423: 1.0554650490423697e-05
Position 710: 9.294535796755622e-06
Position 1345: 9.259244458617151e-06
Position 841: 8.575771842432209e-06
Position 1082: 7.593816826490897e-06
Position 332: 7.137115551236967e-06
Position 2162: 6.916874946620073e-06
Position 718: 6.418779040390894e-06
Position 1046: 6.352454963114935e-06
Position 5731: 5.673093793841968e-06
Position 5309: 2.873251164327037e-06
Position 156: 2.8309769833343706e-06
Position 3499: 2.270368386915471e-06
Position 5118: 2.0827160495401695e-06
Position 852: 1.0688652869487058e-08
Position 878: 8.910765998919402e-09
Position 294: 6.773628575599625e-09
Position 2763: 5.8906466554768525e-09
Position 384: 5.343585657806234e-09
Position 1019: 4.651822814578271e-09
Position 978: 2.0931015049507895e-09
Position 483: 1.36378975242896e-09
Position 712: 3.8448193588948105e-10
Position 318: 2.7139629439733497e-10
Position 175: 2.625324562896479e-10
Position 723: 4.692191465039042e-11
Position 459: 3.673807144617447e-11
Position 204: 3.4402445232087947e-11
Position 300: 3.3339434944110665e-11
