Gene = Pmf1
Position 312: 1.254777140302747e-05
Position 1714: 1.1164111423479286e-05
Position 3117: 6.343130688287101e-06
Position 1135: 6.113935506573892e-06
Position 1436: 5.224097187407029e-06
Position 428: 4.8817081249750455e-06
Position 3137: 4.666706382075954e-06
Position 504: 2.5499503178180913e-06
Position 258: 1.6965635682721425e-06
Position 162: 1.4837932415046013e-06
Position 275: 6.953951169456006e-07
Position 324: 3.4777648818437554e-07
Position 138: 1.8235530487182755e-07
Position 644: 1.6229821706268312e-07
Position 11: 1.1148692958268802e-07
Position 364: 7.072936671708887e-08
Position 441: 6.579001738816222e-08
Position 346: 4.471086641731115e-08
Position 90: 6.893605132318854e-11
Position 214: 4.215842326162745e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10514: 0.9655168532375589
Position 14230: 0.8204091443006499
Position 5771: 0.8039776619453758
Position 11095: 0.6907106563620009
Position 15946: 0.541518184428294
Position 15760: 0.2825261798680036
Position 14483: 0.21170131779716903
Position 9829: 0.1316958585987598
Position 10714: 0.11157492001387229
Position 6988: 0.10278296949808616
Position 14520: 0.07785759637682328
Position 8052: 0.07660902695411981
Position 14291: 0.0676676112593097
Position 15327: 0.06532122943060385
Position 14523: 0.06359164266966513
Position 14555: 0.04837290479328892
Position 8091: 0.04563391522705244
Position 8027: 0.039487496969423955
Position 2054: 0.03175640972441412
Position 15438: 0.030822407137150114
Position 6787: 0.027040869691803523
Position 14297: 0.025477238746760035
Position 9745: 0.02076313256351509
Position 2124: 0.020604092674388865
Position 3926: 0.0196761090958226
Position 2722: 0.019001102598763704
Position 7996: 0.018141293822988534
Position 7940: 0.01804091325175508
Position 5767: 0.016895045670508688
Position 7716: 0.015570858183284469
Position 14489: 0.014821061135213755
Position 5786: 0.013884689842275831
Position 14610: 0.013312311996480539
Position 6726: 0.012729194867188641
Position 10803: 0.011116391812410965
Position 1861: 0.010259807282296588
Position 7880: 0.009727807729963364
Position 15892: 0.009705046706975314
Position 14774: 0.00968651730822665
Position 11465: 0.009598193764688099
Position 2104: 0.00959778375573615
Position 5629: 0.007435490824545923
Position 2157: 0.007237270969600374
Position 14451: 0.007135442971122409
Position 2703: 0.007083797581461749
Position 11428: 0.00694818518035115
Position 14819: 0.006328248817945516
Position 15018: 0.006324330578147573
Position 11393: 0.006236658779597941
Position 1589: 0.006152973877118508
Position 15228: 0.0059063931383854
Position 2059: 0.005823623930482144
Position 1762: 0.0058027229402041886
Position 2963: 0.0050807591809946895
Position 11504: 0.005000295193626007
Position 15135: 0.004846009905975937
Position 10940: 0.00482941687768957
Position 15207: 0.004453379297670191
Position 14582: 0.004270210328644296
Position 3956: 0.004184501618869456
Position 15919: 0.004148973845819759
Position 7908: 0.0040833399977805475
Position 1959: 0.003955351318311883
Position 11098: 0.003865172500090843
Position 709: 0.0036419224642919783
Position 8342: 0.003592899409860374
Position 12414: 0.0031258431815547917
Position 3557: 0.0030823993400571825
Position 4623: 0.0025252546277881134
Position 8317: 0.0020801163663469882
Position 12793: 0.0020707066992401756
Position 3703: 0.0020578181433092476
Position 2667: 0.0020161965547976996
Position 6677: 0.001941980543156665
Position 4575: 0.0018525804145134834
Position 3864: 0.0018504689345096843
Position 1566: 0.001847644601511508
Position 12486: 0.0018080133942481869
Position 3634: 0.0017335468177307506
Position 3788: 0.0016091511943787016
Position 2837: 0.0015286449914752507
Position 5571: 0.0014429945690131725
Position 5836: 0.0013881652561792276
Position 15095: 0.0012447716115611012
Position 11435: 0.001216816475972971
Position 11038: 0.0011617900032256082
Position 14186: 0.001121891738667583
Position 2984: 0.0011096137803875063
Position 13580: 0.001105424331004373
Position 11451: 0.0010717493279928376
Position 15271: 0.0010706513576508978
Position 639: 0.0009729860349659779
Position 14617: 0.0009686907598196164
Position 14738: 0.0009071435916687093
Position 1609: 0.0008888922184752042
Position 11291: 0.0008689513131147964
Position 11343: 0.0008677532848553454
Position 3080: 0.0008491689033771515
Position 11061: 0.0006633781199605194
Position 12241: 0.0006325525523127561
Position 11914: 0.0005832146448087012
Position 1593: 0.0004889851524907803
Position 13246: 0.00048109934933797524
Position 2129: 0.0004555578244563831
Position 1483: 0.0004524655522204918
Position 10993: 0.0004279768501012388
Position 3061: 0.0002747275502254493
Position 2889: 0.00026782560592513745
Position 1653: 0.00025310169978986645
Position 2467: 0.0002429005619434451
Position 3100: 0.00024025003220060027
Position 10675: 0.0002185881936927963
Position 12066: 0.00021070360901896142
Position 1346: 0.0001670966325983002
Position 1904: 0.00016495772889647524
Position 13255: 0.00016155031081716478
Position 5957: 0.00014552307774467826
Position 763: 0.00013627406995616445
Position 12705: 0.00011681326151853481
Position 12297: 0.00011514248132517908
Position 115: 0.0001011000358744949
Position 11759: 7.33321854616314e-05
Position 595: 2.8326622479572048e-05
Position 425: 2.207867858760707e-05
Position 96: 2.1655850467815887e-05
Position 1675: 2.064447738912006e-05
Position 9296: 1.7830262612735046e-05
Position 1311: 1.6981896127145585e-05
Position 1625: 1.6651297066065608e-05
Position 1794: 1.3581770387365633e-05
Position 1619: 1.1748111599499244e-05
Position 6356: 1.1276963194503203e-05
Position 1282: 1.1062371606678077e-05
Position 1333: 8.122987940159674e-06
Position 1490: 7.669550205758618e-06
Position 553: 7.535420914324093e-06
Position 1918: 7.4207020514562745e-06
Position 1352: 7.1530955387930235e-06
Position 7116: 7.051615201456318e-06
Position 2015: 6.4470196751447255e-06
Position 877: 6.356591532860782e-06
Position 373: 6.3127906039152045e-06
Position 1424: 5.511046750966575e-06
Position 2092: 5.472916640540363e-06
Position 1400: 4.991145228574075e-06
Position 886: 4.607626136715775e-06
Position 283: 4.601408735649731e-06
Position 718: 4.492985348760203e-06
Position 6202: 4.357808210211105e-06
Position 1074: 4.1248669666255464e-06
Position 444: 4.090736749758901e-06
Position 2143: 3.7034564424384195e-06
Position 6145: 3.2207038358182728e-06
Position 1867: 2.8590961814657033e-06
Position 155: 2.0676857744635222e-06
Position 4432: 1.9810078876945544e-06
Position 4476: 1.9700859283359127e-06
Position 549: 1.6858858393277567e-06
Position 617: 1.6272262815677687e-06
Position 4086: 1.5461034385728766e-06
Position 566: 1.5056427336528188e-06
Position 1512: 1.4912740757196234e-06
Position 141: 1.4168389754581904e-06
Position 1988: 1.2783554501763163e-06
Position 919: 9.286723846241209e-07
Position 824: 8.759654189625826e-07
Position 1029: 7.666113635791412e-07
Position 682: 7.641963349079516e-07
Position 665: 6.544188102359729e-07
Position 138: 6.404529316009882e-07
Position 3397: 6.20289685555835e-07
Position 3327: 6.1536295243919e-07
Position 158: 5.086506499888818e-07
Position 2927: 4.722204191250509e-07
Position 3117: 4.646591334006025e-07
Position 1036: 4.616532066878673e-07
Position 958: 3.029633880276728e-07
Position 220: 2.6707691727808083e-07
Position 975: 1.302495457592141e-07
Position 253: 1.265194242098881e-07
Position 1078: 7.215186492537993e-08
Position 1101: 7.134882049853362e-08
Position 963: 6.835307796914378e-08
Position 403: 4.8608603197316634e-08
Position 397: 4.81986764076822e-08
Position 427: 3.975198020080613e-08
