Gene = Gfy
Position 173: 2.1047373526392766e-05
Position 2198: 2.0589618463713665e-05
Position 729: 1.719125707103942e-05
Position 3093: 1.5177590326453558e-05
Position 515: 1.4970405870802081e-05
Position 275: 1.3891133067548638e-05
Position 399: 1.3497772811021995e-05
Position 506: 1.1705702596553034e-05
Position 3156: 1.1346364000831736e-05
Position 765: 1.0584089079326247e-05
Position 530: 9.833895275304789e-06
Position 982: 8.666973832830222e-06
Position 1152: 3.962932184165731e-06
Position 1086: 3.6742285734630887e-06
Position 904: 3.149094510225461e-06
Position 411: 2.3766990588264304e-06
Position 405: 2.0874429768703714e-06
Position 281: 1.6833372136089233e-06
Position 292: 1.599197759607226e-06
Position 532: 1.1868573659683906e-06
Position 894: 9.710208267628568e-07
Position 1220: 7.886605436019719e-07
Position 1164: 7.53394483887716e-07
Position 912: 6.961066507344049e-07
Position 886: 4.931823509153665e-07
Position 1231: 1.7650198368077448e-07
Position 1223: 1.677984292065547e-07
Position 954: 1.5429228509187255e-07
Position 1058: 1.402809057167054e-07
Position 838: 8.797941201459874e-08
Position 544: 4.620296107752003e-08
Position 965: 3.763037963592056e-08
Position 732: 1.1046446168886447e-08
Position 783: 2.5399878321776312e-09
Position 158: 6.380506534274277e-10
Position 194: 4.987422104328752e-10
Position 443: 3.224691362844083e-10
Position 231: 1.7919556005765121e-10
