Gene = Mypop
Position 1311: 0.12984017048430951
Position 9969: 0.11453348489866413
Position 1173: 0.10088624454799174
Position 736: 0.08471281875791196
Position 1856: 0.06184256955959959
Position 1215: 0.06117011152510649
Position 1790: 0.052110798496686254
Position 7633: 0.04555149022498746
Position 3936: 0.037984308773003975
Position 4397: 0.037256267298989836
Position 2883: 0.03449073476186889
Position 5509: 0.030091819590110494
Position 1218: 0.028592777528834584
Position 9700: 0.01760146696897472
Position 1079: 0.017076018335479868
Position 2460: 0.01556907397109513
Position 835: 0.014307288429647028
Position 586: 0.014169106736226327
Position 8733: 0.013260948449245753
Position 2558: 0.012465234229983024
Position 2489: 0.010252395734409484
Position 2649: 0.009451967382453328
Position 1348: 0.008448274711463649
Position 9479: 0.008406808965501006
Position 9453: 0.008178911817996973
Position 3970: 0.007905316807583426
Position 1325: 0.006739250502546274
Position 4185: 0.006365620443981714
Position 1291: 0.0058434855031246295
Position 814: 0.005661310475918794
Position 2692: 0.0047346079510780376
Position 603: 0.004500156864602843
Position 1140: 0.00420434191067589
Position 349: 0.004170691450725348
Position 1567: 0.004012497394431648
Position 1278: 0.0032206938356922755
Position 10031: 0.0031294726351997117
Position 1915: 0.0029904742786352957
Position 1863: 0.002760554077212174
Position 1098: 0.0027153391925669665
Position 2728: 0.0024086558142895945
Position 3818: 0.0023277610091053517
Position 1128: 0.0022704979622013306
Position 2004: 0.002182631358706287
Position 2578: 0.0016352205019859497
Position 1146: 0.0016049391819780525
Position 8685: 0.0015459392943218957
Position 2939: 0.0014524152229750409
Position 8533: 0.0013684934952511232
Position 990: 0.0012974888008660142
Position 358: 0.001292032193353941
Position 1358: 0.001286546495248631
Position 839: 0.0011811210773030449
Position 8590: 0.0011527617139010997
Position 6975: 0.001128041509648851
Position 1530: 0.0009931155168871825
Position 245: 0.0009857902374340846
Position 744: 0.0009488933552170036
Position 703: 0.000809090529423735
Position 2749: 0.0007323675445418702
Position 927: 0.0007284548683375947
Position 1487: 0.0007075682380587245
Position 4360: 0.0006716037373351411
Position 4506: 0.00061658293576638
Position 1447: 0.0006152280363334448
Position 389: 0.000544287396749303
Position 2332: 0.0005288475109335412
Position 1212: 0.0004978235115897078
Position 945: 0.0004874353412076932
Position 4294: 0.00048150044014415435
Position 1107: 0.00045584737477102644
Position 1049: 0.0003431908973021777
Position 1718: 0.0003221600969777064
Position 1411: 0.00031714434022073114
Position 789: 0.0002970451608456174
Position 1281: 0.00029506408070726817
Position 4921: 0.0002766767477185272
Position 1350: 0.00027319616034652346
Position 308: 0.00022657789601538236
Position 625: 0.00022330648107828972
Position 1005: 0.00021843565121963402
Position 901: 0.00020372515399935136
Position 2320: 0.00019760305058547106
Position 2531: 0.00016657499200926855
Position 1101: 0.00014629911762553856
Position 1375: 0.00013965153506521118
Position 948: 0.00012226224305346984
Position 1597: 0.00011761790942242987
Position 1143: 0.00011710533607982033
Position 274: 8.952856319852831e-05
Position 954: 8.314369744771013e-05
Position 1007: 8.037427943958138e-05
Position 632: 7.986214558177166e-05
Position 1194: 5.7587914610907697e-05
Position 311: 5.432079897268219e-05
Position 1739: 5.4040186352690147e-05
Position 779: 5.02117473000218e-05
Position 432: 4.536632331186227e-05
Position 746: 4.055821356366901e-05
Position 1362: 3.515177484160807e-05
Position 1429: 2.3932409524857047e-05
Position 1110: 2.015878113489801e-05
Position 906: 1.9257213723530676e-05
Position 1484: 1.880834720829348e-05
Position 1039: 1.8724878134830265e-05
Position 1490: 1.4196415228500646e-05
Position 449: 1.3031398261799274e-05
Position 684: 1.259492537238105e-05
Position 651: 1.117801063230978e-05
Position 1537: 1.0601058785826134e-05
Position 749: 6.270015793175437e-06
Position 1456: 5.843382201097397e-06
Position 1552: 5.062187448689211e-06
Position 1709: 4.0284803498336365e-06
Position 1535: 3.937134986645129e-06
Position 680: 3.7350410255724904e-06
Position 254: 3.6923595164133276e-06
Position 1504: 3.4663232019085355e-06
Position 282: 2.9226542814936106e-06
Position 645: 2.3904358525870523e-06
Position 909: 2.1873605552087603e-06
Position 2288: 1.8834673407327315e-06
Position 2022: 1.797760700911132e-06
Position 969: 1.3597564251735258e-06
Position 1917: 1.1294375855657975e-06
Position 1591: 3.841494901806659e-07
Position 181: 3.5088911147898505e-07
Position 1868: 4.0786546995364195e-09
Position 170: 7.721489565097519e-12
Position 114: 1.4063763863929316e-13
