Gene = E130309D02Rik
Position 4485: 0.0021783097939038275
Position 3080: 0.0021145488240752732
Position 8297: 0.002108881016711247
Position 3903: 0.002088705918589017
Position 8262: 0.002084347423540494
Position 328: 0.0018210785073214286
Position 189: 0.001780930402482931
Position 6473: 0.0014077453392453817
Position 676: 0.0013508743821150418
Position 3807: 0.0013059461652944475
Position 8874: 0.0012731568303759801
Position 701: 0.0012151569125474328
Position 10778: 0.0011993079593129326
Position 589: 0.0011421865978024537
Position 5131: 0.0011414751470444984
Position 1254: 0.0010606834359979222
Position 11375: 0.0010594816359411785
Position 5181: 0.001042942642216709
Position 4233: 0.0010306890634656845
Position 564: 0.0009577728184733505
Position 3547: 0.0008705522011176821
Position 6531: 0.0008573066363654851
Position 5002: 0.0008260881553094538
Position 5107: 0.0008189491444702972
Position 2710: 0.0006904107316658111
Position 3045: 0.0006600248552932088
Position 806: 0.0006579050265136894
Position 4173: 0.0005616246883434899
Position 6458: 0.0005426013410682709
Position 570: 0.0005351635872986288
Position 733: 0.00043766369557365616
Position 1002: 0.0004004440090898424
Position 583: 0.0003331963187269165
Position 218: 0.0003229091754823886
Position 421: 0.0002669079571653065
Position 1750: 0.0002268659648235497
Position 551: 0.0001861886553037326
Position 473: 0.00017816550191282452
Position 3714: 0.000177388825624748
Position 383: 0.00017535506701761444
Position 398: 0.0001631574915828603
Position 10729: 0.0001467719615308195
Position 10755: 0.00014024234492735497
Position 105: 0.00013958287502513364
Position 47: 0.0001385942177206207
Position 373: 0.00013425576414518493
Position 419: 0.00010441453792333955
Position 541: 9.431032478552483e-05
Position 5023: 9.349635504330818e-05
Position 78: 8.283929112111696e-05
Position 852: 8.28212388266713e-05
Position 4085: 8.024120070549193e-05
Position 4617: 7.358494661750798e-05
Position 1382: 3.666731340749342e-05
Position 1244: 3.507942328540734e-05
Position 1212: 3.4750810056835755e-05
Position 14: 3.115283559891998e-05
Position 581: 2.681330753328698e-05
Position 3885: 2.581621408919167e-05
Position 7969: 2.410932391879336e-05
Position 1202: 2.2386591744783333e-05
Position 7708: 2.0808341238777498e-05
Position 1138: 1.4528178617489816e-05
Position 1296: 5.57220660425503e-06
Position 2084: 2.649885499751846e-06
Position 1218: 2.264670128720773e-06
Position 1637: 2.158363911515834e-06
Position 7773: 1.935114464387296e-06
Position 1155: 1.674022759260437e-06
Position 1269: 1.1022019345121149e-06
Position 2072: 1.0707680917320238e-06
Position 1120: 1.040469760472714e-06
Position 1686: 9.089120747735106e-07
Position 1036: 5.65795381306822e-07
Position 1308: 5.286132681260156e-07
Position 1140: 5.226694579481757e-07
Position 1142: 5.037125201199802e-07
Position 1236: 2.510631236900224e-07
Position 1248: 2.3826744879836014e-07
Position 1274: 1.8055905942694486e-07
Position 1665: 1.3340713379818422e-07
Position 1471: 1.118400328107195e-07
Position 1447: 1.3520159473420848e-08
Position 1453: 1.2491839250470506e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9453249690811669
Position 7665: 0.7965868952793179
Position 9204: 0.714522690720998
Position 13356: 0.4819561945902273
Position 4056: 0.35142706800311535
Position 3609: 0.3329328354183233
Position 7219: 0.32020799155024227
Position 3483: 0.31053709051942885
Position 8394: 0.3094947617202847
Position 11326: 0.25890622353632803
Position 3428: 0.25701982683289376
Position 9478: 0.24917768130309487
Position 9168: 0.17901977382064266
Position 13116: 0.13344015805258605
Position 5334: 0.12769386781314465
Position 7524: 0.12217781642314086
Position 6006: 0.09005854614696472
Position 12445: 0.07018703542396434
Position 13178: 0.06340744446747365
Position 3849: 0.050058937921989906
Position 12579: 0.04003845968065396
Position 960: 0.03936747631568029
Position 8554: 0.038911239080346584
Position 3936: 0.03817196445660905
Position 11848: 0.0368563373266317
Position 3442: 0.03503956079585881
Position 12168: 0.029464383027745
Position 11541: 0.02943617920564899
Position 11563: 0.027078280498753885
Position 13931: 0.024051982364237442
Position 7707: 0.022607585285283928
Position 12941: 0.020795153734156312
Position 8137: 0.019916340080328367
Position 7823: 0.01959973230734381
Position 13959: 0.019253016543668067
Position 12171: 0.019249265037512064
Position 7336: 0.018727653598731443
Position 3564: 0.018096763199474744
Position 4033: 0.01707617658548211
Position 2190: 0.016434015134939535
Position 1525: 0.014932337300129175
Position 9514: 0.014340170989596626
Position 12697: 0.013287508464226109
Position 6052: 0.01278359937589671
Position 9482: 0.011174472675424863
Position 3997: 0.010664959071229515
Position 8928: 0.010604419781207176
Position 13608: 0.010078123053577494
Position 7184: 0.009260837128527717
Position 4975: 0.008955940142584596
Position 8336: 0.008917352775575382
Position 3232: 0.008049562940151384
Position 3370: 0.007807637219209269
Position 9521: 0.007421525235045181
Position 7972: 0.006972306166873562
Position 541: 0.006889890078611349
Position 1710: 0.006859387007803942
Position 7503: 0.006545542501176767
Position 8428: 0.006396764309568252
Position 5271: 0.005752367437127545
Position 8415: 0.005736745281118936
Position 1778: 0.005430442549032012
Position 8375: 0.005208314351954468
Position 11799: 0.004873396366795618
Position 5205: 0.004531205161934883
Position 3387: 0.004314643762533229
Position 8894: 0.0042960104712483444
Position 4005: 0.004027384605974292
Position 3840: 0.003755249971797276
Position 699: 0.0037025776214191816
Position 1007: 0.003495826285311896
Position 10424: 0.0031958583713426313
Position 13545: 0.0031776378040014293
Position 4013: 0.003065992982290041
Position 13526: 0.003034349282543523
Position 8312: 0.0029071946783064736
Position 3447: 0.0028367446084731746
Position 6367: 0.0028076533166791397
Position 9442: 0.0026762133951796444
Position 2923: 0.0026279190087931093
Position 3509: 0.002550242475467505
Position 10581: 0.002473869433143399
Position 11881: 0.0024268482194167635
Position 1017: 0.0023312584802479947
Position 8347: 0.002264831649701698
Position 578: 0.0022547456882135103
Position 1075: 0.002218779633904766
Position 978: 0.0021476580709964338
Position 10916: 0.002138347546801037
Position 6077: 0.0019452051609305174
Position 4406: 0.0017902699122876167
Position 12807: 0.0016645119056415815
Position 3190: 0.0016327058862210704
Position 1822: 0.0016290944137962876
Position 10411: 0.0014537628350356929
Position 3334: 0.0014108918341910357
Position 2324: 0.0013788931244979588
Position 3576: 0.0013536415373164702
Position 8703: 0.00127315683037598
Position 3584: 0.0012621267239489378
Position 10644: 0.0012132314262514367
Position 1044: 0.0011965520519735362
Position 14148: 0.0011877801348289265
Position 934: 0.0011854757641821883
Position 7938: 0.0010315659816349243
Position 11746: 0.0010069303846291446
Position 10427: 0.0009730866537263879
Position 3865: 0.0008939467768766337
Position 3116: 0.0008557834569248025
Position 2203: 0.0008281872131331963
Position 894: 0.0008061911150328014
Position 253: 0.0007871188949349843
Position 351: 0.00078492828200325
Position 10679: 0.000769061865938098
Position 3717: 0.0006888169785445165
Position 9234: 0.00062320342191651
Position 11322: 0.0005564124512051506
Position 7406: 0.0005229542938895996
Position 8491: 0.000522151893917904
Position 2548: 0.0005148366630824321
Position 5358: 0.0005069867068982418
Position 3355: 0.0004612475587218046
Position 4893: 0.00044279704504889385
Position 3912: 0.0004246669403323564
Position 1793: 0.0004205112999311236
Position 8358: 0.0004173143633768389
Position 3649: 0.00038022020809999065
Position 391: 0.0003754616853136522
Position 3776: 0.00035280915653045146
Position 354: 0.0003354437603154368
Position 8517: 0.0003222082417020663
Position 4410: 0.0003158213421408386
Position 8018: 0.0002850306786003656
Position 3077: 0.0002800062377026945
Position 819: 0.00024999099331011164
Position 1619: 0.00022232479903330595
Position 1665: 0.0002113253219894598
Position 3367: 0.00020343878601007345
Position 2422: 0.00019996298277716
Position 2987: 0.00019314344257751902
Position 235: 0.0001756432177776124
Position 319: 0.0001661369452768248
Position 2522: 0.00015406327817024532
Position 2372: 0.00014742229942701465
Position 232: 0.00014622081918419137
Position 5180: 0.00014203121084025493
Position 1827: 0.00012194815510108203
Position 1084: 0.00011230514137726324
Position 9034: 0.00010663452617505723
Position 1182: 0.00010408885718756973
Position 309: 9.755925172501204e-05
Position 492: 9.258607441508016e-05
Position 4335: 8.883237504930436e-05
Position 1634: 8.687024874885657e-05
Position 1569: 8.476029652230276e-05
Position 1774: 8.469215763068605e-05
Position 987: 8.426210643531605e-05
Position 1116: 8.049974301470464e-05
Position 1251: 7.947190842195146e-05
Position 1654: 7.501055450494075e-05
Position 8023: 7.43006446254192e-05
Position 962: 6.974221419193728e-05
Position 721: 6.745132612115481e-05
Position 11369: 5.907916830349709e-05
Position 9037: 5.818926038190637e-05
Position 5128: 5.5610687851728305e-05
Position 1474: 5.530380282316538e-05
Position 4796: 4.264539306793036e-05
Position 3159: 4.214140242440617e-05
Position 3907: 3.8521743291501834e-05
Position 4373: 3.0785155988964764e-05
Position 4898: 2.837226204301991e-05
Position 6959: 2.7140160236512536e-05
Position 4554: 2.5758045961809838e-05
Position 2497: 2.151079041313379e-05
Position 3281: 1.9598362301285216e-05
Position 364: 1.7155883953404866e-05
Position 5525: 1.564752550323452e-05
Position 3916: 1.4265959421660257e-05
Position 3139: 1.2904518791415501e-05
Position 11342: 3.8865746392395276e-06
Position 7867: 2.893623256101897e-06
Position 3212: 2.3071011347571577e-06
Position 1200: 2.1358069678548328e-06
Position 546: 1.9203425989796014e-06
Position 6002: 1.8030588254623135e-06
Position 7262: 1.7740189872342292e-06
Position 3909: 1.663879199300164e-06
Position 981: 1.3049081150450828e-06
Position 4081: 1.0024244189732766e-06
Position 1094: 8.277892026847962e-07
Position 1212: 8.131463848007659e-07
Position 674: 7.75787740682532e-07
Position 1020: 6.743484884744726e-07
Position 668: 6.63930370973541e-07
Position 428: 4.958278760292197e-07
Position 1221: 4.7316282082098197e-07
Position 270: 4.662297220931663e-07
Position 412: 4.5290828319091065e-07
Position 200: 4.255970247725871e-07
Position 1884: 3.848965986583762e-07
Position 322: 3.769197661832157e-07
Position 1375: 2.5477205740660757e-07
Position 1540: 2.4856921027754956e-07
Position 2020: 2.3930231206631e-07
Position 436: 1.8910444236366284e-07
Position 358: 1.8535187866096523e-07
Position 415: 1.7470979192685542e-07
Position 1389: 1.4718298641997734e-07
Position 4139: 1.3841439688851193e-07
Position 2057: 1.2674200338178742e-07
Position 1253: 1.2294197726923616e-07
Position 1870: 1.0786299623314877e-07
Position 1445: 8.882145828195524e-08
Position 3889: 8.712536783292517e-08
Position 1225: 6.970629238738814e-08
Position 841: 4.961681374266301e-08
Position 1327: 3.592946615689003e-08
Position 1601: 3.286748764486771e-08
Position 1730: 2.6331866924850226e-08
Position 1596: 2.1455985178631134e-08
Position 1844: 1.709347874510189e-08
Position 1308: 1.0776149053367277e-08
Position 3851: 4.1071270356262016e-09
Position 764: 3.469938240883616e-11
Position 759: 3.330727198659756e-11
Position 403: 1.178212033574173e-11
Position 559: 9.78395814253872e-13
Position 439: 3.807188958926296e-13
Position 451: 2.8372613493973917e-13
