Gene = A630095N17Rik
Position 3635: 0.0026235683259231745
Position 4115: 0.0025593638191975404
Position 3701: 0.0024795574337687955
Position 5102: 0.0023934647046962927
Position 2265: 0.0023700327250845013
Position 522: 0.002158782407724423
Position 780: 0.001765950202410686
Position 4190: 0.0017201926053163426
Position 2217: 0.0016726837232095408
Position 1306: 0.00166484750124992
Position 2249: 0.001642991535146659
Position 4172: 0.001562396255170962
Position 8612: 0.0013310830704592032
Position 456: 0.0009746013956806594
Position 5657: 0.0006836716588219872
Position 994: 0.0006298848792246688
Position 3806: 0.0006118120075980459
Position 1021: 0.0006064970518456931
Position 478: 0.0005919079291371126
Position 3871: 0.0005862437014246879
Position 553: 0.0005845337917162059
Position 615: 0.0005345903980002855
Position 819: 0.00048099197483206474
Position 1512: 0.0004018414779304477
Position 5876: 0.00040008640299607517
Position 4540: 0.00039353476592787165
Position 7433: 0.00030137668319529093
Position 1535: 0.0002738596028207189
Position 2626: 0.0002711676280260805
Position 704: 0.00024049779405505497
Position 4805: 0.0002146930104331868
Position 268: 0.0002136597329001779
Position 1624: 0.00020207297576428686
Position 3432: 0.0001951036304032358
Position 4905: 0.00017959153382039264
Position 736: 0.00016106985213464782
Position 5445: 0.0001608121771000567
Position 4493: 0.00015339180787069854
Position 636: 0.0001527482112555358
Position 385: 0.0001385425026230672
Position 2950: 0.0001250159393998738
Position 5565: 0.000122740803693143
Position 4153: 0.00010726926672546443
Position 5416: 9.859052344527634e-05
Position 5157: 7.879314081093414e-05
Position 4884: 7.840567975456133e-05
Position 2126: 6.752852859439512e-05
Position 881: 6.731164919949876e-05
Position 1071: 5.1300044812511835e-05
Position 2076: 4.021266728490335e-05
Position 2469: 3.9823992403368414e-05
Position 1152: 3.8646476421915105e-05
Position 501: 3.756250430187191e-05
Position 3085: 3.1212558641247e-05
Position 3121: 2.841185148188863e-05
Position 2139: 2.769822488136046e-05
Position 2843: 2.602644727136803e-05
Position 3149: 1.96054496333274e-05
Position 1935: 1.7551131605554073e-05
Position 2791: 1.7270340025090087e-05
Position 207: 1.683548716279626e-05
Position 2181: 1.501617752277369e-05
Position 313: 1.497286922613194e-05
Position 2220: 1.1890717852013399e-05
Position 741: 1.1786567621052732e-05
Position 1661: 9.63869185550185e-06
Position 2081: 9.588315887227166e-06
Position 908: 9.062697004089413e-06
Position 1786: 8.705453735533392e-06
Position 1730: 8.608656090488829e-06
Position 1211: 8.369090456345868e-06
Position 619: 8.028090656290556e-06
Position 436: 7.824420582335948e-06
Position 744: 7.787373715797392e-06
Position 927: 6.415125078938047e-06
Position 574: 5.005319091284666e-06
Position 930: 4.605412057623291e-06
Position 738: 4.510769299024914e-06
Position 217: 3.6489312093508664e-06
Position 955: 3.0211973802121417e-06
Position 707: 2.307601038217793e-06
Position 1324: 2.2777460419156073e-06
Position 528: 1.8441132671465238e-06
Position 1042: 1.8376345761261862e-06
Position 670: 1.8261022098571993e-06
Position 713: 1.7216116600643746e-06
Position 389: 1.6136367142805537e-06
Position 1134: 1.603970072277277e-06
Position 1321: 1.529731309873573e-06
Position 1113: 1.4377511418806825e-06
Position 557: 1.416806953688356e-06
Position 1348: 1.1747800757151732e-06
Position 424: 1.166493506752154e-06
Position 335: 1.1426309842501265e-06
Position 1448: 1.0155707714387148e-06
Position 277: 8.659706482612392e-07
Position 342: 8.235280544504462e-07
Position 1159: 7.38939442656558e-07
Position 709: 6.980399427634731e-07
Position 626: 6.651900098679615e-07
Position 332: 4.744101714118861e-07
Position 1073: 4.710836685808399e-07
Position 287: 4.467883755264173e-07
Position 1657: 4.4009865286706275e-07
Position 534: 3.6361231807910187e-07
Position 823: 3.5201805602214715e-07
Position 391: 1.9210488520040936e-07
Position 358: 1.8831660417726578e-07
Position 844: 3.6054500615055134e-08
Position 715: 2.6573716510555444e-08
Position 1032: 2.3289645350714308e-08
Position 624: 1.3005724348204962e-08
Position 541: 9.678978664962507e-09
Position 226: 3.1865731421952803e-09
Position 751: 3.4367762263838716e-10
Position 348: 6.598531401832305e-11
Position 182: 1.540410356617828e-11
Position 189: 1.4589086319967653e-11
