Gene = Medag
Position 1264: 0.00025281018518370714
Position 321: 0.000219658525261756
Position 1222: 0.0002153626682696715
Position 3298: 0.0001366816906700131
Position 3524: 0.0001251095367502161
Position 539: 0.0001170145279615839
Position 2213: 8.129143605028683e-05
Position 1007: 7.328920200713192e-05
Position 477: 4.842107666488561e-05
Position 213: 4.762961515751659e-05
Position 202: 4.66804168229795e-05
Position 2509: 4.654953207235465e-05
Position 5328: 4.2642804740521877e-05
Position 596: 3.787440282848847e-05
Position 825: 3.752286770413143e-05
Position 2561: 3.632044875535994e-05
Position 221: 2.9461227998005375e-05
Position 929: 2.7978189156480344e-05
Position 952: 2.760340461922145e-05
Position 168: 2.626433767823672e-05
Position 249: 2.5984054328917166e-05
Position 1038: 2.5091300294760935e-05
Position 3683: 2.2691335608316023e-05
Position 3870: 1.7285526538102932e-05
Position 2899: 1.4007889855942716e-05
Position 2249: 1.1425400565117493e-05
Position 648: 1.0439418767540426e-05
Position 3157: 5.3484987272241315e-06
Position 206: 4.130497843217039e-06
Position 1768: 3.97638976646816e-06
Position 793: 3.4978839551136933e-06
Position 3438: 3.263627301670587e-06
Position 590: 2.4675711389375486e-06
Position 147: 2.293513046549076e-06
Position 215: 1.4921835771173316e-06
Position 227: 7.85579974357927e-07
Position 504: 5.914197177358072e-07
Position 2162: 4.880635312711491e-07
Position 161: 2.909286591576084e-07
Position 1598: 2.1815746095923505e-07
Position 141: 1.9968647520336867e-07
Position 943: 9.392372491603796e-08
Position 72: 5.243492252747585e-08
Position 651: 4.710409445759413e-08
Position 151: 4.270039938670342e-08
Position 510: 2.8865427021206255e-08
Position 1776: 1.2810128389856294e-08
Position 100: 8.328364457271478e-09
Position 857: 8.017570195433303e-09
Position 721: 4.314152759082278e-09
Position 83: 3.127415353499488e-09
Position 506: 8.775522937594237e-10
Position 108: 7.210889520335394e-12
Position 120: 2.3360350978401016e-12
Position 110: 2.1822081879275797e-12
