Gene = Ung
Position 1584: 0.00011902243713464539
Position 688: 0.00011271796170010299
Position 3519: 9.8460880640774e-05
Position 2680: 8.258408798803391e-05
Position 1332: 7.465005002816259e-05
Position 2647: 7.303924546195074e-05
Position 431: 6.989869706464961e-05
Position 6271: 6.48420017768593e-05
Position 1119: 6.247127447864402e-05
Position 779: 4.972646459040499e-05
Position 1623: 4.8341393552209996e-05
Position 809: 4.453196797748161e-05
Position 2171: 3.943146179411288e-05
Position 422: 3.725240561934175e-05
Position 789: 3.509870936885388e-05
Position 5631: 2.979218766720253e-05
Position 832: 2.7290998705821487e-05
Position 2175: 2.5202973252969112e-05
Position 1062: 2.4330623072191937e-05
Position 435: 2.1582632057776378e-05
Position 1217: 2.1428097778495623e-05
Position 407: 2.128092168753864e-05
Position 2011: 1.7190057489551093e-05
Position 6943: 1.6999936073308406e-05
Position 1720: 1.3551073054783007e-05
Position 729: 1.267293021559531e-05
Position 1028: 1.260373410409476e-05
Position 358: 1.0873806059526788e-05
Position 279: 1.0499104195502638e-05
Position 2632: 8.663948735534095e-06
Position 2532: 8.441365714357902e-06
Position 538: 8.426631856867716e-06
Position 5035: 7.2415272803774784e-06
Position 1600: 7.147480713976049e-06
Position 206: 6.855511753856345e-06
Position 536: 5.205595129436732e-06
Position 4130: 1.427471041070511e-06
Position 1421: 7.40444317449293e-07
Position 1794: 7.236596690705064e-07
Position 1475: 6.54428127551997e-07
Position 1836: 3.750265692083493e-07
Position 1810: 3.563226612464614e-07
Position 1715: 2.589159392480044e-07
Position 6793: 2.2844236518141908e-07
Position 939: 1.1896910171284209e-07
Position 1917: 9.428583890469823e-08
Position 587: 9.27000471148822e-08
Position 264: 8.364068759943024e-08
Position 960: 5.820775931539041e-08
Position 738: 1.2130110094457493e-08
Position 572: 4.597786586358609e-09
Position 548: 2.8361204482507004e-09
Position 545: 2.808195482933983e-09
Position 607: 1.379673846686213e-09
Position 551: 1.2628944497995228e-09
Position 234: 7.109451020850006e-10
Position 165: 6.08877610872514e-10
Position 225: 5.987060221869834e-10
Position 215: 5.191525396514231e-10
Position 182: 1.0392520957123418e-10
Position 611: 1.0774940934122048e-11
Position 1033: 2.887434954074252e-12
