Gene = Tipin
Position 168: 0.00017093161391441573
Position 249: 0.0001702817578910951
Position 629: 0.00016673108536538483
Position 220: 0.00015295492463589892
Position 1923: 0.00012037611332510481
Position 11211: 0.00012020332463358629
Position 2500: 9.921872235408617e-05
Position 11527: 9.537024054110018e-05
Position 13804: 9.176732621986569e-05
Position 13260: 8.923908264388543e-05
Position 2462: 8.745899561308017e-05
Position 1452: 7.128662774433757e-05
Position 2474: 6.324995534897363e-05
Position 13750: 5.8620379146733775e-05
Position 13062: 4.986930481393457e-05
Position 141: 4.157840792457865e-05
Position 2545: 3.298373276610381e-05
Position 1963: 3.0116229490401964e-05
Position 515: 2.9428121878886646e-05
Position 8966: 2.8854535989518968e-05
Position 10246: 2.8666454536639812e-05
Position 726: 2.7086350811415986e-05
Position 461: 2.0358937556724826e-05
Position 1578: 1.8586664026446765e-05
Position 10261: 1.7733860408147254e-05
Position 398: 1.6850985009152453e-05
Position 683: 1.5491882683188593e-05
Position 11970: 1.1755877702329246e-05
Position 152: 1.036754721465237e-05
Position 10805: 1.0350079572714971e-05
Position 494: 1.0192499718818024e-05
Position 10233: 8.514900371763242e-06
Position 327: 8.410914861764832e-06
Position 177: 7.936825995284914e-06
Position 11630: 7.794628420807865e-06
Position 8879: 7.264240980170133e-06
Position 1609: 6.534941517718033e-06
Position 387: 6.371404155481652e-06
Position 278: 5.96317782962319e-06
Position 245: 5.695224268451307e-06
Position 9762: 5.629705449562306e-06
Position 523: 5.620724350872619e-06
Position 10888: 5.326772722789699e-06
Position 1086: 4.621425826515284e-06
Position 741: 4.339431872453006e-06
Position 1047: 4.0636938976052965e-06
Position 1042: 3.8329099686389414e-06
Position 938: 3.4911919071948427e-06
Position 10489: 3.4735854437838624e-06
Position 199: 3.3612700401120943e-06
Position 10341: 3.3216274529718993e-06
Position 1376: 3.2644080314711587e-06
Position 1773: 2.6712394992794347e-06
Position 273: 2.4215224774818513e-06
Position 122: 2.408355303661812e-06
Position 243: 2.3223095601829622e-06
Position 636: 1.9046349258100535e-06
Position 5897: 1.7540183172133137e-06
Position 896: 1.5937101181239897e-06
Position 693: 1.3835337565705769e-06
Position 284: 1.3614708746015995e-06
Position 353: 1.1668143260097217e-06
Position 162: 1.0856824028008192e-06
Position 323: 1.0775271372847013e-06
Position 187: 1.0139609947203614e-06
Position 408: 8.670200767175672e-07
Position 4472: 8.587423637443381e-07
Position 4920: 7.665650440636969e-07
Position 2838: 6.735806033341304e-07
Position 3185: 6.499863117991549e-07
Position 356: 6.37928929141268e-07
Position 2988: 5.045090409073656e-07
Position 3020: 4.5310179340745445e-07
Position 282: 4.106162700093297e-07
Position 4036: 2.6135018537755083e-07
Position 4868: 2.34874968621356e-07
Position 4662: 1.7188894278345284e-07
Position 3379: 1.718681246773701e-07
Position 4985: 1.4535279372208768e-07
Position 1263: 5.083535385279494e-08
Position 2177: 4.0668274067183694e-08
Position 2631: 4.049685140391306e-08
Position 1221: 3.651701114952232e-08
Position 1879: 2.922919308892072e-08
Position 1242: 2.4740609839112333e-08
Position 165: 1.950011388873062e-08
Position 1116: 3.2674595883063827e-10
Position 1544: 2.1828535818719304e-10
Position 864: 1.1695456379880966e-10
Position 882: 1.3405077766742605e-11
Position 569: 1.2325817639271987e-14
