Gene = Sprr2d
Position 1176: 0.00021889258446220535
Position 981: 0.0002073066574772068
Position 709: 0.00018351085729325465
Position 1131: 0.0001645079187982603
Position 598: 0.00015124357824915607
Position 1574: 0.000129631032708449
Position 153: 0.00012059311464811263
Position 505: 0.00011146254271907257
Position 1600: 9.787690964643928e-05
Position 1179: 8.783188081859656e-05
Position 1529: 8.645459987382461e-05
Position 235: 8.319420609019045e-05
Position 297: 7.926442452317125e-05
Position 1350: 7.498615072308868e-05
Position 1109: 6.760866888692773e-05
Position 161: 6.18778331842829e-05
Position 500: 5.4715989483154985e-05
Position 1655: 5.3101054498418547e-05
Position 950: 4.966780353114559e-05
Position 1034: 4.533395465635787e-05
Position 1134: 4.0495690635379734e-05
Position 1608: 3.830756910716211e-05
Position 558: 3.683140221499634e-05
Position 1012: 3.460207271615595e-05
Position 1269: 2.9237872687433875e-05
Position 581: 2.8630285369051142e-05
Position 191: 2.8308408431313337e-05
Position 243: 2.231530456547889e-05
Position 417: 2.1797113555764253e-05
Position 238: 1.5561541256148132e-05
Position 307: 1.5339581335966765e-05
Position 301: 1.2153628073181248e-05
Position 124: 1.1537993008990714e-05
Position 773: 9.920502554920325e-06
Position 315: 8.269949481795374e-06
Position 769: 7.974870986770626e-06
Position 776: 7.899047438299696e-06
Position 741: 5.745473306173845e-06
Position 164: 5.575243028728321e-06
Position 754: 5.4105234058472525e-06
Position 176: 4.760885399804741e-06
Position 782: 4.188035678146275e-06
Position 786: 3.7384256589875068e-06
Position 107: 2.821163094991947e-06
Position 766: 2.5716062068046296e-06
Position 700: 1.565690541522809e-06
Position 610: 1.5536720463296873e-06
Position 198: 1.2667781275363021e-06
Position 179: 1.8379199157631442e-07
Position 196: 9.233451704296119e-08
Position 168: 6.525873102488107e-08
Position 96: 3.76851182431096e-08
Position 205: 1.0757093377577845e-08
Position 379: 1.129751677126303e-09
Position 386: 4.547906357573295e-10
Position 512: 2.1949069580624328e-10
Position 517: 1.0890401371032285e-10
Position 586: 8.656479478587802e-11
