Gene = Ly96
Position 6816: 2.125279092134085e-05
Position 1129: 2.0138117847881958e-05
Position 3572: 1.8963169843026715e-05
Position 5280: 1.7613161419697015e-05
Position 2302: 1.757385421012013e-05
Position 4025: 1.5883988079681107e-05
Position 3605: 1.483696575898882e-05
Position 2918: 1.4650508088193885e-05
Position 1303: 1.4187960232666753e-05
Position 2900: 1.4142223250765291e-05
Position 4262: 1.2619571051865255e-05
Position 2535: 1.1411109346702164e-05
Position 2401: 1.130308529530323e-05
Position 1907: 1.0859783452250529e-05
Position 5817: 1.0745263633825089e-05
Position 2395: 1.0715549340371266e-05
Position 1931: 1.0284168465818125e-05
Position 255: 9.665600400749415e-06
Position 2336: 9.376806384458834e-06
Position 1752: 9.239107529918938e-06
Position 3540: 9.004993882349785e-06
Position 2028: 7.0474604813265684e-06
Position 3010: 6.608086471619425e-06
Position 2111: 6.551136768911992e-06
Position 466: 5.557100629606148e-06
Position 2067: 4.23234336129728e-06
Position 439: 4.2323025092860115e-06
Position 845: 4.155216258184708e-06
Position 2459: 3.8005037865160127e-06
Position 817: 3.6072003406175335e-06
Position 2391: 3.0147846418970896e-06
Position 2271: 2.9432662495851085e-06
Position 270: 2.930070555308601e-06
Position 2856: 2.842873491376785e-06
Position 287: 2.715773211855352e-06
Position 3551: 2.373901553885446e-06
Position 1370: 1.9034700166728272e-06
Position 1763: 1.4339664465570338e-06
Position 2944: 1.3439090989335744e-06
Position 3296: 1.3092289928738454e-06
Position 2559: 1.2957833731044035e-06
Position 2209: 1.2943114374115446e-06
Position 2357: 1.2222843658336425e-06
Position 261: 1.103625574886333e-06
Position 1716: 1.092453288351551e-06
Position 1053: 1.073552291225893e-06
Position 1038: 1.0562743074282724e-06
Position 2179: 9.477304510077455e-07
Position 1348: 9.220712181855913e-07
Position 757: 7.882774284404715e-07
Position 564: 7.068784988703455e-07
Position 1729: 6.35713602581894e-07
Position 284: 6.038870762164533e-07
Position 140: 5.958452323534414e-07
Position 1537: 5.689204621230055e-07
Position 747: 4.4696968143763486e-07
Position 3674: 4.312301919981013e-07
Position 1154: 3.666050353666123e-07
Position 946: 3.5140499574546395e-07
Position 3134: 2.644296823979404e-07
Position 1376: 4.498679043563862e-08
Position 2176: 4.187333398616505e-08
Position 134: 3.747675613830773e-08
Position 291: 2.5947674563678973e-08
Position 2144: 2.5428529805899324e-08
Position 1941: 1.7553995906414375e-08
Position 207: 1.1642053861358109e-08
Position 1440: 8.686364104866538e-09
Position 1186: 7.074873075535598e-09
Position 1237: 6.774055332736733e-09
Position 191: 2.5556834369728577e-09
Position 477: 2.1012348214192655e-09
Position 583: 1.5565174764860597e-09
Position 131: 3.689737493504783e-10
Position 231: 2.291690592781279e-10
Position 233: 2.1631538421332366e-10
Position 237: 1.9751029688909282e-10
Position 209: 1.9730550551504987e-10
Position 319: 2.2734064069051408e-11
