Gene = Hyls1
Position 5577: 0.5910663535636413
Position 5996: 0.47005776009814143
Position 8293: 0.42396148409051126
Position 9542: 0.3968661490871121
Position 6029: 0.2305051762462196
Position 5524: 0.19339300858614866
Position 6445: 0.12571722315609507
Position 9072: 0.10241117247844132
Position 8541: 0.0821954837163612
Position 5542: 0.07056853562535693
Position 3741: 0.05834033028114279
Position 8920: 0.05085161880506899
Position 3944: 0.04705528989264005
Position 282: 0.04223236771456581
Position 9411: 0.03214570542135824
Position 192: 0.02910235421095995
Position 5912: 0.027603223300262155
Position 439: 0.026986482138957348
Position 5503: 0.021605453487776358
Position 1892: 0.0206078253475312
Position 6674: 0.015538764743677644
Position 4580: 0.012602527451741168
Position 6419: 0.011753158397953115
Position 7139: 0.01134920386574632
Position 950: 0.011107039767649792
Position 670: 0.010572271459522225
Position 9256: 0.008364427915941618
Position 1447: 0.00777968648344806
Position 1642: 0.007578165745629478
Position 7523: 0.006904886672807707
Position 248: 0.006073269200728342
Position 6670: 0.0059038899233187295
Position 9225: 0.0058572819155964465
Position 4625: 0.004867165089446928
Position 6689: 0.004142801784560066
Position 8877: 0.0040628667873369535
Position 7849: 0.0040251081347977705
Position 343: 0.003923825498492187
Position 593: 0.00385382599489667
Position 8418: 0.0036626411778861324
Position 8571: 0.003104763805463224
Position 644: 0.002623290471983809
Position 8896: 0.002515459952277025
Position 4552: 0.0024258684452004428
Position 8298: 0.0021211196834819493
Position 7645: 0.0020879753040726895
Position 1463: 0.0019193233582437276
Position 7917: 0.0018912002886206192
Position 727: 0.0017211042971005425
Position 1718: 0.0015696968109809332
Position 8238: 0.0015033939293074648
Position 7214: 0.0014764777809393248
Position 8738: 0.0014737581582957154
Position 7698: 0.0014158953685736086
Position 229: 0.0013742108040036363
Position 1767: 0.0013701656102956359
Position 6710: 0.0013337836315654853
Position 880: 0.0011999190955161723
Position 8211: 0.001196726908432308
Position 8590: 0.0011045058065879485
Position 446: 0.00109153075730277
Position 7586: 0.0010731468638238268
Position 9018: 0.0010291738834618026
Position 7279: 0.0010007060108285573
Position 225: 0.0009769321161726353
Position 8476: 0.0008638344052287899
Position 1395: 0.0007033125814464631
Position 357: 0.0006945693648532906
Position 1212: 0.0006752487429654196
Position 381: 0.0006615876560792927
Position 7459: 0.0006557041696836849
Position 7597: 0.0006536872876764097
Position 563: 0.000647830447520148
Position 7492: 0.0006390939863810915
Position 8805: 0.0005704749252112379
Position 1401: 0.000558457738879984
Position 6978: 0.0005540399345899979
Position 313: 0.0004998060126477019
Position 1919: 0.0004465996897655976
Position 6481: 0.0003727418133419811
Position 6176: 0.00013667069824043333
Position 227: 9.314431871501169e-05
Position 6389: 8.760878114795018e-05
Position 6454: 8.34364655314906e-05
Position 417: 7.554152401424938e-05
Position 521: 6.95352876113243e-05
Position 2920: 4.827882671490877e-05
Position 3561: 4.662625009493745e-05
Position 370: 4.6104959584635274e-05
Position 333: 3.907759304103487e-05
Position 165: 2.63514830982573e-05
Position 6884: 2.0290304167304093e-05
Position 2626: 2.0137401178794948e-05
Position 200: 1.979286597949657e-05
Position 1167: 1.6867669815568644e-05
Position 1064: 1.1087226499694482e-05
Position 574: 9.51648087721304e-06
Position 1619: 7.785578987680637e-06
Position 1142: 7.275459521897185e-06
Position 833: 6.43742447694931e-06
Position 535: 5.180662470637669e-06
Position 1089: 4.900033820905964e-06
Position 242: 4.8315841977745055e-06
Position 826: 4.400683638804617e-06
Position 392: 4.227593265730896e-06
Position 167: 3.957961219628219e-06
Position 1359: 1.981593127371471e-06
Position 1418: 1.919786001230592e-06
Position 1218: 1.2629826057396285e-06
Position 648: 1.1427203735651749e-06
Position 655: 9.905604010901784e-07
Position 569: 4.2422637918341877e-07
Position 411: 3.401670377639839e-07
Position 158: 3.2125639963047433e-07
Position 149: 2.6095456789748907e-07
Position 451: 1.4478063797908987e-07
Position 884: 1.1628851776220568e-07
Position 806: 1.0096453562040853e-07
Position 401: 7.490468304431516e-08
Position 700: 2.331048121261135e-08
Position 116: 2.161854036678587e-08
Position 958: 1.749033710217749e-10
Position 584: 6.884569421267768e-11
