Gene = Bard1
Position 507: 1.603922749201077e-06
Position 504: 8.778306819925535e-07
Position 521: 8.649733286902079e-07
Position 703: 6.606711268302728e-07
Position 534: 3.559417650513522e-07
Position 729: 3.2034545237541125e-07
Position 511: 3.061912223542063e-07
Position 502: 2.7563236751974344e-07
Position 684: 1.5779287936780828e-07
Position 543: 1.2088967812373072e-07
Position 1034: 4.1040331343360924e-08
Position 724: 2.63107111322705e-08
Position 721: 2.036098234104301e-08
Position 387: 5.497844238167536e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4314: 0.5433084246344527
Position 4872: 0.26539537536024993
Position 6081: 0.21807573969030522
Position 5872: 0.1331554922455667
Position 554: 0.11723626884937721
Position 430: 0.10412400955457321
Position 6590: 0.07731741281314285
Position 5906: 0.05059818964819585
Position 569: 0.0501319103502535
Position 3133: 0.04249591304092481
Position 377: 0.04082213737598184
Position 9906: 0.036124569128727364
Position 7244: 0.02450765731927842
Position 8353: 0.020724918867655505
Position 1215: 0.0197728805713857
Position 3051: 0.019399858817888454
Position 1274: 0.017904428041361293
Position 5550: 0.015317925757645472
Position 605: 0.012538235050105945
Position 9486: 0.011551108127154715
Position 8994: 0.010845093606285987
Position 3092: 0.010492488126525026
Position 2846: 0.009536363494222662
Position 8084: 0.009221463763895224
Position 4794: 0.009211935995185315
Position 3114: 0.009138747670587945
Position 401: 0.00852337729991651
Position 3071: 0.00847750861840665
Position 5891: 0.008048357146251793
Position 8236: 0.007326091674488271
Position 657: 0.0066928236863637155
Position 1813: 0.00638196301103358
Position 2877: 0.006254529363395833
Position 5852: 0.0057858712737446786
Position 787: 0.005629502820744502
Position 3095: 0.005490267253924209
Position 4972: 0.00485841707283329
Position 7896: 0.0048265859989510395
Position 2297: 0.0046566736949627445
Position 2416: 0.003983235246627617
Position 3174: 0.0037507353051910047
Position 226: 0.003682746240101946
Position 1744: 0.003174054757213037
Position 8332: 0.002531019889549781
Position 4456: 0.0023866769962163133
Position 2152: 0.0023121002089659596
Position 1034: 0.002075066052748725
Position 5381: 0.0019019109200200807
Position 5848: 0.001831880336976661
Position 2340: 0.001675243586486872
Position 1601: 0.0015833617482936418
Position 4331: 0.0015498508917048484
Position 4477: 0.0014793428830101156
Position 790: 0.0014553125179570523
Position 2987: 0.0013454817148518554
Position 5641: 0.0012534935972076154
Position 1323: 0.0011497938279803669
Position 1554: 0.0011133676507767945
Position 3020: 0.001068076815526357
Position 2259: 0.0010419211759149297
Position 2382: 0.0009778106636113097
Position 5233: 0.000976077070979359
Position 1297: 0.000968577929081784
Position 1706: 0.0007650997361512272
Position 2596: 0.0007465258083016516
Position 4405: 0.0007449755652499873
Position 358: 0.0005453748936428098
Position 4271: 0.0005061154246069802
Position 938: 0.0005030670457511049
Position 4344: 0.0004822446566343968
Position 2782: 0.00047900818375246453
Position 3499: 0.00041592156457086535
Position 4215: 0.0003442828045897
Position 1185: 0.0003050943242124265
Position 631: 0.00029788949169299824
Position 2674: 0.00023146753455012482
Position 4097: 0.00021368027505704566
Position 3223: 0.00020306821362832
Position 2972: 0.00019839222748457304
Position 1662: 0.0001976041995940609
Position 2683: 0.0001966992161643994
Position 2496: 0.00017329814714314623
Position 2012: 0.00017155752051965746
Position 1965: 0.00016746395943753882
Position 879: 0.00016092658802425698
Position 2927: 0.0001576421281411768
Position 1106: 0.00010608994616740005
Position 455: 9.045656904583899e-05
Position 543: 8.682142023568126e-05
Position 458: 8.651195289665054e-05
Position 2402: 8.176035889230773e-05
Position 1037: 7.563473035435742e-05
Position 1989: 7.091767434794287e-05
Position 976: 7.074360853783439e-05
Position 167: 1.9985149419664893e-05
Position 534: 1.6745677268009005e-05
Position 210: 1.1984002070664582e-05
Position 240: 8.672272433831543e-06
Position 257: 5.718126206806267e-06
Position 272: 2.429962639926495e-06
Position 189: 2.1575911417520516e-06
Position 275: 2.0825428734926407e-06
Position 636: 1.777671907468544e-06
Position 234: 1.3439272259453842e-06
Position 155: 1.3254468603305093e-06
Position 675: 8.904325261446995e-07
Position 483: 8.479393840145221e-07
Position 1329: 4.673889677293138e-07
Position 1399: 3.828741890527959e-07
Position 113: 3.049061936746785e-07
Position 292: 3.0044650847020933e-07
Position 259: 2.6346722726015766e-07
Position 308: 2.2702730556145103e-07
Position 97: 1.785977641410904e-07
Position 175: 1.6295688745438083e-07
Position 851: 1.603364371134265e-07
Position 883: 1.568614139104277e-07
Position 793: 1.0107210232306926e-07
Position 837: 8.357115215717261e-08
Position 1760: 4.569382015756684e-08
Position 502: 4.5530228329025135e-08
Position 310: 3.108002870701179e-09
