Gene = Sclt1
Position 6416: 0.0077506860884979
Position 31476: 0.004775143654385139
Position 1418: 0.0038524400678742817
Position 39329: 0.003847908329150405
Position 35578: 0.002007331582400431
Position 1337: 0.001181766913855416
Position 1048: 0.001014968415444021
Position 1480: 0.0006380410192808249
Position 219: 0.00040760758873319326
Position 2003: 0.00039927769271970275
Position 2377: 0.00029729231841721295
Position 6045: 0.00022426848990377522
Position 4688: 0.00014762031572718992
Position 4257: 0.00012800565637672727
Position 252: 0.00011561998671050516
Position 89: 0.00011279353063783152
Position 313: 0.00010897608095464668
Position 43401: 8.849120615144768e-05
Position 300: 4.6373851679700415e-05
Position 156: 4.393295513399947e-05
Position 11: 3.468349304866091e-05
Position 132: 3.369340664470799e-05
Position 261: 2.9854355373476725e-05
Position 37859: 2.7389223069203776e-05
Position 36098: 2.4105253124499348e-05
Position 606: 1.860475424908182e-05
Position 140: 1.340845258238439e-05
Position 209: 9.061607944631296e-06
Position 877: 6.200362394998314e-06
Position 611: 6.054910438770794e-06
Position 241: 5.884290941310622e-06
Position 456: 5.131291094487957e-06
Position 874: 3.81781086491755e-06
Position 1927: 3.06848014917168e-06
Position 32: 2.045627866125472e-06
Position 568: 1.709823949635029e-06
Position 1203: 1.6655692661320527e-06
Position 619: 1.3579397125489555e-06
Position 647: 1.1916939191226095e-06
Position 577: 1.1343394456747612e-06
Position 687: 1.05701289216131e-06
Position 359: 9.596810785189733e-07
Position 596: 8.810710010484298e-07
Position 591: 7.677376128729519e-07
Position 668: 7.044039571357034e-07
Position 49: 6.280458589114148e-07
Position 593: 6.154117483314479e-07
Position 628: 4.564817844405629e-07
Position 566: 1.891539366590333e-07
Position 533: 1.8610849882659838e-07
Position 1849: 1.0840379411550787e-07
Position 1442: 1.069574778838722e-07
Position 673: 7.083481671593887e-08
Position 715: 6.954693229112101e-08
Position 396: 2.078581421770638e-08
Position 390: 1.6974939544837666e-08
Position 393: 1.151605682141799e-08
Position 939: 4.092226533574532e-09
Position 15460: 1.919644853641441e-09
Position 412: 1.340400138293954e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 24711: 0.9999999582806862
Position 32979: 0.9899680883128691
Position 31308: 0.9887117314627326
Position 8278: 0.9662140478327356
Position 12150: 0.9605591305188853
Position 41868: 0.8529114981655149
Position 15365: 0.8452459806533047
Position 372: 0.6894876907310401
Position 39057: 0.5583163208464538
Position 14606: 0.48394696537541226
Position 43595: 0.38397308209590963
Position 44293: 0.2973130559132815
Position 43249: 0.29302227410731196
Position 3451: 0.2863740122006587
Position 5248: 0.2794730537881697
Position 37518: 0.20437297640520166
Position 443: 0.17309171655203892
Position 5221: 0.17219282893457952
Position 4995: 0.171338183215412
Position 7582: 0.14857865631431463
Position 35935: 0.14576846077109204
Position 27418: 0.1370247866920631
Position 10448: 0.1319192787224276
Position 14941: 0.13123282542898465
Position 43326: 0.13009384538840588
Position 10485: 0.12765788212161647
Position 15104: 0.10699287923715282
Position 7628: 0.10599896028435221
Position 37735: 0.09624231742764178
Position 43102: 0.09533796312054059
Position 46255: 0.08980946243179667
Position 14916: 0.08276057435011723
Position 28223: 0.08177242218590583
Position 9432: 0.0627215605617972
Position 42842: 0.058233729308534335
Position 14577: 0.053512042276666234
Position 38093: 0.05145382913336343
Position 15018: 0.046229893839762226
Position 25201: 0.04529024192860867
Position 40558: 0.04267348661272539
Position 42765: 0.04255425992206692
Position 6279: 0.03897469189864407
Position 5107: 0.038266965776458786
Position 14517: 0.03785290822669958
Position 15193: 0.03486874085013588
Position 418: 0.03127158871797609
Position 33764: 0.03040128029122875
Position 1749: 0.027616037084405614
Position 11978: 0.026735694016608476
Position 42980: 0.025284317134501196
Position 9406: 0.024714534385402942
Position 6003: 0.022340095104674378
Position 42525: 0.02126923037271471
Position 6487: 0.020214369316240655
Position 11594: 0.02002857210370757
Position 728: 0.018119748141668487
Position 42541: 0.016523490127767163
Position 44162: 0.015443073106931066
Position 14690: 0.014635923289461067
Position 37394: 0.012457009596874208
Position 14919: 0.012430959132697735
Position 25256: 0.012064334286974444
Position 42590: 0.011657627535369761
Position 3483: 0.011217929276360014
Position 14994: 0.011215399304313929
Position 42741: 0.011183490238791866
Position 35884: 0.010720351047303905
Position 9493: 0.009561911583567508
Position 46190: 0.007669877515954623
Position 25217: 0.006776685463028002
Position 40504: 0.006745692839554867
Position 8605: 0.006407761348165929
Position 39212: 0.006083324844056181
Position 4848: 0.0055215295341417316
Position 2255: 0.00473769614029837
Position 44145: 0.004531169215741339
Position 44016: 0.004506660284456562
Position 42428: 0.004224684011608425
Position 14970: 0.003955337634976451
Position 39082: 0.0038844889388414236
Position 43305: 0.0038563195136159323
Position 44394: 0.0037866347028453016
Position 25065: 0.0035967231316119813
Position 8644: 0.003176174226339876
Position 1266: 0.002675632413891649
Position 1699: 0.002638238681094804
Position 32789: 0.0023680755819923266
Position 35362: 0.002228400308529079
Position 2567: 0.0021613820470664175
Position 3592: 0.0016713570089668538
Position 43038: 0.0015726791346499672
Position 7956: 0.0015527706010759427
Position 378: 0.0015516490697352577
Position 1931: 0.0014191252430334016
Position 1336: 0.0012600613919662444
Position 42914: 0.001231512082528771
Position 1713: 0.0011854617151529844
Position 495: 0.001162296951429496
Position 3553: 0.0011483660090102809
Position 4818: 0.0011147458891811065
Position 35169: 0.0011033131064034523
Position 1144: 0.0010575707373302284
Position 42332: 0.0010438879604593772
Position 1819: 0.0010363656832575966
Position 35871: 0.0010159898747942142
Position 40619: 0.0009874523502520017
Position 2591: 0.0009510929796855964
Position 703: 0.0008426191925645993
Position 681: 0.0008036706260720254
Position 33595: 0.0007595761404480568
Position 39710: 0.000750082738375121
Position 2537: 0.0007382468360345896
Position 962: 0.0007330798062883768
Position 1935: 0.000663092615184041
Position 805: 0.0006587833734986116
Position 647: 0.0005737109396059154
Position 4801: 0.0005438036396730622
Position 617: 0.0005177532661600001
Position 2481: 0.0005106116279557368
Position 753: 0.0004387383386508528
Position 33554: 0.00043822454320951786
Position 761: 0.00034379126557268437
Position 2322: 0.0003365173249557636
Position 644: 0.0003199191465878455
Position 772: 0.00031224401696660394
Position 9453: 0.000263800050916084
Position 918: 0.0002194846948422098
Position 35463: 0.00021038702079256052
Position 34277: 0.00020818128100055336
Position 1888: 0.00020726837611646963
Position 2276: 0.00016891913880340333
Position 35210: 0.00016809045240813943
Position 35396: 0.0001513460203324419
Position 2486: 0.00014646913751387836
Position 2610: 0.00014067319744730746
Position 34388: 0.0001382962302156112
Position 1040: 0.00013682748202938612
Position 969: 0.00012991123556770854
Position 39259: 0.00012949442016711808
Position 5901: 0.00012078991452648184
Position 1290: 0.00011973459987186766
Position 1975: 0.00011526875917983813
Position 34315: 0.0001147045729229982
Position 37246: 0.00011191806414066109
Position 1164: 0.00011083834564617695
Position 708: 0.00011014310246665555
Position 35325: 9.791699018031871e-05
Position 1202: 8.927987469898555e-05
Position 4214: 8.613794515714982e-05
Position 4558: 8.574405560049357e-05
Position 1198: 8.07353917971466e-05
Position 34059: 7.62803570598711e-05
Position 35033: 6.983521867983278e-05
Position 2234: 6.910499938956196e-05
Position 36314: 6.746248126420119e-05
Position 4525: 6.18762601266964e-05
Position 33197: 5.038084992027047e-05
Position 37223: 4.9802504401729906e-05
Position 32298: 4.825350397264867e-05
Position 1270: 4.721251711579181e-05
Position 1757: 4.2648167689105856e-05
Position 4120: 4.1867711219577444e-05
Position 35130: 3.7268966574183806e-05
Position 2456: 3.704861500378004e-05
Position 33227: 3.574335396550411e-05
Position 36824: 3.301556583448553e-05
Position 1978: 3.0243359714435723e-05
Position 1822: 2.3265633263631205e-05
Position 34236: 2.063402495901665e-05
Position 741: 1.664758388598755e-05
Position 33239: 1.4531515473794753e-05
Position 1208: 1.364196216176256e-05
Position 33156: 1.0490650200513804e-05
Position 31904: 7.028103034066448e-06
Position 33924: 6.802314219772369e-06
Position 33130: 5.0442415447335905e-06
Position 33397: 4.733453892727039e-06
Position 33378: 4.694948138131798e-06
Position 31982: 2.4465013315781958e-06
Position 560: 1.8140718346100306e-06
Position 933: 9.721610105882527e-07
Position 25872: 7.211969843036636e-07
Position 352: 2.5213710847022264e-07
Position 566: 2.3943929343552413e-07
Position 511: 1.5625155225419666e-07
Position 25557: 1.435840895558541e-07
Position 715: 1.3460224250817928e-07
Position 325: 9.642990235479124e-08
Position 25905: 6.604575365921199e-08
Position 848: 4.2615030680849084e-08
Position 513: 3.7059222641563486e-08
Position 18392: 3.662150182221702e-08
Position 982: 2.5903089703887518e-08
Position 520: 2.5442074196737687e-08
Position 976: 2.097425753204713e-08
Position 827: 8.571299295094024e-09
Position 524: 4.035837187026414e-09
Position 15725: 2.9388105189762725e-09
Position 100: 2.0618965747731038e-09
Position 17846: 1.5339348790015187e-09
Position 12370: 4.235047017550056e-10
Position 229: 2.5507308123118834e-10
Position 12343: 2.014275504201166e-10
Position 271: 3.703825020574675e-11
Position 241: 1.756728101643558e-11
Position 300: 1.706010329521495e-11
Position 247: 5.9992256486441354e-12
Position 127: 4.678578367349292e-12
Position 138: 1.8916523801931397e-12
Position 123: 1.854473095753634e-12
Position 11841: 2.0731927850194986e-13
