Gene = Ciart
Position 579: 2.4804238434587206e-06
Position 11: 1.3303509235397325e-06
Position 1786: 6.7682979261907e-07
Position 246: 5.332981461586835e-07
Position 33: 4.721072093688935e-07
Position 2986: 3.9236449623934256e-07
Position 2995: 3.6739999067607235e-07
Position 152: 3.4665133151542845e-07
Position 484: 2.544179643103809e-07
Position 442: 2.0436255743425505e-07
Position 453: 2.0402180379122226e-07
Position 564: 1.1647984671943173e-07
Position 204: 5.6972660364311684e-08
Position 312: 4.798674674170164e-08
Position 556: 3.9484440958480956e-08
Position 440: 2.6253552989428808e-08
Position 421: 1.55056358598497e-08
Position 315: 1.1378469945102179e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1517: 0.9409999666005069
Position 1172: 0.9385061395332519
Position 1710: 0.44637578927774557
Position 2874: 0.34613814086725614
Position 641: 0.30559347206697923
Position 3136: 0.2790240878948609
Position 3081: 0.2694651423043719
Position 899: 0.23443401894370305
Position 178: 0.21227833923204684
Position 1680: 0.19074018727918504
Position 2897: 0.1755244055253183
Position 2445: 0.17531572608375398
Position 1775: 0.14133872153156407
Position 3336: 0.11848426799162284
Position 951: 0.09882181313633995
Position 1921: 0.08311419379637797
Position 2486: 0.0614456094617926
Position 3263: 0.04385097769898082
Position 619: 0.039815159474980724
Position 920: 0.036832527682816585
Position 1420: 0.031089390919741333
Position 3290: 0.026278323053233407
Position 1738: 0.025278598962374443
Position 2901: 0.02177237036378059
Position 934: 0.021190104044931633
Position 911: 0.020153931673535474
Position 190: 0.018024937885294037
Position 2080: 0.017597905021430636
Position 2460: 0.017596156308684902
Position 3520: 0.016292033471256254
Position 2851: 0.014585655739433974
Position 1050: 0.012650295326031043
Position 647: 0.01232572480452687
Position 1151: 0.012287666536205928
Position 2213: 0.005759330238795161
Position 955: 0.0052447474161185685
Position 2952: 0.005083612093984594
Position 1796: 0.005037161895487885
Position 1724: 0.004094393604749699
Position 816: 0.003969565216922641
Position 782: 0.003053113305909942
Position 865: 0.0028404985045072688
Position 143: 0.0027044255821394936
Position 722: 0.002667666217056076
Position 1898: 0.0023742167499575815
Position 3092: 0.0019177457185030086
Position 2854: 0.0018844543478526315
Position 2124: 0.001773014520309952
Position 872: 0.0017567326934007442
Position 199: 0.0015465390893702824
Position 1209: 0.0013799733499957158
Position 822: 0.001275577248967863
Position 2760: 0.0012685476550653326
Position 1125: 0.0011869017834736572
Position 1465: 0.0011623946714307068
Position 3715: 0.00113661564911937
Position 1965: 0.0010199190157560458
Position 221: 0.0008913749792486779
Position 1128: 0.0007843192702234984
Position 3340: 0.0007781591290608261
Position 3298: 0.0007342227630909992
Position 839: 0.0007334796766819365
Position 3141: 0.0007313637375892818
Position 204: 0.000713386132824803
Position 683: 0.0006164577154506366
Position 569: 0.0005920645185044312
Position 1179: 0.0005649714576251187
Position 2172: 0.0005578889250745973
Position 2763: 0.0005314321078492912
Position 70: 0.0005155470525364928
Position 791: 0.000489380772403065
Position 1712: 0.00046669118820814176
Position 2095: 0.0004642219340320456
Position 3236: 0.0004445131126504393
Position 2673: 0.00044443983576937166
Position 858: 0.00040732728995026055
Position 2033: 0.0003584197776837226
Position 3455: 0.00033621504126938543
Position 3343: 0.0003276581459928013
Position 322: 0.00031268876867008384
Position 1104: 0.0002870714176721565
Position 159: 0.0001988281130405975
Position 883: 0.0001828725635093463
Position 1188: 0.00012935944961001388
Position 1012: 0.00011631830911934196
Position 1524: 8.960040316975126e-05
Position 1537: 8.418196426805094e-05
Position 76: 8.352616971464406e-05
Position 1057: 8.224127359834788e-05
Position 1024: 7.76981693767938e-05
Position 2076: 7.513843159141195e-05
Position 1786: 7.291931461933365e-05
Position 1582: 6.242052519752768e-05
Position 810: 5.554150661609185e-05
Position 1836: 4.065622243595476e-05
Position 1454: 3.3789675432067235e-05
Position 1926: 2.8392066890406173e-05
Position 1561: 2.5096435042007604e-05
Position 2186: 2.470822183132227e-05
Position 1527: 2.3564189019011557e-05
Position 1783: 2.3248691572236867e-05
Position 267: 2.086513418676821e-05
Position 1630: 2.0830424045302173e-05
Position 2149: 2.0507648106866465e-05
Position 1813: 1.8689277293232874e-05
Position 1745: 1.2110074085178567e-05
Position 109: 1.0154956181919844e-05
Position 1229: 7.609062022480488e-06
Position 522: 7.167145276306763e-06
Position 1803: 7.001296500731428e-06
Position 1246: 5.100562780161092e-06
Position 294: 3.3472347493886243e-06
Position 330: 2.398680368447515e-06
Position 1756: 1.9590354175006247e-06
Position 1585: 1.92637680794409e-06
Position 458: 1.7683043127869887e-06
Position 231: 1.193685505335338e-06
Position 299: 1.002864226796996e-06
Position 1591: 9.133635949623798e-07
Position 239: 9.080038627624611e-07
Position 1842: 8.186685071311071e-07
Position 276: 7.690140330721267e-07
Position 342: 6.084250942021779e-07
Position 1799: 4.846255060747818e-07
Position 408: 1.1594189186487212e-07
Position 81: 1.0339806770062979e-07
Position 358: 3.55171464527112e-08
Position 579: 1.380750457228283e-08
Position 296: 7.864187727906848e-09
Position 96: 5.7937666203453034e-09
Position 136: 5.565745253879975e-11
