Gene = Otos
Position 922: 0.00029708495091089194
Position 3760: 0.00029560067609392745
Position 2104: 0.0002708202874748966
Position 466: 0.00023766779400915736
Position 3837: 0.00023141524712649026
Position 4260: 0.0002299741453698339
Position 4142: 0.00021931469138334987
Position 1016: 0.0001433074026676133
Position 554: 0.00011960347608062524
Position 444: 0.0001107997717358539
Position 241: 0.00010159181794551333
Position 4618: 9.799608017955526e-05
Position 4275: 8.969311675384147e-05
Position 472: 8.871974885079155e-05
Position 3198: 8.741991842379693e-05
Position 3826: 8.615967401768152e-05
Position 2086: 8.211349426655121e-05
Position 165: 6.385537900054701e-05
Position 764: 5.186123224847915e-05
Position 976: 4.785541597672418e-05
Position 561: 4.1455079985515595e-05
Position 333: 3.9248135018689664e-05
Position 1278: 3.2386051187991405e-05
Position 1013: 2.685418970176333e-05
Position 935: 2.6643717389996527e-05
Position 1203: 2.363606679994036e-05
Position 168: 2.1946074451927038e-05
Position 973: 2.1861956553572174e-05
Position 4479: 2.179257930066464e-05
Position 476: 1.8193797309076516e-05
Position 3748: 1.7030383598455952e-05
Position 1216: 1.690823764092482e-05
Position 352: 1.1139724593575036e-05
Position 1092: 1.0797550101081034e-05
Position 250: 9.012445599409433e-06
Position 336: 7.5026028907375235e-06
Position 3595: 4.932077150286057e-06
Position 356: 1.829093346241807e-06
Position 256: 1.563491045697848e-06
Position 3779: 1.493390097965366e-06
Position 401: 1.4014751243465964e-06
Position 3771: 1.3372816639239511e-06
Position 243: 1.3023573451555489e-06
Position 695: 9.836220692637687e-07
Position 343: 7.918288775034375e-07
Position 2352: 6.802526455912632e-07
Position 367: 6.02037252387829e-07
Position 3696: 2.307757668988531e-07
Position 1906: 1.706670914182995e-07
Position 144: 2.4838026921763172e-08
Position 127: 1.778058433413892e-08
Position 1810: 5.514950361391058e-09
Position 1783: 5.015674179045962e-09
Position 407: 3.1381330032758746e-09
Position 451: 2.224589460943837e-09
Position 1815: 1.2965255343109093e-09
Position 1858: 8.729568327354698e-10
Position 90: 6.905683596729716e-11
Position 119: 1.479931126718027e-11
