Gene = Diablo
Position 6738: 0.021405222902851725
Position 12226: 0.02080988025265405
Position 2626: 0.0204080632200237
Position 11740: 0.018001556042130117
Position 6525: 0.015463607355967609
Position 5811: 0.015364063234160738
Position 7464: 0.014977710539668865
Position 3194: 0.011401380362840998
Position 7625: 0.00827582727002998
Position 364: 0.008224084165690024
Position 11842: 0.006943164208468609
Position 3281: 0.006645287271604013
Position 9635: 0.006011843955654018
Position 6829: 0.005768730153258341
Position 7669: 0.005533223151941816
Position 6667: 0.005087662952993066
Position 7557: 0.004803250319898776
Position 735: 0.004212581893154959
Position 3253: 0.004125982505840818
Position 5991: 0.00402359775466104
Position 12106: 0.003955537661049294
Position 676: 0.003938303428224659
Position 1141: 0.003825440890430533
Position 6788: 0.0037824263515295756
Position 999: 0.0037743594891828628
Position 11496: 0.0037725816697830048
Position 2960: 0.003497474597297919
Position 415: 0.003475245773184271
Position 3888: 0.0034717745003882867
Position 1929: 0.0031765228270586266
Position 259: 0.003059068546656694
Position 7646: 0.0028415840398061157
Position 6975: 0.0023617555987774587
Position 8000: 0.0022921759700120802
Position 9560: 0.002215169999023139
Position 831: 0.0021701512345859717
Position 800: 0.0021676863102085015
Position 7690: 0.002086217729239992
Position 11772: 0.0020327574134955447
Position 612: 0.0018842427643602432
Position 2344: 0.0018786205743935099
Position 4617: 0.001848744197957652
Position 6793: 0.0017590179280418095
Position 3835: 0.0017390200719207686
Position 754: 0.0016782475642079851
Position 12298: 0.0016708122600650136
Position 2841: 0.0016707920584422152
Position 218: 0.0015065876769473035
Position 6837: 0.001417812165254627
Position 6757: 0.0013942628172250871
Position 375: 0.001388951624071173
Position 679: 0.0013151456365711712
Position 9049: 0.0012971115954697756
Position 7302: 0.0011068297080998317
Position 6570: 0.0010911591716339737
Position 11748: 0.001048122649623273
Position 6360: 0.001021180750207316
Position 1555: 0.0009612797150670215
Position 3966: 0.0009201388124585055
Position 6126: 0.0009153960371681262
Position 5601: 0.0009019050187422963
Position 702: 0.000886816424927489
Position 7525: 0.0008763268694160765
Position 6323: 0.0008631028039654201
Position 1159: 0.0008074977473440638
Position 381: 0.0007815229820555894
Position 1824: 0.0006765273159197971
Position 10387: 0.0006319224044162265
Position 6357: 0.000630376884970337
Position 953: 0.0005686309422023336
Position 5562: 0.0005382683278487018
Position 921: 0.0005278858174856963
Position 10288: 0.0005075372558271241
Position 10032: 0.0004630327546800638
Position 5451: 0.00044477692037649927
Position 9214: 0.0004420179878334418
Position 10262: 0.0004371065244053307
Position 3221: 0.0004077310887281758
Position 1613: 0.00039396012261206016
Position 7250: 0.00038679702776834955
Position 8953: 0.0003852947591733674
Position 3154: 0.00033781569908281956
Position 7481: 0.00033072778269347536
Position 2634: 0.00030878339012808357
Position 3795: 0.0002891980323978714
Position 4589: 0.00026945837390064426
Position 1001: 0.00025787385192745923
Position 9129: 0.00025451614412654895
Position 340: 0.00025077757715101534
Position 3755: 0.00023545936814770032
Position 3031: 0.00021117287362356344
Position 9138: 0.00020832298023114242
Position 3051: 0.00020508375411546788
Position 9084: 0.00020409003526401312
Position 1625: 0.00018874033663525977
Position 6812: 0.0001803433517930085
Position 6982: 0.00018019964166237907
Position 742: 0.00017732510569285075
Position 1366: 0.00017489654230786798
Position 8158: 0.00017260737593719814
Position 1647: 0.00016902618306416064
Position 804: 0.00014734511822998126
Position 222: 0.00014466425233224844
Position 7889: 0.0001420025221221504
Position 1400: 0.00014022588296644118
Position 6476: 0.000123271345443011
Position 2520: 0.00010897265351225467
Position 105: 0.00010597823377029119
Position 334: 0.0001022502899387631
Position 377: 0.00010123284721809789
Position 5931: 7.588304591222962e-05
Position 1059: 6.84036928055302e-05
Position 469: 5.5359964007252926e-05
Position 1013: 4.950378808825607e-05
Position 441: 4.671900202240274e-05
Position 527: 4.4416798780068e-05
Position 169: 4.363772782073005e-05
Position 5823: 3.878414738726827e-05
Position 224: 3.402595945580329e-05
Position 5883: 3.227641458247274e-05
Position 1363: 2.636923772723432e-05
Position 2265: 2.3054850674499754e-05
Position 379: 1.9605909709607946e-05
Position 1978: 1.9060991641604467e-05
Position 2643: 1.8424096717297482e-05
Position 6803: 1.4683587779010807e-05
Position 2177: 1.4128174796407376e-05
Position 485: 9.164953300857422e-06
Position 2720: 6.48342978773116e-06
Position 6409: 5.474741375676708e-06
Position 2383: 4.912245201297902e-06
Position 1512: 4.514039054125682e-06
Position 276: 4.08136944340785e-06
Position 1714: 3.915675594124876e-06
Position 1652: 3.7049162726924283e-06
Position 4991: 3.5899227907742262e-06
Position 509: 3.008115491866362e-06
Position 507: 2.6444479478469656e-06
Position 6291: 2.5692676739809676e-06
Position 1596: 2.3762143683502187e-06
Position 6372: 2.0828462061496316e-06
Position 2904: 1.5005496181864668e-06
Position 3015: 1.3225937199631993e-06
Position 635: 3.3292476972961743e-07
Position 6289: 2.0474032918531267e-07
Position 642: 1.27618410830039e-07
Position 960: 8.077346659187765e-08
Position 967: 3.810138269743767e-08
Position 744: 2.6621812586668517e-08
Position 1938: 1.3103072176468755e-08
Position 1663: 9.897412683699567e-09
Position 1147: 7.454501888782294e-09
Position 1019: 6.565670374387736e-09
Position 123: 1.0403196341046293e-10
