Gene = Pdap1
Position 4203: 0.023496683578888424
Position 7144: 0.021106698685866267
Position 4618: 0.018787500374685163
Position 8991: 0.0187579370610094
Position 5260: 0.018713266313243916
Position 3050: 0.018141670711917354
Position 2621: 0.01663808834597609
Position 8675: 0.016527470199577045
Position 5281: 0.015893581154256018
Position 8101: 0.015870455129662238
Position 3789: 0.015241672530918403
Position 8183: 0.015104487993283578
Position 8098: 0.014579895663215147
Position 11021: 0.013729701639551227
Position 1975: 0.013668611367588516
Position 5357: 0.013564564779138618
Position 8478: 0.01269940099714538
Position 7816: 0.011585001883317557
Position 1601: 0.010887249824750094
Position 1918: 0.009924862989081767
Position 11356: 0.009728568495356932
Position 11127: 0.009486297405044607
Position 3248: 0.009469665112468769
Position 3551: 0.009342948339298319
Position 6457: 0.009324473276628815
Position 8463: 0.009217313473802637
Position 7759: 0.008770523954682178
Position 10345: 0.008567910888051684
Position 10496: 0.0083489699465954
Position 2877: 0.008312161450875807
Position 11387: 0.008212311600154216
Position 8726: 0.007697355261883578
Position 8134: 0.007636890560173779
Position 9720: 0.007470513104367682
Position 10836: 0.007107979892613336
Position 10013: 0.006730158993003207
Position 4405: 0.006576979033484113
Position 6494: 0.006511129819842513
Position 4689: 0.006399201986097176
Position 6926: 0.006330933144814713
Position 8422: 0.006320847367751744
Position 3764: 0.006279730784497761
Position 7552: 0.006204787174189608
Position 7781: 0.00612916096218632
Position 4445: 0.0060735513159343125
Position 5302: 0.005790822938464154
Position 10771: 0.005735797742231854
Position 3654: 0.00567183724662406
Position 9886: 0.00553522626079234
Position 7105: 0.005171131239288906
Position 10128: 0.0051393686727618255
Position 8433: 0.004832019903061164
Position 8147: 0.004786179496726427
Position 11052: 0.004764352184304514
Position 10636: 0.00476390183314783
Position 5883: 0.004623494143819126
Position 1627: 0.00446916120641082
Position 3599: 0.004435678609248468
Position 1393: 0.003972647656624092
Position 6528: 0.003943398243824585
Position 7654: 0.0039032818246711874
Position 4674: 0.0037949606742810034
Position 8311: 0.0037591119868635907
Position 10611: 0.0037249349083869317
Position 8408: 0.0034396354903890414
Position 7263: 0.0032995249583578634
Position 6509: 0.0032400214208690385
Position 5072: 0.003136400962066494
Position 10070: 0.002848192666535408
Position 8569: 0.002822150350671125
Position 8214: 0.002734703326688277
Position 3866: 0.002640674887933103
Position 9067: 0.0025692632940063614
Position 8404: 0.002518922387388773
Position 408: 0.0023751066740444527
Position 7836: 0.0022980865037503058
Position 10941: 0.0022368912984836163
Position 5239: 0.002232401654727602
Position 6244: 0.0020980102267522415
Position 9868: 0.0020469024263459674
Position 5617: 0.002023157071927529
Position 3403: 0.002022821680618
Position 2210: 0.002014885183025137
Position 8764: 0.0019543467499373982
Position 8946: 0.0018927052753360994
Position 536: 0.0018878457687331227
Position 3110: 0.0018509605048584027
Position 4484: 0.001784780299123309
Position 1652: 0.0017398939489044066
Position 2993: 0.0017142682303602013
Position 8732: 0.001684506056910631
Position 9967: 0.0016464584062491953
Position 9275: 0.0015595580672810305
Position 5805: 0.0015486592280031515
Position 3634: 0.001546697179029556
Position 8723: 0.0014787334350549453
Position 7317: 0.0014617061586525296
Position 9744: 0.0014611638681351847
Position 10460: 0.0014474604972875955
Position 8786: 0.0014303855091211235
Position 6106: 0.0014208361008296868
Position 4459: 0.0013571093956835614
Position 998: 0.0013506617353610648
Position 10016: 0.0013296813513863498
Position 8782: 0.0013128983601091578
Position 5637: 0.0012527068104559223
Position 528: 0.0012241406252782078
Position 9103: 0.001217797267837446
Position 5382: 0.0011476442394554025
Position 8026: 0.0011051451170272983
Position 1960: 0.0010056754120738207
Position 5979: 0.0009262653250726665
Position 5948: 0.0008806919200006286
Position 2896: 0.000866717152107918
Position 2671: 0.0008660242162632227
Position 9524: 0.0008504461169918444
Position 5878: 0.0008273549837179513
Position 4366: 0.0008143130055406403
Position 5954: 0.0008107404126318082
Position 4614: 0.0008037767662105525
Position 3425: 0.0008010469271722983
Position 6582: 0.000776770368920679
Position 495: 0.0007729896586634151
Position 2355: 0.0007559045585629911
Position 9324: 0.0007506675327221845
Position 346: 0.0007290021896473317
Position 3617: 0.0007054089258147125
Position 1304: 0.0006823370719628408
Position 9762: 0.000676953183663232
Position 1878: 0.0006740697205160394
Position 5596: 0.0006737121153308818
Position 1989: 0.0006598850126570912
Position 1089: 0.0006362843265960672
Position 756: 0.0006198312623672364
Position 8788: 0.0006154419810139833
Position 8833: 0.0006124257658969514
Position 9697: 0.0005870383933469139
Position 9125: 0.000567360051147865
Position 8029: 0.0004995278782539403
Position 4465: 0.0004923726865280457
Position 8515: 0.00048644065776880685
Position 2018: 0.00045177482705380565
Position 1979: 0.0004295717130274912
Position 7982: 0.00042590418223986914
Position 10251: 0.00042011536441911325
Position 2437: 0.0003947723516509042
Position 7509: 0.00038876214972373294
Position 2475: 0.00037937487871243596
Position 8995: 0.0003748347726174605
Position 2287: 0.00037259614752154413
Position 4756: 0.0003532060172286826
Position 2271: 0.00035175942852418894
Position 2454: 0.0003462459278323898
Position 4417: 0.0003097707988464696
Position 10324: 0.00030295826264793545
Position 1369: 0.0002990599738003073
Position 4585: 0.00029538207626469157
Position 8608: 0.0002864444194527624
Position 6355: 0.0002847833615321002
Position 1897: 0.0002836518308908023
Position 1856: 0.0002771119286299374
Position 8522: 0.0002725489628126622
Position 1342: 0.0002649347356560442
Position 10774: 0.00026295269360751723
Position 5851: 0.000254991583222539
Position 1940: 0.00025255315234086543
Position 531: 0.0002434600768256049
Position 5069: 0.00024154782806767378
Position 1408: 0.00023595395478314776
Position 557: 0.00022871286228533607
Position 1830: 0.0002234306211735675
Position 4645: 0.0002161800653943835
Position 1064: 0.00020630522495474374
Position 9649: 0.0002035288405671714
Position 217: 0.00020025719764652143
Position 4461: 0.0001997123535441923
Position 9802: 0.00019535851450030425
Position 5445: 0.000191759101607969
Position 9749: 0.00017730736804525123
Position 9789: 0.0001742897127418741
Position 5402: 0.0001716040296704919
Position 9694: 0.0001688125885582587
Position 9662: 0.00016369794079809581
Position 4885: 0.00015889075215223185
Position 533: 0.0001574055801334402
Position 7718: 0.00015430831941123157
Position 449: 0.00014737608209198353
Position 8369: 0.00014022335949640238
Position 1789: 0.00013780211527336566
Position 8262: 0.00013598184822534472
Position 3427: 0.00013449434304679508
Position 2901: 0.00013382402750356195
Position 2585: 0.00012369979667394335
Position 8926: 0.000122544169170371
Position 2215: 0.00012072559758930074
Position 3554: 0.00011828701571573512
Position 3170: 0.00011562720200684612
Position 2424: 0.00010794701182273366
Position 498: 0.00010706150299165096
Position 147: 0.0001049925697160921
Position 3712: 0.00010175370082604147
Position 5439: 9.387738611029603e-05
Position 7689: 9.317449264241066e-05
Position 4501: 8.660127133748238e-05
Position 918: 8.610743669196856e-05
Position 3837: 6.985077896316973e-05
Position 8580: 6.796604578312029e-05
Position 7512: 6.789652260336294e-05
Position 4205: 6.401579172457365e-05
Position 4076: 6.312975177033644e-05
Position 10731: 5.9141090154046326e-05
Position 2027: 5.467316228557452e-05
Position 2140: 5.424975488184451e-05
Position 1019: 5.198615080845787e-05
Position 4626: 5.141242384730084e-05
Position 4032: 4.956873668038104e-05
Position 4489: 4.925732686417912e-05
Position 1867: 4.738461125558236e-05
Position 3265: 4.6487838960529666e-05
Position 123: 4.178077171949463e-05
Position 369: 4.013697358770061e-05
Position 5366: 3.9951725478159397e-05
Position 1215: 3.69504338267773e-05
Position 5359: 3.2086636996386984e-05
Position 3252: 3.1314511869150526e-05
Position 244: 2.9400469375957877e-05
Position 1252: 2.8494091546011354e-05
Position 184: 2.772943889163572e-05
Position 933: 2.672085456123694e-05
Position 384: 2.3555753321328864e-05
Position 602: 2.150156076262248e-05
Position 9605: 2.0928993353939913e-05
Position 6121: 1.863014600103165e-05
Position 4946: 1.5927986951672788e-05
Position 8003: 1.1763897160481137e-05
Position 5391: 1.107680115802141e-05
Position 7986: 1.1074535858978898e-05
Position 5914: 9.132101748434463e-06
Position 5861: 7.298483720825776e-06
Position 5545: 7.131319482247506e-06
Position 5692: 7.107304570958677e-06
Position 5458: 7.030339274498428e-06
Position 5087: 6.681360199671227e-06
Position 3256: 5.37054771932103e-06
Position 3279: 5.035766701944654e-06
Position 3458: 4.868101435863758e-06
Position 5653: 4.653156696852347e-06
Position 3195: 4.54947558828736e-06
Position 5105: 3.953107024809959e-06
Position 5093: 3.004697600809932e-06
Position 5957: 2.983265239097478e-06
Position 5316: 2.8936320081683306e-06
Position 4929: 2.8239174844367116e-06
Position 3315: 2.819429643578381e-06
Position 3142: 2.134754483690581e-06
Position 3694: 1.9737640845022526e-06
Position 3408: 1.8219446534175417e-06
Position 3824: 1.8031170818793076e-06
Position 1604: 1.7435359013418549e-06
Position 3275: 1.6156831685410728e-06
Position 5125: 1.05786993945493e-06
Position 3271: 1.0527103523873248e-06
Position 3294: 1.0077195004682977e-06
Position 3120: 9.513649614596398e-07
Position 3528: 8.98012436370029e-07
Position 3450: 8.549471382037705e-07
Position 3465: 6.659394162511927e-07
Position 2296: 6.511819034161905e-07
Position 3601: 6.163930822014833e-07
Position 4239: 5.39337131080537e-07
Position 3309: 4.898414012752939e-07
Position 3361: 4.188561543793698e-07
Position 949: 3.708604231020178e-07
Position 371: 3.404788015317619e-07
Position 1277: 3.157482792923943e-07
Position 462: 3.007292119890903e-07
Position 886: 2.922932478166735e-07
Position 1004: 2.5528592540487507e-07
Position 825: 2.426721261000751e-07
Position 543: 2.3659036919174284e-07
Position 4774: 2.3385276381408208e-07
Position 5135: 2.058307876542172e-07
Position 575: 2.0178395241338873e-07
Position 4835: 1.8743155477272564e-07
Position 1150: 1.8330841252361451e-07
Position 9608: 1.6481499882580795e-07
Position 1311: 1.1658368410764764e-07
Position 3441: 8.741021256772375e-08
Position 9585: 7.253056183025844e-08
Position 5814: 7.197131717226231e-08
Position 9596: 7.040116535418657e-08
Position 4780: 6.730499883508461e-08
Position 4124: 6.42725324403208e-08
Position 1232: 6.196232229189642e-08
Position 4840: 4.994700478883248e-08
Position 4818: 3.3317619542454724e-08
Position 3483: 3.131104241859555e-08
Position 1886: 2.7217526914747263e-08
Position 5412: 4.5339477131228267e-10
