Gene = Tipin
Position 11211: 0.0001432970440544291
Position 13804: 0.00013820359150897496
Position 145: 0.00013451335115735743
Position 1923: 0.0001327808388807946
Position 11527: 0.00011236998172367571
Position 297: 0.0001051910138507674
Position 2500: 9.994084171784951e-05
Position 13260: 9.699954641072131e-05
Position 168: 8.941331742171263e-05
Position 249: 8.725179270335182e-05
Position 2462: 8.652754473527354e-05
Position 220: 7.960778077175904e-05
Position 1452: 7.832144842880094e-05
Position 13750: 7.022005409488946e-05
Position 2474: 6.162882825222305e-05
Position 13062: 5.8138203561725525e-05
Position 141: 3.981986208164456e-05
Position 10246: 3.5044063488854594e-05
Position 8966: 3.490234696812975e-05
Position 2545: 3.3870707066421796e-05
Position 1963: 3.377973015816827e-05
Position 726: 2.9025860627744774e-05
Position 515: 2.8809436674886878e-05
Position 11970: 2.3009226808459244e-05
Position 1578: 2.159983561629596e-05
Position 10261: 2.1599076619609235e-05
Position 461: 1.93471072251882e-05
Position 398: 1.9194099499793034e-05
Position 683: 1.603908055873524e-05
Position 10805: 1.2588829946849681e-05
Position 10233: 1.0578466172183913e-05
Position 152: 1.0364133612220137e-05
Position 494: 1.0183199605585506e-05
Position 11630: 8.866138139832368e-06
Position 327: 8.761328929847028e-06
Position 8879: 8.39213823403884e-06
Position 177: 8.267207126818439e-06
Position 1609: 7.619604630179989e-06
Position 387: 7.1784160639608124e-06
Position 278: 6.7598485995610414e-06
Position 245: 6.5723898605863975e-06
Position 9762: 6.417637938447838e-06
Position 10888: 6.21512084957121e-06
Position 523: 5.449021582293372e-06
Position 1086: 5.161909486301535e-06
Position 741: 4.642456275103017e-06
Position 1047: 4.617049387633607e-06
Position 1042: 4.360941090837274e-06
Position 10489: 4.113219559793919e-06
Position 10341: 3.954901056473382e-06
Position 1376: 3.600284128568669e-06
Position 199: 3.590167054514157e-06
Position 10115: 3.287531214127141e-06
Position 1773: 3.0521981263548026e-06
Position 273: 2.7724149889880102e-06
Position 243: 2.682184091253566e-06
Position 5897: 2.2579678091735463e-06
Position 122: 2.2416187143987693e-06
Position 636: 1.9212453930004775e-06
Position 938: 1.7638338913193123e-06
Position 896: 1.683606162085955e-06
Position 284: 1.5134587005745337e-06
Position 693: 1.4422825833662771e-06
Position 353: 1.2076547839407384e-06
Position 4472: 1.1650887729678478e-06
Position 323: 1.1258229926634812e-06
Position 162: 1.1116304432944713e-06
Position 187: 1.050857322820884e-06
Position 4920: 1.0231769903893598e-06
Position 408: 9.880536236013406e-07
Position 3185: 9.250853717069083e-07
Position 2838: 7.944240174027194e-07
Position 2988: 7.843730522545042e-07
Position 3020: 6.488693002739818e-07
Position 356: 5.248861354874166e-07
Position 282: 4.624234302007767e-07
Position 4036: 3.617535662100556e-07
Position 4868: 3.2325239516318147e-07
Position 3379: 2.437564385958028e-07
Position 4662: 2.3837912381749542e-07
Position 4985: 1.9918025525576513e-07
Position 1263: 7.491640613533216e-08
Position 2177: 6.183356824387589e-08
Position 2631: 6.054615596816555e-08
Position 1221: 5.1326369004849007e-08
Position 1879: 4.251786239068581e-08
Position 1242: 3.64493524528383e-08
Position 165: 1.948544720989496e-08
Position 1116: 4.605582231273725e-10
Position 1544: 3.2772195337448975e-10
Position 864: 5.213791923615866e-11
Position 882: 2.1624944062873665e-11
Position 569: 1.5679236119122712e-14
Position 732: 1.5081959717819205e-14
