Gene = Nrgn
Position 2106: 3.530361251533281e-05
Position 222: 2.9810012651970567e-05
Position 2368: 2.4918492976650672e-05
Position 1862: 2.36027644463097e-05
Position 894: 2.351672549755558e-05
Position 2047: 2.2737012265481063e-05
Position 257: 2.1891801613701427e-05
Position 162: 2.070438568788109e-05
Position 2030: 1.94891501711383e-05
Position 1032: 1.8987790524501616e-05
Position 330: 1.8932777751173842e-05
Position 1274: 1.7919765538121222e-05
Position 703: 1.663610083474403e-05
Position 1232: 1.612065439836132e-05
Position 1993: 1.5241968422614416e-05
Position 2221: 1.4474833631939302e-05
Position 1215: 1.20638219182528e-05
Position 2442: 1.1472609443394735e-05
Position 464: 1.086530112602499e-05
Position 805: 9.833809694465365e-06
Position 1907: 8.315783516515334e-06
Position 591: 8.172918580074844e-06
Position 1902: 7.826540737433985e-06
Position 903: 7.469658902644796e-06
Position 1286: 6.304565994698939e-06
Position 1738: 5.398503195514445e-06
Position 1162: 5.19264531366334e-06
Position 677: 4.085424118557996e-06
Position 986: 3.810077447755969e-06
Position 657: 3.154005310027469e-06
Position 335: 2.7479153048912976e-06
Position 537: 2.5583700100518484e-06
Position 220: 2.4850064643553605e-06
Position 967: 2.374755941745736e-06
Position 976: 2.282295264312998e-06
Position 2649: 2.2309231841987172e-06
Position 169: 2.034755487578009e-06
Position 236: 1.973076590453288e-06
Position 134: 1.8352912070582062e-06
Position 865: 1.713515756866229e-06
Position 109: 1.558254335527514e-06
Position 275: 1.5247982153066371e-06
Position 213: 1.2810014032977524e-06
Position 618: 1.2238984168024735e-06
Position 639: 1.183850312473252e-06
Position 1058: 1.0781407777221332e-06
Position 183: 7.279320425143756e-07
Position 872: 5.954916276218133e-07
Position 650: 3.905025835501833e-07
Position 623: 3.607477305705095e-07
Position 215: 2.638037269276014e-07
Position 532: 2.2179847708452806e-07
Position 218: 2.08140665328984e-07
Position 480: 1.1361971396646181e-07
Position 458: 1.0947944939005184e-07
Position 577: 6.461190500544949e-08
Position 433: 4.574933978688609e-08
Position 437: 2.0547419868820147e-08
Position 185: 1.5152207102886113e-08
Position 81: 1.4867186760219301e-08
Position 201: 1.3576444341494824e-08
Position 1160: 1.1662076249572745e-08
Position 446: 2.8560656858066117e-09
Position 1095: 2.715663951243113e-09
Position 77: 2.4563637021595245e-09
Position 405: 2.0517779724041946e-09
Position 389: 2.0358756490601512e-09
Position 1425: 1.7007264024099625e-09
Position 372: 1.1158646394016764e-09
Position 193: 4.999194785039599e-10
