Gene = Nifk
Position 38: 1.38943543583186e-07
Position 26: 1.1070603171100544e-07
Position 318: 9.886920827887282e-08
Position 545: 8.661110169064585e-08
Position 11232: 8.48344478179617e-08
Position 320: 5.8327127925071305e-08
Position 116: 4.628698425796077e-08
Position 6: 2.4093072794432633e-09
Position 565: 3.523295284112228e-11
Position 631: 3.0291225978844484e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.9903407671663517
Position 10910: 0.9543140374223877
Position 5785: 0.9414363570064844
Position 1742: 0.9084064028921695
Position 10722: 0.746984673768502
Position 7513: 0.7166115189228757
Position 8766: 0.6178061231193552
Position 1958: 0.32416600504643056
Position 9338: 0.13770379118017453
Position 6508: 0.10697970427743883
Position 6523: 0.09156465726854582
Position 9880: 0.09136342300352324
Position 4823: 0.07373956885596396
Position 2849: 0.06563377120240847
Position 5012: 0.06258451400657301
Position 1087: 0.05385404895291462
Position 11232: 0.0448074195823458
Position 3671: 0.03956679169720478
Position 7222: 0.03914359521532824
Position 8951: 0.026827728089742084
Position 11289: 0.025380412462424253
Position 6579: 0.024238468724967707
Position 2825: 0.021870323655080764
Position 1782: 0.021624492931509705
Position 9202: 0.021380055455659536
Position 720: 0.021264438432338995
Position 1010: 0.019279715347227985
Position 789: 0.015358491080095408
Position 3637: 0.01437306873255613
Position 7266: 0.01433684276631467
Position 10292: 0.013696011957819916
Position 4867: 0.01296723157239117
Position 307: 0.012614698846245689
Position 8709: 0.011882336753238472
Position 407: 0.01078649866467721
Position 976: 0.009832892754295072
Position 1748: 0.008265769137013405
Position 2302: 0.007761166595999099
Position 7594: 0.006428699838947789
Position 2355: 0.0061417363007989275
Position 9156: 0.005361402243948925
Position 8804: 0.005144175469888606
Position 11022: 0.004878402024387652
Position 1116: 0.004815278675028279
Position 819: 0.004217549131350093
Position 8564: 0.003935340068148779
Position 3228: 0.003919708607726889
Position 6354: 0.003520841933964258
Position 1819: 0.0034167167953560243
Position 1249: 0.0032383609277129044
Position 2960: 0.003234487267022114
Position 5732: 0.0029272855546397898
Position 765: 0.0028826990289206617
Position 7597: 0.002737763049284635
Position 10545: 0.00270866825794432
Position 6078: 0.002127234806849388
Position 1981: 0.0020827184897479535
Position 10923: 0.002069682174538608
Position 314: 0.0020607238070435873
Position 6124: 0.0019314885383612853
Position 5144: 0.001902464330941818
Position 1844: 0.0017900673223081105
Position 3712: 0.0017849107425002753
Position 9725: 0.0017847775619720552
Position 668: 0.0017680041232668205
Position 2801: 0.0017175418578651803
Position 4838: 0.0017025665131416756
Position 2037: 0.00167931782926685
Position 1016: 0.001675419894312151
Position 3305: 0.0016516042668523409
Position 11772: 0.0015621665027504056
Position 378: 0.0015429502844827405
Position 6549: 0.001530739588012948
Position 232: 0.0014733021196001316
Position 6332: 0.0012700042030085027
Position 3410: 0.0012530729077241318
Position 10866: 0.0012097550116312715
Position 8616: 0.0012054718591493116
Position 6718: 0.0011999336762611816
Position 2939: 0.0011951815561427339
Position 3582: 0.0011123052746434415
Position 1192: 0.0010736097042438207
Position 854: 0.0010309431622069938
Position 11611: 0.0010095995169826424
Position 725: 0.000904345821947867
Position 414: 0.0007962231331393632
Position 932: 0.0007510762295388126
Position 1592: 0.0006948000743265757
Position 1177: 0.0006608996856908231
Position 10771: 0.0006334146959124377
Position 11331: 0.0005678339770748929
Position 326: 0.0005257053081780962
Position 2176: 0.0005203730177305868
Position 1282: 0.0005142471632108767
Position 10261: 0.00045161956474569384
Position 11848: 0.000422405343544472
Position 1964: 0.0004156693197262534
Position 11412: 0.00040133841775575474
Position 872: 0.00037680815185696544
Position 245: 0.0003527865908062553
Position 269: 0.0003525922464998644
Position 7556: 0.0003326625890140613
Position 11307: 0.00032293388156433213
Position 10948: 0.00029595531743832046
Position 6919: 0.00027283861903031775
Position 952: 0.0002541931320917912
Position 691: 0.00021822229347862987
Position 2390: 0.00021203508585720073
Position 9184: 0.00016239139980981927
Position 1373: 0.00015879524932066317
Position 11876: 0.0001517605019085576
Position 275: 0.00014668727750177668
Position 2534: 0.00012359342437924292
Position 11756: 0.00012031212898954319
Position 11828: 9.568335075220245e-05
Position 11496: 9.554741728890925e-05
Position 241: 9.527562087389946e-05
Position 1089: 9.498130009297557e-05
Position 1137: 9.485069914467374e-05
Position 11171: 9.454714965928716e-05
Position 1123: 8.733967545489525e-05
Position 2573: 8.724717222697683e-05
Position 272: 8.56055718703994e-05
Position 830: 8.501516587969213e-05
Position 1861: 8.378548895848741e-05
Position 1858: 8.342308117262383e-05
Position 917: 8.234403466306553e-05
Position 2592: 6.895693878075769e-05
Position 1485: 6.670029859371783e-05
Position 1705: 6.604582433050637e-05
Position 2605: 5.179427351363073e-05
Position 263: 4.902978867816404e-05
Position 1218: 4.435521425244332e-05
Position 797: 4.1353804561658584e-05
Position 532: 3.9274458082037855e-05
Position 679: 3.8062726016431194e-05
Position 1563: 3.570652607719887e-05
Position 1133: 3.319713798194715e-05
Position 250: 2.6489223641813903e-05
Position 8583: 2.5941497106520896e-05
Position 388: 2.1885635076181796e-05
Position 6146: 2.0074010663697564e-05
Position 1553: 1.9322974993067482e-05
Position 2277: 1.671477113892169e-05
Position 2502: 1.6296733751811312e-05
Position 2703: 1.571418047704262e-05
Position 2220: 1.5327912547405734e-05
Position 2418: 1.3578349098303062e-05
Position 1599: 1.2527898808235996e-05
Position 2405: 9.983373473616688e-06
Position 2240: 9.824995586764434e-06
Position 2006: 9.184415375107811e-06
Position 2552: 8.594452037148023e-06
Position 10879: 6.485022519351856e-06
Position 10885: 6.215314207104574e-06
Position 2358: 5.319627392300938e-06
Position 2329: 4.54754141367773e-06
Position 838: 4.182282540930906e-06
Position 2438: 3.7332139188736747e-06
Position 674: 3.4418887940753074e-06
Position 835: 2.9094280990439144e-06
Position 2775: 1.7056872045511984e-06
Position 359: 1.2167290889705524e-06
Position 2226: 1.0950137863206474e-06
Position 2044: 8.345913136451127e-07
Position 6297: 7.128691739376217e-07
Position 697: 6.372444616990812e-07
Position 444: 6.287424194549717e-07
Position 293: 5.487784457770138e-07
Position 2010: 4.1263797130435283e-07
Position 6340: 3.639912314774919e-07
Position 558: 2.1337132858648107e-07
Position 424: 1.530483273074791e-07
Position 588: 1.4869253782658344e-07
Position 459: 4.409214529858549e-08
Position 466: 3.247617315882331e-08
Position 104: 2.947610396067921e-08
Position 421: 1.996921381167426e-08
Position 137: 1.2785257638268829e-08
Position 527: 8.591407561532994e-09
Position 565: 6.092258545663455e-09
Position 433: 4.741902703274848e-09
Position 479: 4.3594581767014224e-09
Position 651: 3.1964351655385554e-09
Position 144: 2.4885178987088134e-09
Position 108: 1.276798632215848e-12
Position 158: 9.615500091798625e-14
